10
1056417021 726052378 261675511 522840951 980949873 596181069 458132547 71057514 976187807 797180594 
95009771 674281585 651710647 210027024 134812784 563907930 577885007 444656284 1000607050 601596130 
607463140 153377481 733970745 102256104 447982475 884489995 282342582 504391048 563291371 5608946 
1069687965 144176443 296682344 1068018733 492730797 75735084 916627384 1051435282 140625950 402704815 
199910796 645107489 457866724 893367893 1033420741 515564844 774586878 951395784 113988766 536656935 
795072257 844243882 1040141661 24107756 392908056 646402335 160611021 76290356 902575573 861347097 
746582631 363323786 46808251 301839223 809773299 523827004 753852702 701597656 26396214 874426418 
553349881 994473922 687036869 513358273 592510999 870407830 811445845 277462711 118758039 41374765 
361978823 999278654 150482282 82658374 589728840 36607685 774538962 1046564865 779562666 683092796 
996491330 277840098 356164500 934589915 817217055 700130313 212478310 766920931 866018963 559844476 
