10
951996651974135 500903829457392 307079313974566 713805191708905 700442487480048 396053579608229 983454310986053 963957437062798 735237316689213 452119190194416 
190224640653570 355329209812733 688773868311648 675326345103594 634713929634958 100712401750519 365864044910761 394209057698639 393349891595295 682373218442420 
353336017381468 396367409558788 969779249931303 278108676109554 265945004268094 915000468616564 751399256235901 1100527434308935 424545897845948 1123848183917480 
53774121856025 422747827925701 278419462698400 1103741624262398 639620002117180 935112972005480 266984487042476 973795531339169 1069476484773851 141318136713384 
1014077509609253 451432878090728 548889232856852 905492484473912 759601733703583 657801976296050 449099330300618 134249170009586 368999125053099 147766761624774 
657047392139725 694758396513928 373368426430165 605195807214218 1003027343714874 200862673215587 978547811675815 186450865263083 762007272160674 587760981750736 
741995877750230 359544731621121 998993155332095 973854548129480 784742288052970 722926807632540 713260871261480 593502977847647 211416428582850 774483159511213 
202421036547764 978515219179923 213053895046015 84381243642467 141261766213988 1117273984268305 597121352770534 571890870042702 448985157718473 256094343314985 
1013961242664202 163990141529960 729669131904238 358308350491153 600922032849803 1075502140782358 753009680821967 219659856441821 799142926445108 917736227624928 
751070056105340 645912973788065 751890636054536 220032852033638 78377647293247 108741606645993 668356846686392 728879870679420 900168212276329 569920462552911 
