80
535885 79730 520772 344435 572819 747866 32616 107561 284380 150385 591042 467935 951181 752911 825416 803701 379414 82742 350457 935390 147959 942711 155555 1016535 389384 407400 91127 644702 167023 530011 656189 530159 280585 683024 807273 117410 833637 73493 255782 783614 338985 667158 531897 226733 854421 534401 381005 347853 599702 46922 434518 903128 870312 254318 364270 309623 993120 619248 1047103 974819 367692 648771 295842 448089 126944 369470 643558 263248 990494 993030 1007210 1012517 84673 929029 590559 20025 929766 700018 217857 658458 
329946 477693 773375 1020938 774582 576803 658473 864881 72032 700157 238541 889743 500110 760258 1015598 179751 190832 560742 592545 322722 621095 672425 857463 484679 592801 49108 741576 535154 165194 753530 358294 379967 220354 1013515 340919 581249 330832 731759 25161 466098 522314 828939 74249 358210 726692 637887 455734 832952 952824 934677 340534 790508 483916 821197 593315 507034 990438 542865 212265 269185 6329 707271 272815 562656 486492 659354 836874 122546 739708 689809 476398 30640 508949 785241 590656 832879 569992 488549 261313 52126 
406679 990164 438735 704979 777349 308224 120724 460763 742239 967455 111345 77274 84303 66591 855210 80081 232752 260229 618674 917137 1998 1037090 993251 983049 656182 760805 899252 189094 883289 412347 775769 561912 458462 264094 580467 489722 428522 201293 148399 873002 262339 199796 52754 26400 682062 327549 77144 120677 423208 904351 311420 248144 105409 813130 452323 25177 843809 968883 449996 675622 173543 660780 437687 439250 138153 797992 937486 907762 902409 301906 933229 810063 20702 409366 520672 450183 912032 502847 407309 1002808 
310516 952726 377149 526767 317944 500258 413356 369704 668640 115684 1015758 808239 850993 939479 363246 917074 926270 385413 412828 786282 663296 712084 400703 407818 761860 474216 193016 685291 33122 722697 935799 979417 251446 267123 751528 702223 427425 837439 790041 488104 75503 4517 689157 661566 546247 326272 270192 734488 201150 430048 1035065 708169 265728 403772 831971 776556 688698 1026900 368145 623518 605283 330423 477589 286754 661454 1033151 171632 367611 449131 455885 96966 304761 791935 988085 473602 939701 162440 195855 754281 16329 
212559 806101 144418 1003076 830806 944500 1030693 393542 167242 113739 563360 87247 676489 583682 397810 133689 69976 456807 281250 167068 922473 938006 967724 23163 725594 274803 108993 872900 847770 303962 713524 927653 725812 60293 304375 658334 386400 312966 584532 513547 759128 667945 976996 787569 937100 494108 995401 293008 384985 173250 558542 544240 725349 287636 593297 427954 119551 790119 139455 921450 14584 23829 601327 12800 755534 992528 578833 1048189 642503 1020402 405100 272206 965120 41505 567126 708564 849447 103991 481061 388573 
151878 974025 880807 413275 391223 694824 697524 977053 965031 83933 692812 941692 84866 316765 27865 1022882 287895 523399 316028 679242 820568 373384 517592 413020 961359 1029298 989795 822890 307489 509294 615413 504137 405797 617993 158712 596094 471774 122996 592165 277742 561352 477239 4955 26478 206341 964835 890658 83630 332374 757811 862012 543082 79877 563669 828991 469878 764550 160800 652393 505808 555243 443916 543840 258022 146959 203877 803772 664022 241801 390474 100289 427784 319411 474539 212752 8810 428828 892199 648835 537523 
493169 197151 797943 929763 127599 1025173 75148 213310 75731 870419 223206 902147 171568 52622 109427 440443 116070 569833 832295 934138 770284 790521 451748 384542 347043 220639 55996 364203 864598 994915 864876 264807 815787 902112 676368 1038131 709711 915264 650787 560398 530131 842073 252792 99668 342860 409259 896940 942789 298619 95356 554746 681856 959953 633883 719962 741872 589947 658543 1009695 97501 126560 389637 590226 23855 453081 179695 209135 674552 406658 628969 540529 285005 815730 843928 521181 53672 339065 400215 124800 625091 
673486 771626 215621 474651 666427 854999 547759 181326 494345 945122 864788 602051 404377 24267 556739 1011080 102104 585227 609973 1003678 183057 117659 799696 1005969 974584 382231 86881 732815 513692 496240 897920 484594 9497 5711 229744 101507 503180 952674 808786 738221 766786 94998 176967 962962 468727 981201 130159 453785 213619 899192 230779 427459 498091 1032242 893304 31586 127232 786117 880039 66571 229402 186410 942441 288384 218713 788124 534514 554962 1012013 100827 1013910 909095 559918 1004375 138118 603995 264939 270864 370487 348676 
355655 183845 228616 716203 483120 998595 37656 54640 78728 666707 902036 341996 1029238 781911 303398 834841 180029 1003144 412361 466963 778517 867028 603321 493350 56500 129930 921133 407219 835392 649403 261808 253525 579834 234281 564284 195427 847121 3086 396145 652017 787300 968146 289668 730948 975267 527276 598116 486855 42168 299033 414386 866475 940753 924755 177538 763242 976896 628366 229741 364221 497962 271956 72380 197983 814759 17623 378584 879717 177958 240751 765308 235034 998090 978887 554433 864275 921924 452485 521447 711490 
459096 67107 566714 682888 365636 486759 866353 337665 477109 863766 582005 838948 166547 743708 24554 75262 671259 495860 313286 550853 936608 375994 224230 746565 292403 427275 399991 269803 1047378 920038 786508 482552 21594 522127 736548 611504 752210 685221 184784 91648 863299 107937 717967 1033843 483670 356635 946400 391256 846801 954140 352117 633435 851746 520372 249299 754397 675259 100371 570087 22141 774840 987655 954865 59207 796606 141991 423967 791600 303795 829872 461634 519596 24582 938217 884637 912952 195565 662240 374696 278286 
