60
659299 396028 681180 288652 158542 887465 872680 946280 172069 817425 480101 501235 193469 350203 541607 145567 583478 555303 681215 418815 195093 159299 296532 994846 911958 935490 807134 322596 227423 624867 589289 401055 772159 268759 132187 968278 1029267 400148 316422 675419 741358 19384 120875 166217 1004034 65582 609503 314293 339837 324144 304671 887954 730501 50398 498720 81008 684743 100975 453133 621400 
549460 67947 239837 461103 393688 751743 569439 276794 87663 47866 163804 733139 856458 1048253 403772 1003943 649412 321796 681034 271851 1005923 396130 705679 804967 392847 689978 417198 388196 142320 304740 240231 878690 1016765 794332 753632 107752 33201 738587 778387 473314 131188 144912 835657 189669 407442 461031 590583 1036230 900600 968157 305280 286992 37648 867816 531308 535219 191772 350798 885664 218493 
391084 678055 222523 268568 987082 848300 608398 6961 43182 147305 83749 571979 781787 746220 65581 44460 273844 619237 69457 282437 720400 926467 138309 228237 186390 688731 70190 744175 1032063 895729 161375 927801 601596 71097 851194 620690 880315 537958 637912 134080 176332 1008170 416020 993932 1020634 997438 414115 39966 108727 31258 60635 108166 582313 1006836 158793 722100 784050 698721 589243 832366 
121947 351850 1016276 665029 274684 768081 668028 562778 34173 119718 548288 728792 659457 357186 19599 18943 611876 598077 888403 338402 883752 220998 675126 572284 361072 159778 777930 117371 528118 586706 806573 253401 365593 696694 585076 458502 743727 1012624 925494 176571 34245 653673 941248 373121 1033347 72727 385381 783557 161046 1016962 807390 798218 352459 741566 421960 968326 154116 127288 41296 614949 
884951 415381 14122 751047 204002 1043169 552773 506032 869726 78909 997270 954717 202964 37700 942991 795042 226676 1028202 35692 1005494 32246 867239 794637 863988 467499 199446 568634 888616 474287 207941 633873 786704 563233 820686 545955 657559 89493 862764 332189 405057 902987 127689 945760 332373 277251 881398 675280 489693 539477 981628 163709 24348 20663 842187 749298 215346 283026 490314 113381 256654 
251091 894153 270636 667284 276794 840931 1043543 107988 292020 777480 426050 1025751 404414 506871 852735 486608 609839 1021571 941238 875644 887921 739723 829738 553493 985813 964138 302027 375823 217865 8543 460900 133524 79797 729710 31811 867205 80488 633061 715325 254565 447775 670107 137166 522787 135395 1016511 43541 8531 493532 448937 45629 751300 800031 1025184 640723 806655 491820 527775 1017844 82995 
537484 917515 843293 41961 365720 488903 653843 53546 1045409 265180 171366 633327 551206 969554 1027866 306955 547212 565532 297886 441218 414622 19998 262291 889327 988976 673592 417144 714442 210418 446937 745855 724909 508077 258959 620523 335263 184426 937901 1007476 305593 215883 996490 738688 760326 752658 72375 1012425 653582 75664 18853 656535 567135 132552 363528 47140 861245 200201 967688 1006213 711002 
574419 627509 607969 331591 641738 981348 992335 248547 975052 890296 859261 537910 144418 1024535 541772 471763 356670 337372 493817 981835 428948 228713 275150 989271 230784 1014116 1003177 658376 164172 791252 228269 143846 622197 620417 85922 108741 435868 175516 1014397 765781 581950 1018404 1043792 845830 121544 70836 432404 391887 477024 500113 550246 603309 825022 833333 415858 505086 692 7472 91870 131598 
245042 932709 595950 1005597 163928 895932 58324 739075 963583 545852 364728 336130 642670 50634 472747 869023 287453 119315 390791 141459 548072 994245 797788 657307 189422 702540 490966 105540 157714 738362 13978 23831 490582 887035 533715 147699 841469 225632 332950 363264 446012 871844 190968 902043 368800 326650 872790 863934 166249 685093 441781 632232 213240 327474 709837 376636 342944 593229 617529 394775 
34715 977815 739497 458319 706949 483980 62539 149694 338297 361217 934444 152595 1040217 897449 463203 889698 467832 315318 373182 536314 402066 478143 181554 734270 136467 329089 692342 669301 929505 72237 478957 321332 938980 144517 53032 477632 578846 557471 940227 30779 1010340 129612 1014276 905638 725698 302526 202699 473046 264943 690423 275999 438337 561073 565086 411872 647661 195070 1020689 962955 651400 
