10
987071 265414 639628 974167 1042254 706306 10554 15488 99091 83561 
879401 160577 359531 503208 282575 835575 118247 352637 57471 464437 
483083 656453 32930 250501 213869 956338 541193 971082 516059 330655 
907271 1000624 372584 923594 145373 306127 436610 599789 573364 251654 
90726 719067 782402 610764 726232 93616 953529 1024473 442936 781773 
70691 430300 751350 884247 418182 1046155 703813 1035142 977549 7913 
1042852 674584 983532 280085 104473 679042 685660 559258 836626 666009 
398618 913828 289048 404627 211812 608258 89338 514979 230293 962109 
842176 549687 178435 479396 1028401 595190 48271 84100 138742 821240 
216236 722412 183100 344919 641697 280455 900340 71652 291199 745224 
