20
429 265 313 814 544 783 473 467 939 115 815 231 575 898 106 696 241 535 601 591 
267 35 158 555 216 799 218 203 322 491 718 853 627 945 685 95 900 999 531 986 
599 221 1020 140 1016 191 635 930 788 121 161 593 317 283 766 633 332 465 206 387 
534 1013 334 655 362 578 198 942 803 821 228 381 711 145 96 340 450 503 29 432 
284 616 727 286 77 280 218 4 673 178 529 91 573 570 194 1013 647 688 717 702 
967 981 148 709 499 596 6 693 752 876 538 247 55 45 809 974 911 50 817 911 
787 281 231 535 577 206 42 489 706 258 971 981 503 848 692 800 777 459 801 879 
176 737 912 325 634 138 67 383 951 334 796 484 408 641 397 870 909 410 340 537 
839 536 884 286 575 580 909 182 403 586 100 466 940 507 512 686 193 901 535 64 
726 151 652 194 645 309 563 964 724 161 282 489 794 96 678 780 184 520 201 962 
953 173 429 348 760 305 402 217 486 935 775 932 68 767 805 680 350 232 443 497 
75 502 123 308 86 928 120 663 682 161 659 935 212 661 694 687 586 625 652 562 
291 738 328 539 506 446 878 362 403 841 295 782 305 768 802 79 35 457 3 384 
763 47 463 868 565 153 257 125 595 504 245 962 357 19 794 581 553 722 306 661 
408 185 836 462 922 828 754 351 348 147 449 275 154 345 239 468 251 539 959 35 
367 558 922 1017 923 764 976 922 901 178 825 648 589 121 354 697 904 182 692 567 
304 218 844 173 712 750 242 540 916 433 270 762 655 261 113 303 772 560 394 468 
781 442 351 496 124 126 290 983 778 438 484 145 217 209 704 353 1002 223 439 1018 
327 760 787 275 195 890 442 637 680 326 48 51 264 627 635 977 446 851 560 503 
949 680 193 837 509 972 1020 3 757 686 773 346 432 638 814 53 106 519 685 835 
