15
631 287 506 552 550 849 255 768 338 465 876 969 174 186 145 
35 164 663 406 143 243 292 652 361 821 778 922 276 921 1014 
782 448 863 505 496 465 615 321 584 352 123 427 436 290 34 
374 678 898 868 332 827 464 836 888 321 123 830 562 949 767 
342 663 425 9 833 38 500 221 408 363 646 552 702 926 403 
476 906 942 322 429 605 725 648 946 55 439 716 758 54 232 
216 465 602 591 202 1019 738 698 248 287 563 671 282 523 486 
84 142 346 323 927 39 330 699 146 53 762 990 424 300 256 
774 748 254 49 27 169 39 590 890 72 374 329 783 698 461 
599 814 716 68 646 76 982 644 988 499 83 385 224 617 964 
810 779 192 672 666 35 447 860 676 439 532 536 731 60 40 
881 609 365 920 81 348 11 837 729 849 349 126 425 237 156 
215 560 460 210 699 365 642 282 761 337 798 85 678 280 307 
311 708 349 51 212 301 571 550 638 405 526 813 126 71 194 
792 708 92 36 892 886 280 867 719 378 469 616 708 636 52 
