70
990234811 490706710 18327946 537671284 339053332 619736775 649669629 292993849 89278878 885473563 356442486 124010622 160046843 287441455 99877993 837029645 550885371 408815557 890138052 881749235 758117471 290109775 431065300 255308993 134583241 678528967 645223643 266958942 327176915 509038758 795745012 783656968 236185150 641649299 811002957 499503693 773789511 70955850 392275985 424046994 290256515 282789258 1043323299 775793559 466984488 312859191 225517105 74575759 782524515 47893998 1055406648 253507651 413838307 803476729 52413710 68951941 12378926 125892535 201703859 742143247 352434517 1003117372 754420996 488676490 470190841 986126811 750680971 1037066016 505574317 766855513 
698997230 1063300493 747463539 675303727 356416503 344767934 817014751 975156640 1012009922 75361276 996283922 1046710100 379365903 65434290 566288450 311093903 653808897 111647041 793353783 903226961 241829930 280345370 284562333 364332350 215210072 207616160 508560000 342766896 795647601 977103188 453022214 476133763 752529677 468856068 1011304675 144546431 1243106 387383245 205575038 854805716 324563394 432680801 201100896 307930357 388072357 740625895 212354857 197526995 209511209 362027033 247245557 548964864 357510104 127774839 582198617 862185828 767489579 151723156 815729188 98138690 742392495 817175864 980610701 202926087 974922487 273375919 880072031 396929240 171813298 154562516 
552584979 933680367 130488152 722139704 159143905 930386907 29179464 422819417 253639643 638429686 228228100 812832787 87734351 275620115 273356550 573358196 801027788 25817295 670529424 347059209 162098734 545135087 978434168 493387758 1034682398 778295857 856544646 842167834 664109290 598938115 209558021 922943351 654841172 854470696 917874034 528679736 364398076 558535857 1027149455 435955400 38184611 426478221 900722216 896044262 775866214 766372518 137441283 490704809 824980197 552410129 735009212 932577801 925711965 1029296939 737698210 908835002 367017468 929782536 1065781220 26155530 554696454 633918193 205693507 889354046 738753538 238998285 138135639 392133800 493904315 264565057 
504119728 738119598 958774600 271714749 421791691 615268293 265302415 288472866 544376941 675650386 567537467 1069230377 496734622 983509573 438374718 685474171 756272113 4204754 855923943 668569810 196267980 14642722 834486717 337207609 480394497 930599457 1035838700 889145013 813731057 145891198 1007665762 717768026 546641242 729471444 93854324 323099831 996988410 518023648 157155710 326159736 781816928 66559980 375532316 620567224 140390505 662039610 684324765 969556739 40169835 464960329 1008778564 914009545 727845406 42913714 248450416 255060188 1070974654 266101369 160473224 887432094 186065795 409054346 885495320 472992747 1064854475 96167411 72622932 391615170 115169419 731005127 
213648836 265240072 682317991 552209457 674733768 673614583 189846897 441231099 984014133 373138033 192271722 666344712 1017255435 628292469 224428891 897330185 90995735 156815984 504153535 176312157 603940096 982722374 714261351 516193850 64047263 444030537 87104387 801401734 397965416 750088210 157518389 523707014 351456676 902581983 914773104 259062886 798485466 868902513 815892659 948587896 709281991 338937788 280941490 842521439 1010507408 292544132 718755191 648315610 449438481 718407180 462836672 837237094 562871705 1023773831 1061969244 756342789 199928290 986950392 882792474 985576864 501325979 614180763 998070973 719791517 269578518 467708981 749993208 982674596 467206370 317690561 
600744101 216200061 165334746 666173048 490619833 328164957 184102713 339122961 1054409914 803486204 371166244 684396542 805868591 873762558 242894977 1008767687 918915695 255886579 924120866 300962985 817083430 122377584 927385689 960730006 555993821 340250356 289554139 462655841 178458373 682910938 1009639959 710095271 74692231 224012739 709448578 521389625 423725345 350583341 488608159 1068959812 637359816 611108760 137309211 34157692 423248814 433762371 838035822 581494926 965368744 959359999 391063924 172274971 281074842 511802830 418338433 881538154 163629164 1069008346 1052142777 460872440 486897961 693741151 660754542 115263289 229130505 537819371 519667038 903427512 7153923 211235292 
287207851 497398617 23985559 108410409 202528986 309428005 439865105 542421865 831403910 14299970 854724558 333146998 862131064 514109940 353344041 877085326 257377669 389141912 198726610 615640152 1067146544 976022775 1043582790 530584372 465489813 322733826 259268270 111293287 854904202 632909999 588077022 391789842 135673397 642697091 917484844 798491935 1059158114 711755929 188758052 225526896 825155608 556439945 285353317 617928968 377128037 211870488 312895080 303653409 808405205 411383482 220354864 181500075 1018952924 421842631 99080291 655025426 381204725 649129238 262686707 654163879 948371725 870452691 290110296 404633700 821006184 334080462 380881148 48940174 174230290 269972730 
710858588 9150488 990197097 522133757 902094581 584890049 496910879 542122360 74460239 977372462 364369283 593262807 1047276105 1039674282 747891512 1016273255 783425021 8203763 924841387 521254211 322059118 678493643 201695775 951741271 949847675 197910297 855764478 777655212 386357151 923532183 957553639 674497429 921605237 867320129 685511688 221674197 676653589 109715330 292646466 38958639 705148980 979884720 1043908557 256283118 756125406 453796846 150041584 738247586 154752702 470874836 588256538 502739858 415099805 147831097 791447445 317124763 659732143 1054292982 64385961 92401222 1056369347 910630387 148585673 103125346 1002371786 97698396 155083930 204081909 80558363 703885775 
997082416 384066972 854872783 581580900 103925419 491578510 1004982783 858883285 304505422 1043387420 42966539 116822886 309308352 307773566 1021597379 1021115818 313439101 453614730 90156649 857186742 931921934 543512971 1025270636 1029584590 30460301 827236361 350171419 730810034 591761953 668525841 905770824 770955579 647981261 878544437 9368868 440516978 638853457 82741599 946835465 46995438 800607518 351035725 567914657 578013404 200577143 553570645 553230233 217408893 737619885 68187682 483142254 753544413 552487973 992795737 1005292554 826137137 172609593 225071246 714665796 738804482 900452632 4021465 832466881 145200616 585794228 570020981 319767765 831627969 998867778 374759414 
659601681 890104884 1000225274 228846328 477938268 871999841 155055256 944475761 794669839 534223814 280967794 679666000 964770642 275575294 30296030 1031186538 889138105 1014186105 1034504831 312086018 902876622 1037071533 193376815 56888 2418357 444964979 57478063 364127748 908650096 250755219 687186233 112684413 1037863471 576042347 1022206574 973628650 803453845 307161121 242944846 1016031956 410034026 362863630 590044370 359475532 894852689 865241276 473280449 176518220 365792602 575124649 9748348 212666441 409084155 98953268 198849746 503209921 187061476 1007095881 599852209 76547748 908963721 350261282 596614743 157989330 587779418 1040159240 878310335 203453773 703575184 162685993 
