65
4779967212243589965 7073651150353061911 13967639027330080435 7497206381880640583 277227497075763907 8971439100302322814 5407881177517624352 4013462231964213624 16367390260701212257 17870720516705096592 5583096893235589282 3822852015223650230 9530149479388865814 2744026743441766020 18426604941334078566 10218247431328950894 7236659931446615898 9168050520764867867 9069644557231151987 8024757043305661876 790355525313053261 14327761025761027153 1608346504319182612 12755416167557919414 981738485460528848 7721566399568763934 3528906699867943430 7291693087498347998 18218644883134557130 8422157627357333433 5901766735888772663 6679621636064498235 8071153248167119703 1806381050432697239 2640445363410000178 4339652726633618544 12604628873022001647 3855588819469585314 14839550562669436799 16626888255675662521 1917572942821481488 14180472361038864175 3440380899492844952 12401591931255818558 2214582280894864095 3642928658947432791 3411153075317315061 9671287526221885019 9484677033016850891 2756300787935304209 1582771337856634275 7755041422302656945 17677747720828943171 7791783432368466842 17822459717401195637 14922726593563332400 17358535018161444588 5479165237441839781 5597365828379680054 620922616209302995 2807018038333257224 10902513928527139583 3489806596782611568 4432394224498695711 4624600485922339274 
8868063538061692456 4478203092980129682 1170981996256469992 7359836436199162328 1364767784384198624 1844964576830265088 3187607141027336503 13807145601969611282 103848079715702485 12571024448820925551 13928520000432874341 1437000832648176433 12955824191161975124 3900229366655942893 17778146081595939956 10634699593031813846 17298380468169361639 5931065372706051207 11961588340382945337 4760232272498200843 3433702528466409604 7395162770891142337 13087086833300099871 2424475307975553178 16723177150275866916 6933709525638568331 17420917688984083333 7331727412164649157 7967695716731445885 10396905847736754833 69591112519080482 15280099268726576376 8611049186127957461 16737571635875138149 12132659466658500740 16127357697360034504 4208574700448671764 14134491146205457838 3082781636621040182 5414164259000023587 7760864199940412651 18234349758192063896 11757317802364230214 15020946328428031154 15821673964952073185 16534190501666862632 15307481731441806317 6557521200297998239 2529053113292856469 133044901657290063 9525197586390756907 482376478210540649 10579642103617041987 2087161017413776388 16066361620485054708 11711035745602175283 16629201899534892911 2557097222850282235 4874855168888743475 6190389368939646763 12761757465091833608 11965096789682430182 2790721130868258460 2146093021603329329 13132328265983778112 
12092320240746331309 14046302103915671931 2063474038698230665 16951641170714826743 1498894801712054336 15847376667725413672 15645488174609441915 8147104385444906016 8357669953145083341 7260305277844440886 1401711448302982774 10197610971592020608 4177559808972186659 11386235912252712977 812337986156980939 2822220772818842218 9406682650717114674 3253695621981360092 2967090095441818243 14974148787160893895 8980720042202921101 9029729616864904378 12295169234283393631 3441158548694571369 15974023597270594538 9910046235210652121 11541109214190208961 15436790175999108805 16093670437772995378 3090803593257695687 15892323700340378593 6423364209498239724 3382806979775181757 6527977055839746927 15602115921584013817 17866746103567840306 5698580195826333282 5166610066766773174 14350404244720435291 14042643873092334194 11078290031813790216 6031501846051471755 12991941161729043699 9758768950665802952 5482608253887064687 2596832155738406393 18137902630306888469 17674039554138827575 12799613981248779146 1293543494897555564 10298838676135459373 9518874880322384829 9743216148689347591 10068551366703008146 15749968534562974298 17617619596940728384 308792609744246586 6851384114402980823 1779041089652144457 5493700968470821653 9675729186186341560 15710017620950919733 5853126844455273452 13515787036853715009 10197884307865916553 
9305325885126995228 13637771193909161528 13891929270527742349 8854958531674994499 12757755840938704505 11720013112837940792 7382561482759438200 11131428927603319660 7592226923694599242 2277054736547758659 7725246723630503524 12134608508026231556 5812731964416213165 5528428565311906054 8376910871874794013 12819649208549208357 6779816488573385102 13855073573813450013 18290126806246008389 14104937484802250207 7419705541070358280 2351208319271382736 5118183867919678529 12979791256584899461 17879477494895072054 6871494114737074464 10422016339199188170 4298201447184498275 9591837280072240882 16369816289814324808 8522064179425098194 4782926275050278250 11035656417725815278 5219943371087290436 15091041366728816838 6705094448897217993 17500129048002356167 12910307004913875699 11074362930792216939 10772877390329180373 14878764816512001270 4558962279682519517 17800532245554987109 9712112399535253133 6960841878402793547 15581428699023251419 3163857582411235878 17616747040847941874 11716730233269134226 17585304712324327442 14106563087448864617 7429722150795355760 9987273840122399274 13841283087154329085 14283459456946066144 11744787204356409394 14168565029949097290 8579079107350816944 16174614369176933496 1584422825385976700 16841088796193145568 10247722490688013209 15469222070024976585 1725877333382832863 9107990074238192748 
14590746241042284377 18170098211824615505 15328981748026417456 16718614703221324634 7719296945032657224 15750141826819769286 1299910568793758383 4157182004383721298 15413982364461241703 4829001697448785961 5825535250797664722 2281603625485168661 14955784322307020856 14712955350549580615 14992006715012907016 2919344493902265178 1916464511972113497 2489589024734186818 2600999967435299564 6521658956219071336 2104001511590475377 14564005777397744346 3001998447997892931 7398767031526612454 11105588200312585569 893668976476625769 10260557674328331529 18245342846220695094 939071232459947458 17336049483947738726 17544512000299522954 7664493845066904225 16725249515519482256 6906866914506948894 930645074768177316 16902949167261729916 14253847064551531971 9055692871188905685 14546995901269638268 8741161446299827958 13252866372300420607 15903382655431582997 5258503900913326846 4791445740428394402 56029103564738954 17986974853717684820 7474035416107820528 17354584215156508433 17093548041995577307 17271239053560196613 7790951296489636974 11215984776390707481 17655326360451211351 4360348953676442749 16422666534138136725 12035273205098616214 11614743450468203967 6155675556584347540 8257585048141482348 15746769211543048115 3094190587705509687 9962416411213279932 13988377955711589275 6664813766759194233 10227616685085921539 
12432347190538308143 14557715476210283583 4606906825188186301 2238145691939803551 12495246495855319997 6470227956860345526 2342156673157121347 5029822314453960308 2703079667412344044 12154227179250442379 6229051668579694732 8212540560389290118 4948268259605426069 11652252134916553401 6599546500919196225 1474097616813202377 14762756746345712168 5807743179817735117 8022226673053055509 12396923327684539420 6997625839509495177 15804183203221240425 13150405243319510890 15177517032742633246 12931190982133596125 12512308038130336352 10308650439824951905 13886909094949191806 14327618684001214669 12707156086208517543 3799231578771385512 4459546512300002955 10163331357820162166 2135114855318743263 10758223983813160646 929556028817610308 8785361327159555579 1229298023834432033 3687419144145352222 4647917547907015608 3252612814514790733 7978747613328180853 7418739318719750145 7219043525243530045 841595124094437656 3818753837506905293 3476172301725472759 17115215804646605326 989228185420431022 11868557899635284715 12559398359809509187 8242553303620548441 8218435156934218665 6586816028793787929 8341774585865206246 4929810723610443720 5187478197865892688 13055281894495110062 15659330961050683416 10326719272742062489 6049551676947099339 8005823042392911696 8273184981569974875 14301840287195240127 12551643986964675170 
2772960585602536936 17235700376769828123 11752396458968127112 1316298083694454673 3177236806068538055 65780822847977406 1556160476560479617 8370053376543864995 8454259596078222036 2810898636618125842 12988583426615849420 8176479292253563100 9657216111910094105 3635727064325571262 7149973811618573739 9939746809865189414 12563782596867146173 16292247322963380832 10444047796180214248 1928712014621902225 12529629617089270376 16679355542645550215 680555128834243692 15268269243063401764 17609015116623374743 1136789341228747441 9895001375181486837 1543176458189845715 10290275637952656642 5313307759410107337 12469935818299862441 8310713857753567569 6047469093146248412 17218785135700819164 1921653328984995002 4940731785668411262 7869346741569200492 15978292004797971984 17694465166659814535 5707021232915624537 18310149361997027817 3035772778352748695 4310750951745496278 16297712210067243179 9493291103482788941 1720333854200250826 13240152538814169648 7134226747097857745 2605678373168307449 6387711552338617754 15075848645882426282 16998379564521506305 3564441345127996810 8370216464622293656 14861344245390553769 18194407716256963943 10012879797272132328 656824716931208028 4268780728716925930 15478631091218116439 11881767975815258585 4529499210935592669 12767355705464758292 3502870007324504945 8974473513708286295 
16644715789605959722 17329028280937072060 11521401642024345339 2699998594123657619 16901043551339325738 17179242226577475275 8535628890052001592 1490047917901468986 14933516251828764980 4959700653240233087 5899917721121236936 6955383763757201122 418835155317263507 16114885800023088670 11580121879994723275 3118306268497101257 9046208922564918388 8909358755328214013 11160380135725175939 16823174647312475633 17535625227840239717 7698024501511890703 3665005564854819691 186188252278158893 2129907880611174493 369924758967592837 14657116552553240632 15614789719057832668 16804858138184857574 12503669741642152823 18207437753142923978 11519812235044229655 8845892075845123135 4465570994274678381 4543113257108069883 900780800708268502 13290190599282986659 971195253853533577 4433814734939391682 14086621014910480742 10045009622096349872 9125827145118453606 10617748852680016412 5360456461074094886 2515039553141337284 3396163717947298253 5520577096491989963 8876042720037004217 3004907846312671140 3777561265572576079 17431832813859294221 10396387712093615234 15232219144634489052 15523573922714484509 3857066496616505242 10462200505695343834 12366798596676497642 6981346423831027142 18099757322211327942 17553290059012052687 7367227256163316162 299950808386886765 3597113294376023217 4004980728911837293 14428446084553630603 
16981667493572554099 8111971992082124689 727017600608882434 8079962975504845188 12913522040469545595 2025539147438438403 14283430113943570642 902792611555949674 1996141997219780896 825145159670158760 14817588873111455099 3105289521393337600 18416326531962885384 6096748609031455252 13640721531533640755 4499370065958294664 7915558422730957535 5465939216516860015 17410721088453536047 1362381952740935290 9738187175650324511 14060684617970227342 2458307894834753908 6025626943009452343 5767536978968369335 8138325878990325857 8807349834973637461 14298762717891157247 9206228614456853823 16226087989434124335 4730175387148006220 6532170761088715987 6555018602443671296 15788033354484268627 17184324219656178685 18354771401642638973 6484836747556054995 3423601685362220562 22720058636436628 8374864391640727968 10303351815056204979 223323608647981127 9929077776969670598 9326274661813103861 15225595070838369646 1892999355067012746 6153924954995515538 13337403370612308448 16876194617820491337 10989722104015036901 7476033892736869535 12907394995068827695 11652492818361943774 16070510702718815643 688571968681314042 3346444630014122266 9601964058255307240 490848920197774339 17680952562628480539 13699220836162278845 10905798657278820993 675502539713575393 4291894380250060817 6224011128725306782 811834447588290328 
8471884927766712296 5773061888262893395 3088576992081992840 11156136012235921065 17665516677947778924 17127258235051683639 2829508008302929756 9830050899537621173 7750822036638965890 16165734360134411700 2958656497719006202 15282979116766981938 4365794103738730186 13513722721137473106 12006340702817622491 186646859088833533 14610478364106293230 9880145019225112773 16662764080484426445 10105216986071453459 12211405079460297083 8359201335509106395 5648073788709046100 16315567254338262464 9401776209996346792 2747452163799479032 7693465086967422777 3853262123120694619 9178894056555790316 3277136456826262010 7034949389493518119 17145474647403116796 12720803562281919864 4741289164761502358 15358067447633957786 13865723263631588731 1570296316712853064 3272973149534456606 8755597967490735614 3784180661128012117 14482613758878315944 2250686550275075290 2454202611659704849 2783961248252359091 1475549786078139706 17370613275970619992 6140022674252379929 378878394471466584 2621146121004243379 6424535172357035478 12784315424713188473 18145481742996686303 16080995184646355510 6127896442506813372 1946655366083298233 9321243802376908247 10823304829367909697 17344338388125091284 14417876701893332723 534365085237957678 13017715563109495431 10019593447814926287 2966063577258109663 12871454836361834339 15363606595059700549 
