10
402705122276642 395727425169145 1108013295293540 524836590243608 1020743177874007 339068073051830 632976917571840 949270371160976 72398051890194 133942195553595 
221689990722045 719523560565055 1009963579676454 463956370508358 4050932207003 842957023270009 1049132815569597 584637721283519 82783342788457 415008916457496 
552404206149128 999560741469836 580758770631136 789843143671773 320833620426982 731418931316837 274462745293566 880038635138426 839447906523294 106099634502675 
1098780475534400 500019858578647 1101561997435074 464546630960200 454562040335442 816283315772722 632805209186742 661369946480596 1123861716173487 879429864974639 
264884355137973 872517140951773 41724940987082 483107125610712 103787036377115 838818601364405 1073418263608820 1053705613767117 754092000321741 786131126034039 
130869928490112 383335044281453 217621288186703 678347292246131 713673726808778 784767122511685 345940826995352 945657413970908 453016401324473 1087165991066893 
716906230495470 87532190461435 347901641967220 177373675260536 505918532819241 525471411415078 1072459549196254 431705178221331 105326634686739 113406315532502 
499228181099598 69158756571279 951111452489215 444264665692089 360250249988544 596438487497212 799816098932081 26510973265486 204362364515570 291426851186225 
452362150083423 716043409575882 687369919938326 925942899720974 297832660517588 566770913346668 696496591572889 503146362740892 1044134463433980 269501561271048 
449869373699207 485333111824010 740714714276186 189946468835728 396352318306167 164508762427498 597345160616126 352224226030654 400191694492385 794484741167413 
