15
412 118 830 109 16 373 804 601 560 331 231 236 240 680 108 
819 33 534 73 898 130 601 15 599 425 27 941 546 143 838 
390 861 905 546 490 958 909 682 856 236 175 326 338 907 415 
457 608 267 74 950 989 94 739 444 601 43 443 537 991 295 
401 387 10 777 117 762 852 200 858 13 860 887 990 112 39 
974 65 516 504 206 1009 712 769 413 447 18 727 457 716 671 
401 176 598 767 7 993 761 85 809 340 300 448 886 774 18 
835 926 4 899 134 250 384 599 859 445 445 220 423 992 351 
858 523 407 345 254 982 875 461 642 544 481 985 235 131 39 
533 780 25 196 592 745 969 566 737 798 281 637 460 622 986 
332 111 727 989 976 195 12 61 959 491 902 824 275 885 219 
841 756 779 421 408 1002 816 255 444 946 384 208 379 673 415 
441 55 285 725 700 287 858 568 354 550 186 364 935 317 715 
892 909 242 811 619 951 137 893 606 112 10 46 870 699 908 
672 11 928 127 630 326 903 818 46 105 379 829 577 647 557 
