45
957 188 23 875 932 159 477 470 107 708 319 591 266 253 681 810 498 144 226 997 951 274 777 770 617 690 1001 17 691 757 612 737 918 763 768 544 1004 265 700 662 709 756 396 760 769 
910 361 366 882 299 248 802 121 418 1013 872 735 399 733 787 411 707 949 573 321 715 278 924 509 1004 145 669 535 48 232 158 384 473 827 256 586 147 317 1006 692 563 382 543 825 816 
834 765 335 43 216 258 698 695 926 736 697 192 260 278 185 697 993 312 485 222 166 228 877 559 560 85 762 274 249 974 615 855 914 223 980 431 521 976 991 444 939 360 863 35 381 
978 902 539 846 838 841 126 192 188 0 484 14 227 668 339 462 515 649 74 328 478 574 946 507 970 938 406 396 141 542 823 866 986 271 688 211 802 190 605 405 274 91 267 290 416 
329 339 87 724 85 1010 9 323 880 754 204 783 154 1017 576 253 81 485 310 469 862 660 903 158 564 203 338 329 26 955 240 150 10 277 599 546 722 165 415 601 546 186 95 290 124 
649 1010 513 740 447 905 41 218 562 563 39 950 328 568 1020 363 933 940 789 586 516 649 352 14 857 7 16 384 231 88 84 634 330 164 626 59 705 722 174 644 1010 222 341 540 472 
390 761 179 981 211 832 728 756 813 643 721 908 145 504 813 410 213 994 18 946 206 32 729 386 440 914 315 765 342 205 213 694 845 667 733 995 90 271 409 767 827 993 766 890 914 
912 990 932 541 350 897 654 999 801 755 249 608 384 816 39 144 928 70 230 975 613 216 873 486 813 16 344 731 514 718 746 648 742 252 377 366 645 246 609 244 844 379 928 511 327 
741 930 843 953 973 27 51 1006 944 288 130 182 592 572 375 378 851 320 725 238 504 816 801 992 543 239 178 22 407 939 790 378 612 708 316 935 174 254 363 381 443 37 192 735 616 
501 887 449 955 119 893 927 314 108 657 422 750 981 563 158 527 551 221 516 219 661 818 619 174 756 551 887 18 171 629 89 28 156 550 752 551 559 3 881 731 273 301 665 378 952 
295 797 117 878 740 235 274 942 203 873 897 339 382 693 430 977 119 160 647 29 1014 667 778 592 168 648 841 542 86 603 386 340 974 793 752 850 822 818 751 671 265 82 500 348 404 
256 87 178 513 795 595 987 124 581 862 492 724 228 567 677 633 641 918 980 434 655 162 171 643 268 858 34 539 460 860 328 963 876 653 514 978 159 669 898 458 475 358 997 880 738 
288 539 439 994 635 510 44 583 457 486 132 727 557 604 685 852 270 864 82 746 39 784 493 958 856 400 262 351 784 687 428 242 979 123 763 82 737 520 630 253 5 643 133 175 334 
856 433 921 495 261 586 409 572 183 252 351 640 851 338 146 220 334 435 190 1018 363 907 902 749 561 783 975 827 950 991 491 531 558 61 640 673 315 766 530 894 12 204 480 751 971 
281 215 603 213 939 741 662 475 7 969 225 223 410 41 963 454 476 711 854 913 256 54 742 120 340 163 609 10 526 23 194 630 391 667 289 807 646 410 131 573 399 894 636 672 907 
