80
584780870404 917215495886 331346430646 352388453280 1035928068962 4904117191 500566254764 1046931471303 702921015925 294974203035 775036894083 208656566535 295708283802 1054801108867 927067820480 577649696698 277750676164 862341858874 153844539978 684749271970 232163237164 114634092602 1084764595269 706076835169 731978765591 802446938936 39594514637 951440290599 1008943319952 844519527359 473753354069 691590954636 817563765266 935409398905 148065929197 221067306249 631632231690 720611412406 801349833250 1043174939550 332229337515 1049209870348 973721025639 17145256554 262610025917 341673593135 935435445447 526744039994 377343766817 72611695434 733371000188 126083404804 1007695453144 76679244423 289601573015 69145514903 980996993488 948517633431 74715522335 898214772689 13169246919 644969205608 52195911631 87044511803 102415492051 704629040725 289214829786 904741656036 883898527068 194217966984 308968786218 327385960144 83471728751 580651274715 938890442563 610881139759 676830313008 539306074691 395175798636 657115997474 
29872944062 604442089516 82873623062 1009550933604 846360098459 969040503373 198910273971 1085690233254 765217792026 795375081701 732029300527 62925290516 161606903879 107438175258 274900634312 199124347864 402272023650 54999201006 892231910181 302538472934 387490778759 580727436048 953135096472 463226866486 257478357538 127191132381 433491571463 74254853013 67832993974 1002708144676 1094088893584 915655099491 754230852309 455424496319 283429449163 302736052776 766200834785 730300166264 86533531369 799869832795 60544162959 811246938405 1031843118618 937331663059 853827022885 536007779192 1095202418792 707434110364 89270060070 772896669977 795751402606 607171677568 437179250833 550667499519 65649717833 49286340939 605296240806 219088258239 506215528390 950062237475 1095010626993 738798630235 709113268529 234645248340 490755733653 445237417502 568843227808 144129850205 633806111648 61003941244 229462920831 246235945263 420019394234 647274239297 576050785574 906389867113 1029115961394 418011538389 340112126188 699440902453 
822026119619 822840997894 905523469252 586235939870 344324892901 342889155859 381761544062 461529549092 535790860122 311175166462 500573522832 305878443621 119247354832 616101863224 287692918579 186262266768 687943352006 327564258455 255094380978 735669238779 955322581674 254016705063 959128243971 273613326964 940772851587 649980786215 724500964862 22693489756 567337845820 828064666080 661520617878 626698474525 441888726322 647330512986 778792514618 379928004733 935704581382 917648569052 787772207203 403219153676 466666043157 201194534273 956467159959 277149380620 1079037030000 501515063959 537050030184 771473238964 8560226614 537289200330 1088611649253 849023836214 232623237635 183804122765 701381679056 229797843738 58669067767 1016496008568 317981708953 321891190720 977595143849 470476982798 237470906388 816372584012 756581359864 727828588222 775207318092 716245257454 1014645732341 741155203409 751203479171 516337430423 604949414987 628360864726 626132014913 1038919107808 879335409821 251514309265 1064484892952 219794047233 
101376511770 391414518189 1022406476867 107981968489 908585406016 103741843040 822313325695 893640394348 576060210705 559906884074 825054736646 938479870184 932382924561 1052596148581 736995341915 927603973988 950840129635 325264325049 398637468265 940323802713 770918604969 881020827253 350845405975 311150612461 328643488587 479015526582 465896372672 263459778679 659843228488 596533667692 309276344435 175063447979 1072019327010 28606483499 542916158142 266270771055 971136944951 644866618170 307788384708 1095638861310 737650831038 1042359683081 328189498818 993604540827 974081399482 913499527863 434861221964 866869944762 396787469952 649157834068 580307254511 832125433879 832067411280 95193870684 289099852596 89717137016 3808075940 193498167308 1088304712188 1925659405 712717914561 979421334722 643381540544 401768734091 113875998738 863522484648 162632288297 172255777366 679351690460 566298293017 323650312596 199495597359 507293390802 802827604562 302158874970 786317863343 331441592272 607020339135 190891576546 1074229207063 
307917232552 630143178134 268642722699 261895504987 524513266780 211261043514 856781774892 777870851776 889992710621 530462350068 675045173483 334088770535 647093844241 575476351334 431431106910 549251801166 422266867557 590903933479 654286927504 496412209909 1075535116514 845115360012 430565648882 977765571193 294894449071 231128919075 625464351589 934828578797 572978255342 990007996618 903590419394 172999414647 708195094212 578064639018 144075967758 598930270019 1057843887839 874076082274 143898945584 687120480346 918934510591 285199018769 1009215034991 17187301411 874014632324 728070737502 22294576049 778285775146 445273440335 421166380716 1003255176833 84192544035 732411162043 508022992245 956092918074 1093404644588 462090048397 449907994972 772318394974 634172294235 667841299153 715258418627 504595852975 967232286347 593200351809 840252184245 174240808264 712817827521 416022779277 498816149961 402125941764 874416982957 645127354891 968559180553 1088284221253 930298743187 927908838331 525559229038 270901290787 464436168212 
697574184674 575618590600 571628434109 106536629977 1059133806265 619095185446 658561992349 1066038675735 753895712846 478524474333 927986881477 97953424131 820992652022 600432544648 1087341126942 805649982083 331665685357 298907724718 7761021888 889922024724 227061012172 947586222883 1025800136759 220185261031 876659843118 611799719125 468182059759 131736316857 142862116931 43451896856 9728758557 567942258698 450927577016 77633709134 946687458407 226477752537 635890455919 926684896609 569413452553 814559717248 313210665965 838296007259 325552332866 601295772149 57269883794 563793889073 575055693161 671610808018 517774759484 328438224917 75750900186 74452536507 779645301697 1064745797150 702013585996 582050046081 738819345827 909254879910 1069873602231 900106171406 817873423749 667635886730 689249896533 1086214281058 798501034428 332064340848 689182823941 868833017335 383743359323 794577386738 1038172421884 814237199191 40652566409 26668686728 286032139903 133465278123 149383412366 883969172168 749953937305 497969394848 
657383232674 467434795317 732908465685 235569955005 604934924372 485497972986 556282003587 295733438761 218635368800 345886488705 636332859297 255790462262 1082281753528 708550512579 191314025209 948828644250 549973354620 890997511907 1014033974822 454918467896 984409962570 12490872388 848173683137 1063671776125 631158998545 993738169210 551338711555 504304095028 1069346911506 528766911463 550058076839 957318057539 317213649477 690223112429 1065290943690 482790486306 830175145388 495356333169 560784121964 501828180336 551891571947 110297199324 417722033049 387790445056 908686401997 322656523914 235496864236 443771409386 664948837796 162055877234 350438173983 1043013480711 1023940770690 817045847105 987745481343 470966019003 969436699925 58363680720 1032682684222 15269510854 827478898785 589292134561 117226253114 314075361179 654494631171 497496320141 371589079868 788959109196 246793511825 371903100152 606170681079 372255287 208633009046 221796698074 504681824874 733112526378 936756769216 751495190962 33084758525 358153400962 
1031244435350 7640172685 172789812611 815643071803 1074540090075 748577873722 164773866132 1029823109321 787456304717 533354249291 223454472987 427649915077 517602411924 421378734563 730816452974 581919214432 565568135400 655105752887 975275901687 768730252374 124874304457 59953498475 919871707933 505203017387 828900393497 708750004539 870713492589 246007974019 109116025877 678012041500 872986879462 592298111269 178822503603 390720208632 242501411060 853432922621 624005864696 176682591062 68299078969 461644380167 942688772319 1071482351369 764297990664 746391507997 669936865418 528541801590 670007465771 1013302260768 539588812739 613109251488 81362141199 522887398315 475852338941 821165330254 412298743251 422925684052 406576701461 304766453503 141063062965 474862269486 126582131080 428566648094 430495024383 292833945540 569409721303 300697073030 1060704761065 375381426447 562207776133 784031278616 1050368650397 782230164413 640561087388 271745124248 1011241885833 108380248572 607476962001 810684228104 1052962382597 211616733166 
772207237776 485395257994 1034103131749 553053895112 274959138929 917364583982 63341975622 357473095120 874412622728 728874843212 382136041934 528680269839 790228925995 730651983512 137902887925 33264305310 525202675213 236790673091 376286631583 387386295796 653656662622 760927952300 61455219882 157592781149 961118341624 817356293216 460079054180 276096414070 85713920536 114992354608 236748185981 955964959241 178954994456 182725515799 883685867089 92612461199 1004166750886 43688095390 164988703736 92057047703 786034272315 602799828355 744490789152 742257830471 1024626464380 949637114498 41784831649 971773217127 1092301370004 680403589816 244633976587 645333816731 240931402479 754543647603 487817558528 526191609851 919206695000 25800420082 463659200303 84047616713 232838803853 957722241093 756402973847 223181980817 42602052994 479073651021 644383158538 712874019660 162099108600 1058107515873 1023097297577 749493594531 740637704235 17203726593 831883540538 288046678727 857142728172 725227588091 490919965514 109663756105 
810410072506 284714444890 751454476968 320208262992 553348495218 494995549952 1015994277795 728335567459 552758730943 194922001533 835123061224 147064873262 845690295017 1002432800688 492798058002 1080585397539 365006914835 507990982112 471586801001 214391326190 480057722591 827692106902 484385886119 110517539461 77573004155 116096247334 428833920438 297519783907 645555837178 856042719974 810666174793 1017722304488 612354674895 1046353072802 1069512228410 431462982958 1077992603078 592567524952 570753724992 300604897251 301737532575 399834372507 687233895349 659467080203 937889046204 329828004729 171820801527 44188149940 1021431421532 32250461702 858160161682 964578833487 27092696353 720521120037 470600878808 153760292668 1059523264198 964592981536 751068354625 847066445953 779474194564 802460040639 534141966414 669241082923 258140945180 595214936474 267159831287 375204065772 847294859739 45570617115 339315073524 387045464955 465284423809 699252474043 420934822225 630756129238 156454506698 792738642888 660471438926 220079123362 
