45
15856585716134215206 9482892267084209199 11525899552355857778 11384625796257878847 16972797543421350663 13192669846042435061 15565118290976814215 10459719316275744681 9193558744335043508 18365550370212242381 4930329992445733113 2618177840675104227 10713538013314543873 16034942439811247049 9355877108871004955 12176100825687420678 13186257953277019869 16481232162049342519 14949840453925504248 4278460199230800888 3330457086897587696 6168240138468413557 165924482552153592 9215573510773241318 6221538857846062185 4959224565950799572 9146639218160916676 1481443427069917585 11939854648811316745 15546864430712773837 16410202044676255903 16095828700853432087 15522606706687449153 2772171418836644171 6994680145109303740 10596970635384845957 13689492332543304143 5544174146469472079 5671182101556641809 16669505966703001808 3158833755059258611 13919022782469442018 18196374842142132105 7023423158710059680 15726701355673163568 
3843787314798738069 12775836766253103919 5263785039559370875 767761246481462658 1288803491446965165 1839605508431109002 2915937835297652908 7160297395660363975 16914196668913315297 6087160048064251539 667262716692832776 12253622111863315505 1773835665476279854 5080344852254066567 6878232995017170508 17928778164710569713 11396840760203180259 8951486211079374057 5908452846483471414 7368848571798545748 5252655596539236464 18419253986027301522 13444363281019580660 7589055897442704969 8556127516190221105 12877601671118933865 4768835713852984136 7404607553144414878 10901688718247767979 7398561840354743029 12101574595650139396 12013128549906076569 16350127919388518712 11962508290661285355 10910332051105556396 1143136399592177416 8756083046231096102 6076426709701582442 15234880183018689715 890873380414722042 9680958002635979784 5033926800731664894 1027649196496377809 5629944442723301542 6685783749462465070 
4772788618902857687 6072818207522015787 8312854404555068339 12274104150832544723 10348695286144591494 13331793670333930724 18079228752579574386 3637367003742227434 5590928553572299077 12219377952815557698 5995824093774509607 8680258790893125703 6100372423249834291 6232515583350410861 2858097536141969685 16092891100379074813 1168867042915546294 2238480421388354128 5452264548093509939 16737193390959311375 12581920778175653499 11402700811134131577 15816101081116452494 3849334995928923268 3747342173683523683 4330392852560409291 17001655510553416216 4785216386394267253 15564021203215843880 15740206840355141230 11014146268477752621 16507655757246889140 1804198635436370903 9083468136076733608 11095517914380392319 17787443412545394564 2908986496862841540 13397646338819465770 2785253752279922115 17405078344335042879 2204873542871445246 8176581554243566076 14155723065918816217 17331480121036738164 10444746257458967380 
10511344906533933056 363891866082387939 8962213299673182209 14854741665980651634 11557767152971222515 958252209929662668 17290063710518074300 17833532805139287255 6867901595212189960 11516204678412390109 302268134483318277 4520383799546951774 17596999104091102245 17911886353364473675 12115227548076696966 4315897532727961231 15591274027336947075 5650287921872972926 15406769688331801411 7642881153792952976 17106395831879808306 16672297200440241877 2278657047328038077 5947027021599654080 9523470980498942730 8254470483157964038 17173320414916389425 11342905445781547062 1806320092667341755 8984687405628739499 602325087838362327 14805924342935525952 2419818243951916922 11900007444216420808 15938971910876594883 13456210426133756307 9761343845017092244 9224323293665015153 10666004329482526884 10866031217270808813 4885611794086441352 3261281721944504582 10446480739688179596 5175869021021162278 4185513680031966511 
5405131970445080070 15323200561258501487 17921899382372817080 3190279441624038378 3748051950933989372 18390281118942424368 12452983462996288436 2546203157200350116 13460217383353261955 8581595982303015891 10598082072779323483 1723193114840897200 4529428158624062051 18329000442790867178 9664134011682052736 14715499251572306817 5309918310460628715 6233854984780309325 9930611710867217261 7871318413694220426 5298533922694737693 9846125887534249848 16122381445425021398 2009573120773572791 6166067305135121993 8228134976052559822 5978015874283195615 6023513613664076114 14811828808670587166 16603309263521915053 2477397703898266286 13735674754900607025 3602235833259864496 1518770208549125089 18049118825514031767 8465311111864903096 5105343156144011181 17933187798516140107 17077853488065391914 372419294858190194 17259548411906714280 9422271786650297330 8485150136688847116 7993931066847041386 936511290843024110 
3702353630874638871 6792222938781585258 8440100024992006072 10614747916689058510 14896200455068806026 10362195974485328702 11987408746750234331 1705725022339199302 10415979006185876412 15572664260042112259 2444390054243436458 1005090747790476341 16718871651159712183 4858502036678449928 5003897576440892960 1029415590099059256 7005562360657451043 6476997064162100525 7447891472799536088 11170047879241196753 10435716272529500155 3525325186684362446 17911970995249086837 16031029631924587867 3242734534355096454 1800321343991618831 16356889909074736620 9389204072059241701 6477185793538159842 10676311397915481158 15930459739905543158 4874026859797881902 16982579999091641978 15530507495193358750 12133650272582177508 9084724356208994745 14908789832077228735 10143785851932580776 2743102264800967513 17659308105730805048 11015959723681293050 2217874850126660522 3793453896589499611 6557403467605196659 12769541270303216167 
4729835167659459868 7338441591734528366 5997077094372214745 5761888074478745869 4261434701416077231 16653042393716899827 14655813060595756604 9906007138362852294 13152995832767876992 16568395361552126214 5294763764946323855 5011357116449949596 12674173560908564651 17271762121854880234 4712278287372668198 12794841724083073824 17788170701198703376 8274971413033479698 17322348346039116727 7322058509848690472 13905398824212303366 12612016630416936598 16888378187493941099 15363685207008811835 3202064002972458440 661551341650901157 13419141543476876221 1832515010886007872 5173587645799999284 2794872527439464292 9769539124042076840 7836422768937844541 7327026560067895304 17907733001769618427 13915079222440771307 9774845067912394457 15603703680675561425 171966109412388946 14977455939850464721 17195576148763516377 5809597972899496102 14231916187622653138 11773143878677414245 8764527229320366742 6836443200538812698 
9539559358676904294 17666003965353525911 10313624832104853373 16871431985393179466 13518157285241035400 12420664660006140251 6521434740548138672 8735994118111505542 5042142310162718147 7991062174809424857 3227568060539425763 1431521346147640389 13540139432611279408 3774618610263813186 11244099323951137421 8766898792014118266 7391423518202093851 3348225120190889461 16316351379679259463 11137443622577437017 7334294823293976618 16376458176613546532 3405827789960691546 16365714392333013866 2311461904174847876 14217132031673741115 16784734541352653813 10730738723933993898 16473996958652415860 13021630230589404721 12882816424087626485 2888297423575991214 5567370101817720497 14784701751677985911 11409203863918829340 17449170654493442620 14179945534117358923 13105123457304624577 11363540614163818431 780279212112834568 14767533334256711671 1770769971991479757 15403527350220678498 7126354817287257761 16209553289528944654 
624984758731485995 6326112805401771970 6230412195017845307 8223628777395976647 6413711942694734778 14259003643380252097 9300668572541774191 12346455867407201958 3105684767561413334 5401571610030298105 4566777888464266382 15876960662083019038 2612711389459998405 11605104038774227029 12596111182818415841 5090963205996277630 13227033435854331716 11988103458859867903 16171440840163684099 5698140474276888439 15005247762228311164 876389488244818672 848170167893005091 14900530800277800140 9794199816784251368 11516614985383472888 2662978770449413242 605077080143982520 13612377544259501119 74362705065326076 17609040355916952852 9632996412261336580 15403331876574179276 14637435133987109398 3427830949306147906 3099772610400513182 1992580995242307029 6472338485059855091 4269162949083932766 7955119333464406288 5371577465960868640 10765024050334157032 10724151137988666724 3988338433272169066 17527614913459894945 
17348068668017966045 1512601572974262082 4877048253076166263 3122787102597694520 16409670690794181905 16714079355332266275 151246064654717973 5356800346573658672 14463011243360578103 11146020861632715731 15658968699848204762 14831473584220217066 1356429457952659101 7099613571321010261 15920479122244333327 13967716974806799737 13348932111974700987 9727982079055192265 12183652168282711193 15530548638554384820 11432350438082957207 9467006609975410859 10484822836188576450 15680034464640650681 1960850065829357336 12923747709088236999 1295621673893660346 16793264475043414998 14439071349468921256 14597196530649354932 7659985154897161918 3509933466406390945 7340450682081406917 10666066389224723829 7631888362225873372 9692817367160232134 13981252049223735891 11476502088279604457 14259836676413043449 441414538694455631 10938575047396207935 15730860229188349319 9467960588901149198 16633788639275046563 16563044542758805902 
8008171887022396789 14059246812405541292 14060149315149191458 18266912606528589688 4744598761877848984 15886930133837950342 11795225973342602052 2439843850968102086 18420955011524810289 11364350099129369636 1194357236198509236 17104439900098560179 8550971100234374553 8592510400286154178 3777091042777869102 12785920970328868713 1524966020205630602 17750408383000046401 297138077951624020 2821329404542091040 8831970033965711077 2077921330760863708 17301252146608156547 9298377354483301780 8428921957707038159 15031477494701430018 8748552103577907636 7824881406555295025 1962721081366454578 3191856188100222109 10362794147541313194 12508794786984728926 7596098426191124208 11898949534243519354 10651884669842450090 12819122932266266811 3322481908500080343 6411475472758411203 15398086616240085536 403893542077689362 2253872539060814648 16182233269161287890 8997354196723155097 3426505788651936093 9596659553256229198 
11625424680013490437 16882208394653265258 16914107510390770647 6316880340960271303 11472695346450562454 18137690924502789664 2274169832698180423 15168550908673757329 14056432583982269601 7208110055980487980 6142456991649501188 13950051865915334743 13186268557399200862 2453285435543425525 10185173539459118620 6911568929627043621 2480681315541543397 10227156109551009679 9097859584258960293 8122479992007869642 9895828052205666045 6237739268954805300 2638682091904705749 5281483382772233961 8646823734808077178 4589490167633419626 77761411189098518 11361244196582737469 10550840930866275105 3705010633409887238 2691873488605865131 6527082036465711564 10414674453150199349 978432975198206279 6997227370488754680 9383080929829954160 2132583225649239242 7115588458759669812 12124924587776049505 3301000648906652684 4848629775553510800 9020017741783917556 18396391578490336814 18096000439439986019 11147730448710782862 
11347707154663453595 16151986211577222031 5865801154624844330 14023960110213004498 11488800944015389526 17403730808094510044 7543146525399149581 15154015444990532678 3842682026837431647 3116462402935168760 13833538427572595962 976181621406810435 2070267463430417254 4712605532775655128 8475545451990450219 7148411951708643285 10798824895439078099 17226154829620901413 8478975810166999460 6289947891980340835 9346360948401015534 1004961711237754531 2807137166071907290 6608955027413240355 6211901973974738913 1997285904958722664 8966367231861448711 6685448402492611845 2957025308352946464 6673354159959648414 9557479875763606667 6896396466541776787 17226619198698892019 5055908525196536777 10537712944202458180 5371531600195096716 8766912420333041413 14251042266719522702 6573434572802405903 15608125052726454030 17223418906183204652 2247689341206289535 9638661506459340926 9279092540917341945 9320481772539130781 
10752753618578367268 8177031116074837526 15819058335796288060 6726060382601909091 3695599956943296757 4011082320951701122 12197913830286949556 14449096090915980044 4814312423784493855 16124257337459110393 16099869885321235349 14696752320696051533 17117425430266916956 15523576706920118176 12452781020651303554 1044709369349428480 6498405200937410024 2014982537923472754 13539499036646261230 16806330366595132612 12994110016137684434 17538134288714892373 2279400398503393361 16118632798005429798 338160560882368019 1061343537602001339 9594133926065913985 10527825626994619663 1960174956414122470 16939129259948803110 13880887151374562493 13743398826924977422 14942490734825184926 4992386430697494394 17968583011690963891 6830713233386646364 6344147009293309357 11556133398604102495 9986843011548227668 5622402901810631055 3814312361413589350 10477547776795693354 4115632199956849915 1227283510230260318 8205437383795197949 
3935577085744831736 13330627103267972371 16704470406029688147 5240020954400015711 3515866434927581916 11912625517724861764 9812467897477075377 2598032191168293887 411725347051581216 14693423635621807440 99862718874872317 3450756494414673379 15946762938360614225 4941982499013888701 11343331207442294667 12718217798637542254 3521852687663251748 9721314797868141938 13251937562223847091 1701789060092309714 114418135325434815 12025192177592707768 3798216098467562241 9076163992250359028 35590247690838019 9038935520697658662 1203477183230472810 6122508147776363946 345809545132169405 15791137352639780385 7440614060903065972 18027640838665137193 4600585071727377927 8230989751769349139 7533371567810374420 544348126810298778 13427892171688127040 9301160170718843774 4648560480661776967 16740145724362944167 14113269110326983807 6707488417781829962 13324907387915182020 18368304652612531224 5847610748923960416 
4706767651081027114 13922912324042023300 14642916802430000540 12551860015108691689 9806890181285890473 5810104003726605776 9896396873860822051 9358383584922396911 6037754070339126012 9627361734261018636 65981870406753405 4096678638451847684 12085551607092347183 5611055101480951647 11249548554660030596 15070240573429122001 9635223388892810836 10361782307038483246 1129091373505494919 17903365923705159112 18084647840011607541 139826491792686181 16746703345467784933 8918813477231491664 8146514691816658558 3335820685477479401 10718259717244515935 15432095355799385605 6724544740848103275 1191180248688580586 17495912700104996059 2835510413739194568 11257799264887187298 11998220653524754650 9989943040245631492 13293717481898357438 18040405832016478125 17569808056929345445 16212642077596424613 1799171135893195369 358079766290539038 7496543413755424633 12303231648943795093 16973097549976876942 3903600286252831918 
1187974390267270427 90532845895393605 723450197143417725 1698751616005561954 3594287334740300158 2849386049517549425 5144203829656043184 12468357958124362365 811345417502022757 11884050042574923029 6174627176783458676 8198568204089560981 9589395707279595966 15673618869335805658 9556537844745527661 14668396207584426463 731009513850693204 16420163805148731325 15852662726091684718 7600608969637191719 17089647659315384105 12480746308373404270 9405314279207016354 15852348219846880808 8382738754913102079 7554841926945953915 4306829931891867739 15855939295445506295 1367464254257222557 7953777488067906350 12522447383711889400 15700307171152703852 18345138989437005297 2508628527671191273 1341050627262851679 1715305554971519107 15104500322024881870 8976727965166691261 2828450068844231538 15095476644503365118 2915242910693616081 4637896315262889213 2748641675204141359 9915539961994065963 15905103328781411959 
1998578578885793641 4801032127716215906 8512766181624347123 10675952301541044150 10542625634586199471 12116389420379741495 10101930190570173069 9924885392732629315 5815662860395404785 15099051993729423050 12662338637088657077 14960541876624683076 10078880484194230043 17771509090566182508 9150773892911911788 4520805732514338408 16335236045423946582 193862240584272973 6411351520552981757 5254233639243535639 16402680228250953712 11891149425229849726 16511818560671231058 15969853932540751645 7675400745537343176 7357418224709700509 17997841544983552979 12965140406596882881 12260129519041219362 9654273105455965501 13842580248367084574 11971074999808933219 11291637236191968629 9549368306805929230 4658055087694297363 6457255238682510621 6835920162669986926 14373317514243061325 2667816131546699100 1066316698883779639 10567721744664185379 1693363209137560568 5203680482981454052 1239505750551339407 5871260553942446779 
6236682618595510293 16229042070261243478 17202896574552477858 2235761525780308779 1924279944831383672 18302902976813152929 17481644198651236194 37370404823996871 1740178339649123735 3839098651560452867 16537049714491856330 12716515676805987102 5363757495853754231 16707191149325819361 15425529901539892316 543945045309902775 4975457099081917607 14129791243657684301 12594250703979996199 7268609037173635815 1910724925910737526 8133668741122219401 15664157362587678694 7368144325461913013 7949105017841590883 6184956240577296228 6840553553408470295 4915867537419084406 3079082672900707339 9666851990949855104 12532974965517344351 2683333023115966876 6357807089980565883 1129754945984730183 6334691934250149077 5965820478327387874 13076834851152902346 6429139187257691128 16044166087547657831 15163381625555830074 10613872716629731348 17812865868379205174 16886793081983855604 2377265582723899897 1534910607930773183 
15148613346352085866 1877198623539324267 7181907001494389577 152124583551922875 16821266708235825243 5359714647579198313 11357503431452445364 8783308188719028927 5980759370704074000 4645123854369811225 17562111707349285920 1665798683624406066 3509701874868371924 17904286020872693211 6827113518365568993 8645264084769044355 9226316195095042509 15253925924977836593 12852771275676162597 6884689414263041468 12993672953018736654 471230607940052717 1317649676142943755 16628147216725904749 2486717067942021102 9341208686441599435 7333941916403180039 6715001718669443955 9451566899802975179 4117228308486251880 635692626823762669 8789717246917034247 14474953896562735223 16000433967928607634 6282654996710748829 16945059778768590155 9162113137562846004 14263485110733511747 13120274996991298572 12070157475675049900 9768191136295799042 9425121837486828841 3876430221663915056 756247902265808990 1486028911722653428 
16084206430906917622 4345774070706876902 13897370125415320141 6461383821792849522 9595027237112931908 15618740897409255866 16616735485491660408 14197052813765750185 59037151256553657 3946807345767198911 14054726637401274936 18168001807759136753 11242534213642111074 12521482670811407329 12551928640907255913 2408296699969025693 12722815362546247860 3926860969033921215 8071332911694662165 2250679220119707305 8029337110462249117 10004687269477755789 1940816220020478714 6981964954653551918 5277329013270321279 17373074161523971962 12598489004878957141 5252567645851475830 15886863067965394107 18130994547133476306 6874393162173316558 2977842575088267476 7866989062047747205 17531856055922796942 9338622971216684001 7394505443519102880 8080005407969822254 2277560564750985868 5614078901836683783 15068459086257658291 14551720001805179497 18154895964498270135 1071220895142681053 4905796895669379238 3283267743618774727 
18099634244382218683 13144400258121553017 1805001694075665642 2067720302926042442 10339064863483099300 18214790969527313412 12406993301680928040 15760970212399482750 9523967779479942940 6660199544875835485 5178270664906772747 4034165575322192092 16256701128501785857 6935555487181643299 2296226449488425555 9206858967298368184 8397956639165324913 8290607751706979302 15394375815134528021 3643224555015673989 15283182649503117878 13167456920243361863 6724995631175793326 7611449597368283660 4310492409605156468 12147018021228006530 16343441007231426472 8218252405630235615 10324943486295655148 8312996233853398542 15456973390520923979 1783690984830923343 5102752559935456029 7422792072589849410 14033989305152125155 4313170139887623076 10031052758685975976 282962519621458247 364547485451877973 2722344874477319261 7861656163595419253 12777602954887085101 10874564968692815079 17044764743551310508 1772585484358527263 
15336842856045804815 6203613066380223433 17421171458848794428 744688905495590145 11058692647734495191 384866741969594152 3381632894949595403 6869261061203173933 2278854138840083253 1020959648487281220 17369344392426380202 8611732235387287159 749081564959878652 1037844649631950125 2647286566403540792 11884614591809393464 13593831195068581065 7028081359505020194 13338581272822993170 17700520997681239143 14526008606676973630 3406263166285657427 7783079132561113569 11824152764470646461 2636375575614292372 14068827592532703684 4169035633684126348 3324153006286723142 11539452925750342495 14283728585006319634 1542866384326199707 9491601779830539785 17011043891280140854 11306027324217737656 5684491152567495620 2528232215273192392 15807334313330912859 995214773198188724 302374533770597887 14192549267576955583 13782346191945146160 1652166351549293089 12313701171605150267 2301972635330671221 16478604949356628139 
10305812968996473282 674690839462578302 11549233354219736998 10756349758502826000 15865112578408997289 5890459568466737221 15026121218216053170 13700604511516334081 11502250455474326356 14398016722806694655 3880434302494294221 6990497844715995665 14603376213155810093 12676620076192688766 1800523626395065705 7296293984338742498 4662578587038092337 15150032600946273345 8452652216835810697 561531688796000515 6999506890381953151 13148091926155859458 15294167191203822830 3289168621133359619 18414817834001174093 6564170962351136786 9139801224550307956 14014255221817042619 12657235143453824202 3808271158222104441 1295755753187322652 809431368557814925 9465853329295053517 6545818137188691029 13876376031914027242 11905135449283869497 17479695928532782701 910751926514092722 4632882994258106558 16066764181508303304 3434081334203961282 5605155953345102601 1398057408717863786 9414741629293495183 1134806374308559096 
4958701128972291793 14397925010120996404 6390078568778028749 12342369564807858369 1094155011447217701 14660786350641765767 1509634186952568395 3438031653269478390 23936790601923328 17657484421738641304 15528296262321305103 14066546660214456814 17453294889056694466 2582230098052659111 7366521483465020306 3367465508480765264 7734934181934020622 3719278848391019726 4994163597020292103 6872711732704751939 17048296488700256609 13527427193711596164 8623844920259831834 10863349965012677396 2875358393794228814 9456460658830940732 7386653935867678020 15658944330834380016 11475193547499169373 15280707589910549029 17106943029816932501 15789957783138102342 2695592268155714145 3233050518856555456 8104310548904092385 17499082343760223198 10067247097385445387 11158703615233769475 9305917046978498647 5877378111965692378 16714326203833455605 12112379486595851526 13288385149871890565 9620435680456626556 14513992725945302973 
