30
645421 408844 411499 9187 583141 797089 17563 653781 122198 492746 218029 761938 522263 711199 9672 678942 518482 879648 722453 42842 960407 127236 363124 297672 408895 176012 77839 562683 622136 617045 
513431 679853 541208 692826 84857 639062 996260 787136 376609 674733 997432 361828 683818 295829 894221 783256 294718 63340 456075 401033 995151 436383 502595 835013 21753 766203 493710 312184 825944 788615 
97791 354523 1046902 583843 16899 465877 808898 142733 472688 797652 206873 619550 99624 135274 733729 262423 108837 620827 129083 862638 184837 533711 592189 80896 95387 687249 442657 201052 1008567 295915 
882424 879275 937163 643607 334869 663238 803368 42555 292663 59151 587556 115309 880108 108671 334936 195554 382722 127326 119299 397264 873734 92613 499404 1031687 643091 68357 453411 903984 578148 775860 
55503 409354 977944 151559 619722 972174 928345 295510 159170 42713 329654 783270 786421 125860 257905 1044936 984310 67026 513720 575791 624736 83040 195568 765076 784137 202698 830016 187787 626452 9573 
226862 815587 696285 247345 866683 52893 509377 687327 942835 228431 842420 214361 800886 381603 412228 715401 453771 908235 268802 675442 541346 776005 334531 251396 268892 959223 217703 997451 888282 143526 
729020 771254 568997 712890 281059 827938 804258 819056 259683 995529 162340 915036 714150 58608 875427 879985 837200 80852 766544 707214 771416 810156 265990 594542 702747 805509 1003322 1001897 364280 991358 
689928 259166 555397 858088 316170 242239 262272 46772 626213 513117 655822 903166 1009880 857779 293409 142867 544776 855891 687725 330364 616284 457801 648853 902683 44139 505376 363553 96652 853314 448997 
736455 193406 536557 433607 308272 198 996564 1040905 531413 89032 282334 286773 141548 848628 150761 489430 818001 666943 24439 17234 260961 444687 490968 469643 649557 192411 956089 1047914 511123 826686 
915624 406127 111972 306819 56712 3883 528538 450190 231486 631867 42153 714229 727597 887231 153844 68189 190804 813593 919563 887489 409157 575148 20742 113662 581987 793590 363445 497086 548403 401139 
358405 355157 947861 100476 254774 508182 115893 492388 645456 172511 642569 559393 988165 782827 710536 73191 951406 753472 84292 648840 592670 1004939 951837 251609 303786 111737 507389 315648 231754 259857 
1001969 50638 235130 487407 984852 332569 645415 246616 959485 89062 229070 122956 706249 588861 183150 391688 1031402 305840 338759 30101 513353 694676 232861 433846 591208 12252 932798 59513 865535 1044434 
668513 381932 1017996 635703 516360 820981 1012389 44762 167550 695407 1021651 1045296 617076 973975 93775 699583 651573 726112 828928 838737 903179 279031 801412 886871 353697 259410 827689 158215 766974 405450 
235187 894498 150403 821108 185967 638214 848621 248146 986218 727324 681511 1029011 732294 127946 153128 473310 450279 213898 597003 460841 204244 76147 693237 79017 547219 163795 301807 779970 520739 241466 
650571 895165 635924 670422 477841 517484 889488 141461 710030 925913 382672 271317 434735 36225 627983 154581 500099 915789 859325 230604 650194 761865 432490 313122 848224 569066 984510 503819 1001144 635396 
800434 86279 537589 190709 18854 489180 883908 121832 790164 69283 253894 333745 221008 309 833605 565244 733315 318974 986803 832580 278252 115680 1007503 343390 717214 203163 809491 562191 256601 704988 
897927 12500 1035551 440252 961980 12541 827208 234363 917802 384145 1042135 41489 112327 465281 883097 1031158 43173 834394 435729 714172 939822 568850 60756 821470 683545 607853 679095 239498 636617 921277 
480626 477515 854531 675531 493524 8206 161034 143114 268431 523240 585901 473822 230553 825257 221709 582981 727541 497261 635055 400434 436815 394402 55188 604441 512071 340057 254833 531429 471304 663804 
212100 867313 24173 1002390 122755 365064 57120 220282 625463 387674 381739 36064 931211 692643 743054 156871 170004 880777 232314 569162 869484 241478 303067 468280 542135 756677 152983 813918 875984 36879 
763407 299810 116093 743177 428706 794217 569769 524425 211321 691872 258091 671765 538042 18537 919853 400305 109069 224734 648196 1032824 1006549 753282 853573 104573 435080 995321 196879 1001208 923723 858752 
630696 956641 721495 410845 846856 13948 62225 795044 98241 151755 287652 693843 492104 352286 261680 288301 806683 444479 43656 247889 523737 401797 216789 596706 721857 902221 206284 479222 30587 353287 
1033804 725033 759637 326934 487794 782673 940703 13182 421824 204081 834078 694573 824257 192924 349117 441262 605197 590312 606057 4120 78100 55882 282122 639158 503105 109516 37563 1046843 460474 872423 
167025 714286 873220 490353 536530 745398 946008 173999 325097 262975 540124 54939 423772 256325 502123 115945 189870 350214 334387 97438 336059 280693 574126 375176 151078 615986 760990 33400 74229 450174 
443991 19000 342770 752164 877552 1007438 908378 288927 639262 940030 979284 191995 927451 422599 807177 771766 503974 455110 24462 163763 97879 282398 844887 429541 751187 766664 583099 564943 748902 844158 
981878 175473 959290 170977 26663 928513 200874 326658 1010260 52009 980277 660440 832067 101071 103613 912761 1003674 51725 860110 592812 453772 995005 898679 1047324 313654 612916 492154 361105 1041839 734626 
87893 838035 529322 348735 354449 83397 749730 629179 291517 914192 883811 518694 603126 348542 106445 427057 688125 1040465 828887 527993 188848 861810 433900 589205 849280 902568 55576 901456 925098 394140 
203902 202488 500666 150155 634414 320619 493704 636344 162289 726791 82982 368353 886138 30265 509258 35981 318799 715829 962330 971307 735770 2095 573889 118574 629683 711248 976735 915608 555413 534150 
222555 502173 666843 511626 906417 523347 52565 826743 628896 226988 621695 293924 141838 423683 626084 236591 860301 395962 758348 940125 1012118 679423 606655 191785 689173 804786 406347 416082 489588 970846 
577812 1040058 257010 824228 155230 458582 1035647 834075 418349 22655 979507 906691 773377 303733 311129 508884 1031217 111205 984815 720368 441293 726388 110769 885081 428910 392169 357696 96040 238485 776131 
493734 855207 903223 211073 203666 361775 1034778 646419 905302 917101 273592 590917 411354 989084 412858 923889 693162 382663 102206 790230 759240 321551 206004 3486 1008543 609264 190445 728982 229016 596597 
