90
583633887 799476276 32497429 1063064236 483982088 711863848 531316397 699759423 141078260 248884853 89185835 766944208 840107892 827514928 1013180090 560917832 803820426 924918511 76588998 957506786 409570258 764634203 603038677 184862749 689867842 317366048 158513914 823397817 700431561 185152461 439793061 738251910 955229521 885097579 1059950097 640656562 737597615 684974641 811900421 591313363 123508796 296352499 753270045 96979772 143210394 964373014 235891947 543420822 984502821 48682829 235970041 351779100 547448438 730011524 149847294 528149840 691003399 940186807 236932887 267685159 845921996 452483908 565125421 716224658 751256548 615455738 753046887 884260343 593256562 461499405 521179575 886146215 849651687 274293783 747281613 856703818 268266360 969791090 970674419 219521907 1040404558 1048896674 845185650 96387168 438288772 77438460 895538407 6762524 338752328 85802479 
813513996 508942242 159789013 645172845 423332010 442155470 315522288 695697022 331958788 524917472 871337921 694137615 82623987 414919497 720928752 522679758 164072151 410000003 554776493 424264066 564193237 22269233 1000438721 633428998 409225938 1015391877 450415685 152698017 483434053 365292682 724696276 672140615 546658310 991327020 130155644 491255576 639250240 178320193 776665488 748720632 1005203104 651147553 806319540 426302181 844452605 478431227 833770423 716439714 122913968 666672812 268371944 192839306 244822410 255397446 110956158 391224308 454773786 86309369 935926697 74230923 227069976 46630294 101773290 941589862 688644461 385700132 816895995 676570817 644706846 897164059 908518019 248536295 104383118 758819725 292285693 133270487 756747165 671720488 890299746 175181760 623467494 1061061375 782665818 343138969 233513889 621771402 168122772 718781032 4673536 398683734 
516130419 229987063 791429271 486861834 473545021 127499417 400111227 596676861 18128910 145296417 945043629 236665386 482251725 100941535 311261149 247281325 539515251 785958931 420583994 888203902 1034955840 292675839 933754687 530993101 690822576 172338476 865350314 859703759 1004804576 903061752 304653762 897475274 171173003 964945421 121341071 1072918643 299235017 265089686 547121967 614432948 156544953 337890398 500822977 1000856709 472404441 995853899 504461422 31731470 476575298 349010492 313998725 955958948 359382250 457110633 411695302 453067554 935473127 1018936793 964477529 698424143 432244824 740057828 881198371 529968385 714878613 691640556 1062888302 52416558 891765559 1018900435 470661175 368160369 1006164477 505381171 555008879 825402308 546982052 407346681 214888382 478767531 744086655 606898605 992425613 578525837 1052496277 550477329 339015157 477104820 372164453 957044383 
576693302 789497695 597055564 1031752499 842608384 470025408 1053591217 925044264 173800585 800063160 351035205 330114813 849000889 826566425 49807797 179902722 968487497 174274706 1034257180 299366002 120584946 949505888 720975160 750336831 457787749 214499420 2702106 772766274 612419256 684216725 147478826 969349122 772620557 983424753 1032071180 372534570 255594334 12423140 808402513 762778144 266807069 560211444 19327155 80309198 890245691 20708684 74718686 309040037 1026975143 678537595 769855214 19725597 962820013 985210592 778718045 363638567 588146719 579517195 730528195 42335390 334314070 134421507 3310702 796316429 228428402 491591320 1021711314 827317099 749391455 396000337 388487785 20731351 903014666 1064104609 333641835 615262772 346172394 456275420 984480045 686210327 227585119 551800402 1070198462 1012347901 822664570 397738836 530554499 524977096 308307016 896166361 
984797226 749637722 41057661 449937662 1017920568 475340290 108252604 191321118 346559692 161109123 739007963 518905351 305609094 109699496 1030124054 266657850 139710140 1036649673 7081651 399672044 757227257 952279285 637662732 918128708 97154021 366874410 180004705 868670727 247092338 98582822 673053035 398591584 966258383 629031558 700942992 64087494 64849497 344167354 406270001 301308612 158792120 225446920 918351788 448899324 577309457 833032103 1000760531 1028301478 207106710 131869769 944253370 65870284 359074775 235963966 59991350 44554943 789585004 682038383 234856337 919184073 576608280 234688792 22132666 660365522 610412462 520824945 738588487 656314373 535391046 759448402 440641236 981765530 250565901 5500249 674611549 878537649 971144141 723539845 625546794 865930710 119985200 298232216 422807268 804334961 549027558 1037756073 462419714 856488411 785768544 596340523 
252822801 1045337551 1067464378 462498904 918377478 896488076 421892771 547746436 466037822 865872054 415027089 513367842 76223143 71975292 1037996629 873525849 209602350 48951819 957963455 113989181 184282973 378299306 1000099387 554754423 925389012 277886638 918830459 967084004 333042522 870959804 234905262 160562537 895586939 1059009365 252258788 414272935 641525774 530200876 80138644 815896141 768465129 371407301 609049112 810287700 735679614 986691619 296224943 942754271 551192423 341293582 860353547 970311131 638201117 985181620 38334325 528497194 936187579 630252306 923179169 232933195 463482486 1067724659 249332498 722047791 474306308 47194941 181888231 557368583 464732402 22558429 220567061 471886086 27806970 537951384 798437839 704549062 242058377 810720549 810730024 1040760331 413801711 526651535 278887235 512917999 950624665 86165401 158018281 977873633 115456793 642061073 
556103899 75932910 386440956 398668769 245078371 655465429 176674332 101038550 931261892 583241339 449503049 838457069 59337546 813515000 139633802 504097381 574400901 982774696 1019710028 847080265 181810482 483442267 96612226 440861618 561978888 508218971 596455005 177941267 806012564 456682162 193732529 988789598 930192996 196345197 540049236 349527851 399430842 774163490 835318483 502804771 442669657 544941020 273211428 742699273 267057540 558315996 681108037 638703880 117077678 827421862 413197611 736098803 669655440 408155159 599436658 404932271 1061592213 328255333 280168214 11413834 747205163 87910570 643335422 223752562 194677285 694669325 868460328 717268233 182461886 466524660 206579521 856074605 339053298 351373734 85317382 530560424 1057036531 973677414 866915060 1046543025 1005090366 168668981 617316195 892998136 300477524 738265735 510253004 69071258 366686322 495169173 
225039711 386927935 107563938 345429617 969961840 764449994 200352045 934084747 93557163 336299223 338226276 93564337 464496552 414428944 860557055 801461286 558460874 840837169 488600273 971649519 825563421 385510493 63568237 816214805 347863118 462180994 372682785 900363128 837317621 180684990 668058153 1030613133 466000845 599936667 131044026 812678830 189206259 145377293 716984131 492372006 364314948 832136756 726734024 656118083 768801550 623509889 208355463 12677748 339863411 102252447 1072096055 722993850 229427020 843708550 708561518 608031171 48995663 702634173 130895178 931420844 1063840834 1006795472 739908135 714923956 51258713 912523715 29604713 955999755 441519237 636661192 173883297 814310283 297754410 355663926 695966259 698184200 53050481 628240592 674613256 919572030 516059632 50131734 152313349 583935860 561074910 34224228 49027979 446939980 134604818 498278253 
887327300 670970647 642091948 777658194 659422964 212331960 392115111 397312769 203903617 392323583 283055032 95964238 694495297 393293659 713132397 983479667 351286670 758580240 870181571 151823901 163766541 767767502 566389682 746562895 543349453 925759688 702595929 301746782 270768836 246157045 490094888 592927981 324459849 703590951 89223139 270863660 317293717 273801355 703105164 87792769 306668347 21018904 537056475 353711281 612624718 968183744 366281907 152427065 61836580 363483820 101102248 247850608 578348505 997443248 556956781 162064525 444568869 337961373 220124632 39116150 385696164 642213634 531295573 1010317499 968513181 344901149 504376552 214546266 1051014333 663731726 821026358 121350464 507680476 736307461 807957036 539320304 430203996 1006107952 698540473 615358308 900508522 885980648 54411704 1002248533 955522632 739451447 503366149 550158334 1020423320 143069872 
613867637 244933105 924763718 23146434 468059961 330271053 718184107 131934217 749571006 433498211 1019241468 791825498 395338007 784625821 389656691 537131763 673763115 671535998 829842366 1010285493 752050947 1010676802 952516117 571169306 593348335 671047629 530133119 766792428 751190375 222083321 372265878 609408257 838438630 287177013 625357626 522881149 966682721 957140886 862364532 361679902 990666762 485617914 319211820 630255499 370330028 931363628 1013103320 144296819 1052288935 55010730 780715792 260261090 493753915 975894304 156334807 382145135 449412538 739771094 733128726 232857518 866361441 146873668 469220277 359334528 888661019 459476856 144492278 1032276258 634213866 387748752 310429418 116102517 795389559 727519372 653611842 113985428 855615926 237407115 891644499 359839199 568765185 613002048 887335606 997391952 490854802 774236828 191874437 386730093 851756089 1023053351 
967776832 22228276 778029472 817050870 940247305 457591518 816847390 821731036 626032186 602979447 1063080742 64638133 416152711 947521777 749058830 717351803 68667337 719183097 120785881 932985654 433913476 320617867 9594723 460261443 1070567898 1070617636 165215621 176974118 821720874 851452370 339627614 323760146 714743195 382775955 329099108 323738382 102003565 856474143 12794777 584724910 779974800 561381346 486200063 628685034 178755828 638739588 1042292245 990006141 502319211 923752127 53492452 390866993 551648769 99135108 127404991 567538998 270857452 211917269 660855661 471679308 121586533 1025278227 1217751 422159551 46095872 430292859 420328096 912528146 376908045 74965913 985909309 679178073 243438839 433835343 1065007381 24097279 1010912052 256440770 1030517713 887881373 1133624 586872861 116325194 132903633 96236487 85718456 193298799 460230862 59497218 971733304 
553960741 355807748 599097523 110191310 300730040 747471867 790556984 691085474 802389741 174569104 515472815 713333206 695187888 440502902 413881276 43956266 85007837 558689857 791489395 533869402 60000448 712129831 673309467 520312140 840491974 179666928 796516264 974419357 196485829 348988318 190565512 875500245 696938656 350724678 259529234 183530309 412735953 565646985 262668103 882626164 961757608 666112169 588440988 953044183 870481571 657851766 685446993 695215939 298717050 270509430 357952664 27327730 321302251 199423402 997371708 692919396 841237136 613162458 110703485 450381093 686202351 260060242 432020449 658750055 495674670 775539492 856284371 243226285 101344424 568311839 186911051 494917964 581912341 433033562 168123281 845980857 778893314 1025106866 990882558 862061047 579518329 495188842 124545566 72013610 70296283 732444377 520039813 794798337 620658390 764427911 
