35
7076064965147837050 13820289684361299051 16650183038499661887 2016651999073690069 10035284084481884730 1643491020901931304 12458125233850616410 500118784444926109 11823099476657550102 9656227208881615972 4421213858295341905 15102496941125207519 14810793188480197648 4579436830112255987 6368679486559941486 16835639947246691740 13256395739566528438 121662197461624763 17870841475361969244 11289925436121523400 17183823297569253149 16894521321929823871 2309182145310983698 9740963638483937029 1129532178949791629 8739487128099383601 2145197144390510537 7802773137373070190 16603065107195790517 771139348499368341 497049537780016460 10816474886302016888 14762699456560841415 11319095007238716219 5343194306874413591 
13041216770362816226 1603969317291159093 18205305204269435136 9263052472659967095 9018824304508552886 2067640095556054777 9973011818875354073 157970540156381232 7481475707642577503 13431664697604195422 6872733521008562735 10839463115597910205 11499080287523962300 17042044207760306319 12301416693947841346 10306715136653125636 392431032961362832 17756817503897936873 3909512603148931799 12199786702728223697 435931658413421154 6652813394069747182 4199676239758891710 2209475445923704231 12459904254058729541 1218404695849694381 12080113821200223961 148163454599019990 4053935193667734662 2365448204434293930 583928253395355556 2887454449444917494 6288855661494374112 15389997075773031312 1707796395153551963 
5732370575770046803 11722026158089393552 15784405475929315054 2873924594844166465 2271328777858196297 18377848808527688805 8523215508838715707 8998166584202929397 13688280805993587195 18206307194388817604 15801884694344634150 4255634008307314034 10970794059863568887 11699118365878174158 17454549772998769502 16020888811569098614 2926236990988908774 6493782108293021199 16446552632576745373 6179385027690398529 572557032145891069 17816966402178389119 17954658366987477720 445602176636571365 4844383027552112346 11734080410957058141 3198291808106087091 18405509822093667031 9187919948385422315 5754653582694144360 14766217205128185327 737376085108544004 6451060607068999836 13485137252521855763 18031818404823415230 
202140365259526640 16930064184487909650 4331390192470111665 12653016759334500137 2950193250015618216 12325432741910103429 1672169679941127947 18222449757663172607 7240232494450040950 5291124397864609200 10784376171927891955 11379274128879552497 2126618826448581425 14278058243498959045 4957438591247327103 1515638664618832487 6594989614686118040 3482641297172079398 2228428105186810732 12259294124534691101 9539679447453790171 13184189357037318466 11404892515815632610 18318395268134033189 4222281940150943092 7546636370286585307 15354080646736740027 3512387163657360458 9632447011723684034 13606429152433199674 5155086493897594044 12733456168958870947 1149143793340964211 8637521890259810273 12061737271343805342 
6074890175003998481 2070273417358984630 2673397070514726083 10041649012700556938 9201742699597565199 1728383560377245616 445751805373213225 17132904891846831115 13270245868771192698 9079297930172600715 10406869471797707761 18369361725887490303 8072886313695730641 17993278360851254279 16457928393926531454 12171977231499957791 12036340071279024310 6017744676662555682 15816226952970196981 10272302692007425092 3166002018526968156 17875728495735152522 17073522194181167865 12767030369530847868 15353564546839387121 4272015499886558142 2678707753771796722 1565519457155931893 17358308716782078562 7382177872023693988 16411818235211415908 10412653385950231535 3028927387452207745 13254993968369561028 1532543292961912279 
595955562497367101 17158279008016997254 773433973743127962 1758877462635399369 10293888013310301215 5281027387414383370 7424213650677988356 10528387913992782699 14986356186437238260 2199834185574901001 10434917213947923599 9209341901839920857 9894465571051412331 5850640721955891360 4939824769801598774 7245969862825709937 4741592935501809815 11502793407098134876 10262826470611978563 12205955804147965684 10153365299315840768 14143840533164986371 4976145089948263994 16524485245734192022 11270893907662192895 11985697376807054772 16804238077951777792 13914692808390189357 16711981787479041339 7420003104250366267 15705454761358548840 6354850963225560442 14298357257028837850 144715591357097905 12855399814828476670 
8981293288692136759 10725320543578680618 3818569630025300472 3965568402443146402 12850671698982323819 14004467246151188391 5684734877617925862 10489252150981246508 8829172125547091695 14571932057171809709 11335747119097780369 5430754918048289679 18281798559422683198 11391802746380353379 522625962953042279 16785428248167535723 16573822500037985138 3213868109801111177 17642196470115308705 18252431704706795907 11240959630243480694 1807473405395463429 1070455095888215007 1620590330676102636 10834633963886625710 6237075115294246277 10134337700328772749 9239071815878345553 17586323375057313700 17940627808210150207 11860373212874092478 12937476528677273536 2648569052754433993 8545777840607650957 1987608626631187593 
15523397045170187899 13363774720658721721 1355236125142184072 12291366405836630274 8269969657839746555 6968638302133407682 8356284932442683933 4501177491298504267 12300441692700879000 14643902359979146632 2626493202366670032 6247160438090667983 13220025782652535693 7982656552871710235 9003537374542050145 3977299594817579212 11152360221251622870 2156771750290407935 6225165358636371530 12682212453601247489 4193477851616700911 17501042629032193424 14165084390834364484 17494107077361483922 14994328969187253482 16679902200641779624 7322892354516338328 6772800057068696175 4228373078276145484 16887590176913945376 4843574730919742228 11923863940969270834 26001398238509553 6173410614537740535 311634274706311392 
16149327683146968260 9733480732330675922 14292584553813743598 1117737328921257033 16898406092698857497 17812284492120395306 3400699905941299346 12092450728744464459 1414505273428111744 13575516373333226536 237976587802619617 1172437469157924824 125458348064431634 16039364553685148755 3192552755140618675 2681042523217906117 15204990862860835578 17231038514666052936 1382424765611375984 3427469845744894937 9772833580406062984 4465435954622652951 14937684316835823743 6156944043690114635 8576074383263727885 14819633126183011077 17016849006447207551 2248556641959863246 10674365990972065027 7048987437317836971 988610677714108846 4930231931419695903 2924666147289672212 11138365587450446739 18068053702357656344 
14549692355077962229 4050246478397144750 10351156488445223818 3045288108481198861 2300109558849241800 9997202755656745409 11045039799660086563 15390152092810803041 8647235277183608465 8856062787588684730 1735034730788271712 9818276712086810116 5813659101080567677 13474898996912744413 16099437454138878120 5441199402524676759 17376182893926211119 18280732864774972361 15398191115585663206 7513601130076935938 18444839595180766093 5819787308368638873 5262309814305198756 17657435506881046244 16072979975682661393 2842266630201519550 10489240535391354307 8846152104576291464 11199376259130397250 787060658701967220 7587315088094421559 10790159996104899156 11547116257613787454 5220154899259078072 10687550633777537584 
