55
13927584358111053950 3536668515625398223 1804161783440847732 14368430516623167878 15746697068047028855 2083594062505191948 18303584308501491869 9997889910263259433 10055288215071039997 10574258998292366116 6068801581297512405 17977047466149550189 11766667589766402879 16736126141769951034 16877700755260836029 3727491157654089982 4342690870713187616 4020576797306577454 3274472419928272218 11930654696553472579 351694561381337580 16784254527377593081 9101004840255717887 1651620180103400995 4373038729378020675 9690668007443503355 10946825486097329206 14260968414005301169 2608161243095937163 7411954955781879715 15275760456306387519 2662623369641222392 7844914510590638355 2894759958132136536 14876542680925345096 11167848689702354077 5769744325500051404 7408836277649890123 5915117939876152498 14833040165796259904 845848934752506996 15864504037444809315 10005034085215619810 14730155391595953323 17811875091543123100 4876131420353159245 3362529072669265233 10526609137589820607 3968902631278239713 2355508688105274904 11913127018997375225 1814029215744418803 16354305533309647385 5053108256924842474 11540083432111309327 
17610180506173227248 15381210793441977870 3777690197274281345 12314385253075891337 1327625565600205293 15368899985899530006 14430195916243850981 6908903154183261118 5401636727399054074 5607981691256017778 16223829046583658710 5804235551384624229 8198381534000443238 2388403247565753238 11501543252975410453 16542619415635744906 789488325435820864 11530966640140350140 33247983925469604 13104446139459942239 2045012493793199316 3789089525183698581 14333678212598732571 13112283245849381956 10145134441551441434 11226161934424337296 3026530282312260538 1313193040825077989 4375442907866109440 2145986181333922235 5990994653009703701 2096816323467644635 13878957428674200969 13774354400454668746 14187825135418630621 10283059342950805572 10448046880439024955 6989603402625716810 403840201446042974 8051852468509827398 14579633993922312847 2046068961981220244 6041679030860671150 4588139207797271503 3849972867498015083 17040334503256492601 17604083274661942215 6851358132098950469 9945710723059308250 844617100625183944 13521750694636892649 17569114585702412257 13880076508926476532 5037285823299423920 4570927790764270154 
16944750605550508211 18137210660948991670 18099519359474059094 16323221268440241004 11065728435009245311 12875228336001223816 6501009779082730277 5587832382562412322 6383515612738584765 4704176491099449765 13134162470595946911 722445743860591051 5050438061861021484 8492089017587917178 12574429220870184696 3588035288018616483 9214286456075794058 14538501844393971202 5754288766323999718 3995873794080617998 10944444287826078016 1275982228004444428 9071189100804977566 9839827640809225495 15040500663186316223 14785390191689133500 1977283931224866379 4197427968184302796 11828595492338685108 5111325135662416689 14606048325865475983 10183235776236509448 14154753565677858822 12248589041518559772 13540245392018817654 10539100007953874006 17699490078000260900 6560369248767288412 4318820085175625764 9098019789884850826 16025315127236747529 13773588712393927234 10033593478013591213 7351785592884256599 8791397611848470458 4267472635638233818 3615642108950892290 10256350564776259029 9048106137356331013 15838702199410271398 5108437802881286956 7292662582312658990 10760911105244632298 408877066613642251 10196331816947360827 
17866582378515856347 14084042274862213239 6747081850196208376 8941801457734717225 4705815509339611695 605083066864706631 8035579901989677183 17801466999448133171 12500969656725681103 12942842154578288652 16368136076834940749 2925487357596800687 6948455073215357720 3514795511885139169 13255960034228781183 7141943249407354710 16148490667331686070 10097836185422036192 15926039125662983483 16107699566380094293 10170401687001633743 8712427134204339587 12002690793596457267 7484618423121436758 2688024690354742190 11518038528425901555 11206351125130524481 14784232848075645623 12787092832816794829 8321516400285339045 11398858578790930248 2289513004234970530 789789860785777857 10258919992089815874 10157458518914471565 10057397198997138596 6325956203939126318 7548978468242816256 8050935912086164338 10471896184440709830 3397935802079364306 15940470860377558475 15236176281628599571 2345337231436140424 911653341071558404 13004489399046021876 2820537362627583329 16408352328274064781 16392783435569645939 6921871690506967160 11089515520381132374 8790182051760300047 14589198550196835053 15451228718678280907 6007367258333332742 
11505579463893914038 7597822212528589645 14972845322793930006 5226013767233291497 8919415860515158860 10148480571338517151 8674051968237070824 1542969739806633223 1446788846907237650 8936843783246349722 7558943204087497376 4921701939013059180 2132799423689651805 9694422503731489516 12172313725593906819 18012307377047858012 3670607115626095612 9932160524068691361 10668464890205224430 15579663397161337914 6654788489638950834 935508553347427073 1322486370352262292 18378134510265808440 2320175879300113204 8910056517402752531 7817490824775352987 8284490262698036914 2420786598695568713 6982701337754580241 13321393288129990611 9275609669897648556 17031585987460592201 8737479889853771896 18254010404512812663 1944753519337379461 14894808097116343100 4740828484107161713 4761714107558645439 7197724278378988694 2278370230822595931 5152506743306205113 1026001783889563547 8514541051000106541 15622481478934246940 4821646815264799624 10061626336575465138 17208698621312436855 13783593496454715664 7475555832841746981 13023187410946278684 14798628694026834368 8174255636572336207 14141162353168520203 7248202522019583861 
3136540567146555789 9134278056863457789 7381863425133913786 11586145431557251159 18003775307761616663 12558803429873879569 10308433129090953708 3334382972512959054 12988666505015860448 2806692036615138621 1221278856335839968 5448029476135746870 11448453397454254575 1522190697790062174 292730290998025202 9889695738097361023 13576084463177877631 18306018606781795357 892720663590201035 652663767709775823 10216755675792962159 12464245742057591377 14644379039298783136 11207833812527791334 7126110256501779200 8839326247072164224 14450333937214102761 15016888793717571108 7369889062848908112 15889498121690753825 11093971112660113696 11566539367497771578 2201912026543393733 13074580976268170335 3316844708737668118 15090352908063169147 2081841549096428212 11882399298582716028 5040303086653021163 12612513372116336008 1982367612532000374 1111585834007903857 5604468560508998432 291360442148776104 15163779648295723954 8325724878045463271 38568689522641333 11650900914633076185 9442262402119199659 3921732593021208989 13411479315251098995 7095450499650362710 3912034034049678478 12468457710896240890 14187210611618950214 
10945473153652771375 5078618855780891030 3586691959090456623 15296882314563532257 10951707493809996277 10700410077744208556 1165688289521403171 130820112889564363 17914636049916106691 8376518629657302321 14458715557849398374 12967363857539615436 16526832803314037033 14819585947812362297 17247779725974596499 5973742602265764909 5778744069941071477 1310355497686491059 1610515246944657588 13674368000220699848 250392969212504584 924892180292335832 6073705891217377719 13614228682978200023 18153185475239995465 2506970070012818640 11598122449039795905 10411814561468709577 423917282999699101 14729172865677008256 5189967659576077682 11246582391167886899 10758377993735224975 10088234874053432043 925738952728499066 8288718279283676433 2577053627385075756 13019549258544261153 11143384208249602067 8673370622873480534 2640116128891528618 1364089143015800734 3768097864677138183 9043900599433194440 16761895990505388007 5507906031389224869 14245082461557209809 2780596870628964941 6793515958221385622 15029369185949968190 18250730711176379611 18128598419626711784 6470746588405290053 8240839570827490971 14972363022658001519 
880222175824958472 14011878046526108727 9616493415260562951 10948356361113051144 2778823009466012692 1751314403684692498 17574485585535300874 18382072593546960104 13230780816025324971 1012252998617682018 9311086617344883777 13583425807369796491 18136087510958695202 7375074747674964010 14667938803143782008 17470550963109596438 10823505237200778506 4655419297936166568 5118807222472541467 4897378160339813614 5175311371492279503 4599015442195853301 17549841704704388213 13417121407337151288 4485335710322503662 11682821384309587418 17442596739719037266 16744636770894000127 16203922591668054686 11597241236840011560 2035721165289529146 1582872464972362196 17684531540816323351 18028062993874768058 15714265540539835013 16148643271012755972 17365304857978697623 4495853156483342572 12691426235232566103 4173119379054547560 18060744612101826133 13255751529059334821 17453654304195520935 10934796431111225523 13926583923435330210 14804208952074782383 7724911667522035612 1333913294401258365 3923427367800641590 516609557210077589 11823994667468300125 15254303149639123658 16157106800044368401 9273638733697395013 11836678116082867685 
8649381760116940286 3997001145705414045 15692372133772898174 15287824700903383220 16950492028129302317 16413156647432094106 7180187120580793325 12560194502975104941 8103364768886659382 5043152546088788366 4540736514587957123 2169302380093950528 4101258807366971978 18294828307269587066 13994518207275727080 6328170439320527929 14116156710455476569 17139535850290700994 1929718726663461275 7196350943975437768 13321456226281544852 5971581389951710826 1511574916654601689 2825667558474047187 5215328813647433010 11621544779665937355 4315965761246574094 9269665581472584773 13546471663330763380 12530799156573677332 4569691998215691351 3444049145159834927 12237969576714918356 11805926239202189561 15863197585964561008 13468868168097318266 18015202666723140017 12952041421367995209 18220254750772617540 8617068026755853295 2805878601081297866 15730253618026664085 3997756017792358683 6605797243046488219 1141745456571291314 8608622214175055120 6742699401490429128 3092735970336092087 1946844671017128025 8546719839547087664 6598603347520241908 7707592330926731009 4242844242890181448 3710184250265209559 846012814617061907 
6113613705285645652 2523019489040365550 7437790867907498584 6437116348891133811 2989540380107221386 13331721113790608688 2196592600499885241 12514830598216274760 4963185043690204376 3402486424559973007 6921720033967217439 306780278553919948 14517399316231622643 12885740986493060296 17779198766468288576 6658421849401790240 1709639914833643222 6522495219219398303 15526530336768764934 7132771033913129060 8472077896200313914 17965432028001715591 13612137160062817886 4339798686100855613 9353864894143875112 15124993770860135412 1987824492533708312 15532099720420527513 1305504763660655364 9410973026957832136 4048199110308387257 13898297505021617542 10207907386211580002 16226870832912309528 13349766786198822769 9887474217521587117 15508420543804808116 14113656016435176236 2419502666654970405 4265928859507420195 3464116339217755160 8791350804944001005 7162086999184234788 2352396967590871454 14147167911648134083 8257770807055659801 11858707897445547736 7265261856696151434 2056426293367091930 4911096016542543565 16111038840865914650 13815899310040312347 1126308734567272397 12524974432276882839 7381808397947380724 
