10
9256613384259063828 11884414403718679316 11175735559778830433 13923898191807913765 3350688199822275768 13586510110187665287 1583807337393361185 10056075775249610406 15901220003013022034 17371011344209250287 
16715717286772297435 14823668369986665891 1806052299706633517 942125954704845239 3994496145080105607 1738415621712679375 2031870988774916684 10359041912391567601 5231841825427222922 276592980894900014 
16403044882550684499 9477198360667302228 4462277619376994678 8894008170832082693 678353878690862269 7358536089287781786 2808651622840770938 7816256398636842646 16795900420059013658 4701188364292957413 
2638321734074652807 8641916941408531969 8618546717267163661 14787619838030151107 11683077188010098563 6879653345729821128 6846086971612326086 9268099864520493763 17695974897705784743 13566940508126836014 
14053507235724972166 16497778418993421136 13393910851181585251 17237747535814656313 4362353444120721425 5620812985010180325 12781742161138698885 2242585165183089583 1123565022937823518 3125655354133807799 
11073604830249354128 16994319623838285424 3676394048004324339 2566783390907860604 1648275192392966942 14703987622516113399 7010479728341945673 13458285698877775936 11200841257552589404 5821131478191495813 
5299026115077189605 7584186780855327684 496923509361587252 2047859298997336450 9691419343992322137 2668228437012960184 3089129816278363368 6788051630629266062 15288788460843212813 1941785710418114408 
1335855167888667993 15905588160501331309 900973492588961070 6397390262977774572 14656266736787964582 12285223792245688453 11416848240845644952 11793668664240716162 6244315831470556984 9219423887096424331 
11149314143736857537 8627856484061175349 85138290992733855 12758788247243130751 17164078493858106161 11619136256710040194 11433978891013439229 11173747328637964566 12717065990810966698 10864037717690881104 
18232535953759099644 16806282913607903181 5743032824998443852 15575473380490953830 2587099069620107678 5150321517752447209 14616337210380702191 5367608387351710702 14494188465644903658 12208240268809965333 
