50
5881847014781342238 4802127570156700358 11134258857877090489 13527477229177657360 11523743987286843058 6803345492239111542 15069890278727829145 7497740264771383915 3778908566003263351 1289972242140215717 4393456175130525159 16613709112202571836 17695274485395467032 1599404366414257710 15408608002418539049 5642520791174320510 2200600079062676964 15158589469956869636 16493317096192067607 1974056549095745968 8007767891713289242 3986242735185217179 15054969628119026758 16744632798292526891 14145491571849201996 14938647143445134052 15156977448727458857 2547432294683293902 13264700667752317864 11262989782839401743 7981660326575846543 14097463067875713618 14163784346051824354 11182372422457276589 16556794551453543137 14107713475678798628 1165668575577923879 9205804318009156630 17167131359282577220 6840986529651391141 11441061307243597267 17565829899842607581 17406468253503466377 12354149434339818223 11863150154527808207 17424052488054732940 9981156430928642772 16906102051297792074 6447577023846151091 7407428906741929540 
3946575397417140998 7560842712444853167 1024972728659496751 5120670986797373181 10725834214499950698 10566735353336867194 5257306103686267887 2562560592118340302 10197526143517583970 1967177017870561523 420931151642175741 12709316065743578052 5163326927623763066 16949660328582211429 13246563362296059785 259435597955052541 15525058081243167226 9694759836323142377 2069729501996623411 12205720638470602247 5977604400605819667 7863186899353472593 4506216862937618966 9248722825528232924 216241637320806303 1900015416626679135 17865391812450882955 1724751887945802885 3505083740783026040 2913275691475578406 14107235776081958746 18150674790391239535 2796622387147472062 12657956525563337769 12440540759732340478 293515679087398466 5397729995438690801 2065970199048374321 13240441161346011771 536826395693015487 16092807667791268943 8093173377208789027 17244830474866360267 10809028499242374769 5515657946581933602 895660855461996651 7007111433643335090 3107104794348785826 6163487763457018315 7292063444954303719 
2253324870535485322 15871850585542651678 8972902785018473537 6708002450737863733 14935762504352037069 10302356675667976496 14062777937914533685 4904032858522141694 4250817717426374430 452963646930571866 2637015789908251400 17008160807408002606 8744975307734745517 17394838458460952403 14748624330074536914 6390327481586475859 12194208003250363650 3670154286975165001 9496420891361996374 11337193881383888873 7503891835046412587 8972894256708843420 4962321931685617032 9804579930442364984 17289026316370783803 2356803543637707672 1274627370603606186 12915036582801682498 8105489786340464067 8471214198971023685 7348419445628704438 10219783016244842689 1762964955864883389 5705182880393464340 17058856582309979435 15323170253230276514 17799826917699952625 4637359406807773028 270883402259134411 5695397707750330228 12053714926319701901 6685969059870544942 7819552786253114378 16903633787651373064 15456068296061428082 3295506713800176047 16792605161419501916 14054367897675829706 14460564883807001217 2206167873895844092 
17367275587294539935 11031210882840933504 14853694993242795390 10564447261034726915 4284178781714680216 16037750905980563903 18438912759198785832 166196690794433746 5029378382454243979 6126884667318670004 16885367819251516064 11400529164769904333 8578709089559121925 1440156749419621584 14025022469558496455 1083899654980323381 16916572527293042505 5839147282657208233 14744489893429616764 16788007112225714957 2539206068032841354 8856279181715316357 11440718902495954246 18169746827092958333 10316180230163865549 1587782804205504759 15618375479453708456 649460845665514950 15801866629563696703 7912326290262509602 17420253336213739049 17159071653597106781 356053495890313736 11212645520897431141 16361972142866465590 4269097254108901949 8100156215431410972 3930507073782805806 16247345862458040869 11369943787437272375 14321388143120058826 6919631053488373670 6408101193271209486 10692326351084300949 9537506513962319544 829392338024141617 14812661028220533111 6134530114898665048 2097341257473116755 11669870133008619550 
2332250800383724814 14597234316075249686 6909469595012290892 8586923853858448753 1717365034528277540 8462721858495367361 4417421786128013168 11561406165686262922 3142155967224475217 12697217222367787269 1352446004384610105 3412149021395456109 3137224394159654617 9200360218923362997 14930967344665072731 13649933420475041367 12815874158764066294 11490849996547601037 16921776634006739301 4382682499010940460 7533480791249217291 1988563995311581260 15622138230428369647 16702351530200797107 18442166120611280933 17533942700244924503 4738730195727487250 10777214208919055581 16947321541170818510 16937908223476649804 7829331158904403727 1540486101498561403 8213139883996102511 12584003618154029021 1996327422565823727 9505726884726470006 655115668983408184 5120807483694992896 1407793718489876637 5625932448241374332 13438073482379084781 15559324825305951224 10824671496372816769 16183683053803885149 6240188703351982153 154352330485195663 3638428584287692721 15976283428744826961 12013715509274357607 1272591311090773114 
14445802301016447637 15531540104581965335 18012711523112550865 14173787534272975165 17079407768605087414 11096321730892487232 6830574823911126109 17672169252806125200 199248471527601701 9973339511215754532 17572113893232724728 217483668292452362 5047920053606022261 1569985646967781706 1480748279148270341 13847186864641730747 15937730021894785907 8485663988415149230 6132855172743846154 8475008156408377914 12721837453634237769 16570929899799731590 2583794362676469756 7290990054554064164 14174327431185434785 11294734355369011446 1922313805087767427 11676922133909020901 11383428130965020061 15419571589650168066 1566382655228574419 11288692149253431284 2055394047002920279 2393801535587000584 4728612702697410079 6783427966208489469 9608153701243019320 3265574627939670126 13275900614186876266 13927316903949177269 3405596997445823272 17858543695446165966 12781456070082502846 9118720218517324336 1611413251137261727 2440915853757643270 3547818050220046783 9529221826368827225 15675571490428485455 16401567480625081395 
9641899872750063968 2268221853402888971 14275653273098170997 6869831891734233654 7137148348652802870 2225199296074768719 17585890752345522062 10392008731911441796 997294582888799406 2919914290352785734 11601628093989195875 2539550206280978124 5073951190410367450 2188459072702812215 1454353411451551885 3071905244023715800 665300976616411976 11002187115608529596 1799389480675328037 14000038292110527166 16377087913997186356 2628906382595737260 15560305090753220281 7876701327773617135 13718131037582264962 6492045574554329999 14919619501560616277 12449078273720108321 5644808280135535819 5388182901863165342 11580379580477969551 2202910041789870520 14095676325449892980 5875431730495070211 13989702079604271996 12406433841748342148 6792646793458440317 1877267371566678507 12646603986894303975 6259705390597152623 13178109487043559780 11163418137055707105 9328646721158919396 6156028376242172147 8934374085623349482 12394478650157979718 7131183430259455549 17380105488942757356 11089457455631077397 1773939889266335169 
14269114943102619542 2161530982081332132 2560047938021957314 846877022174817395 9037822843781579883 1244945414320347960 16192201176921481046 1974491710513038286 11229060940755950465 9884592397991246033 5502953948272349041 6444261768375057593 13320783001163578778 9912428998493963787 11230564435057237155 11722966307398035947 12238003122602033117 10155367403898419733 14768417871428668111 11297643449125908196 3252859728217097087 10120454183402735744 15617500169830948634 7962006079520010289 9368276979084446171 18036256578796496942 8484391683278247701 13244296406292574836 13647380155559077651 8040482986425492943 16417617444691507164 10412931339612985712 10865891880003573629 15125978542758524238 1989539298965541171 3947822930006249824 9118802591169492691 5664713485422584668 13887564770956194973 5011048882966994261 16189037849568759279 9506741218251819585 7683664373767855421 5763978941444808556 6021903716363804966 12906886766201066142 7798647328267608034 16516515011198912601 16670286853979412238 14444814826856780672 
4625881470655877527 2725487383601011863 17296505767643453008 3964568296997842209 14430109072645931963 2174027410474163488 8445803134085407371 7335364972758785217 1947906063895436301 12999387712972435512 14464220444582823216 16540827454713357526 3725164485554595987 2495882260434651644 16910629258564006038 15787909985025523025 4901177184300317686 18167346629340716756 13392907852987151199 2706881538638385025 8907166717932176103 12490995405706313777 16859627781274416262 16905663105431285713 5462947690453127906 14003462480452596114 10924752678431038804 15995198952155996937 4443453313426205009 11708916512011125965 12133020612025385692 5455797705737261925 16949933154027452320 13421969663680397952 6046162955005319284 7999895588480797453 15259238153689981263 8906684557855553429 16249413781164549135 748419726768737102 205113465085198432 977066541784793472 11515105868881306365 1977218485636286274 5683031119439490706 12871110120180530594 1225755257996908224 489059835471637561 6534070677443484882 16276830807902826957 
2071279426110439915 3695975567568593293 15527536003176113665 13796924458997523501 4871338321646492919 463098900339877289 2921112664806876138 8715669471680248955 12815822674090330269 12845486367139397536 7796020629669652529 17727469384448038498 16707183684097262656 15891868441590120561 10735042473644696579 264064850116777944 4868929806240048178 18207284818137130452 17028062169264299075 15100388013485315359 3721744688509599758 5529881040236471316 12498045963430273134 6770490783941369485 1127922083729427826 11133211028022698164 18092545681003938387 12833754391591840150 13067176999465128172 3818017761103728175 2500043433778150025 8330625790384646822 112538422232622566 818239494278481940 12447927594494808027 7710417484573763658 10881674441547455642 2944623481337749259 5034938248119423447 6937733425963885179 16375389870043037325 16142684354033882715 18145062286332632798 14980325513618779047 5931065106144786739 7616907897302526792 18166101882967951085 1129876936547604767 4257330534159270458 16659462596874367350 
