25
451543151264 861161623178 209610902343 742748738208 395922051958 261961876353 526867831040 175348253004 61012856536 205068947312 56699219434 137134061369 392352288850 998876581620 235551070492 252591443432 421315931447 169638780625 832931933279 686509615824 700054994064 756942060811 501999436981 725887902387 682412168882 
328860109571 970118928957 739929805142 530107538730 932492270640 494156148386 674512234893 925353524626 105620349241 335398999609 602826278592 967437789621 161274105700 14922223062 186516637944 747926079976 397890951211 451685043020 406095649216 110027501521 444541668564 281774889759 1000040975687 598726578554 400804260322 
483926565865 995644384458 458968318013 702118109327 170689129481 175693906027 868867117864 444340233361 524449031037 27112246376 1013768995002 979833461545 865262617929 534830877147 573596559455 821499983553 625507956290 413993019333 931527307604 569851164984 432780878368 328079314133 565192803547 293849600658 854013821448 
56469588581 559515973226 47439036861 46236208947 509216382609 527842849896 722545969179 751721314708 840930891577 525831392446 785431612786 622139780641 195241756896 127032339313 233437064259 886473259256 419237877682 663638085569 813333086601 611678247382 601087994818 56560361924 889013434960 906707395426 321567806203 
276805018516 791786560276 1004263761239 438206533688 441745969583 844197039532 59167284742 89197114924 343585634659 898804240958 610742828497 538198727991 444833789393 299852094712 396525498331 416493324579 762725625820 1018006210678 76374696620 72497100852 496387338369 160716046461 74348709429 452595835282 527236120555 
975669658197 897189201985 530656337140 1002997070669 1044395906643 204423781008 676962287542 375508916894 460297653447 222403695019 491108968140 265736993612 110011884888 251656255719 995191483840 360475519205 590096120909 374026524069 852461316650 392335122238 810195853206 60098921635 159717452859 385026776090 88178974606 
811094473234 668976455205 214365530261 508464913798 4657920827 878854535610 1071691371559 576403376650 585156244604 9307483503 421704406228 402232802784 1079811995798 137839972132 497358799286 1014966495080 905849897981 271695777066 919109312169 201529829100 688588653291 609104438695 848702991371 128499229115 618401737340 
217534009028 827639274331 1071006270420 281668850908 484189072991 597334951046 506790585606 482088471089 1002483378490 336293244991 877681298135 633405250502 379812741922 665434931616 366497360581 306308824821 202284297140 648482132762 821208023460 240913043109 692026463176 578640096254 987847478506 904885852392 63010642668 
556752229429 303418194233 33192924787 1003459803962 550265020035 518383136067 1085034549863 1079102502363 416920129517 231893888092 648959818833 817967244076 932354118869 418414888414 531320631850 287295757073 325302169812 1012868709895 230347983540 192311739304 419328590626 782700405694 123990031011 146776595159 882568242058 
384141830635 230575593527 36464262442 1025726921118 23119854185 855781239503 586606096329 709953065735 713630934056 669856470799 1068278826207 516832436731 342970863861 898280458648 493637527627 186408618303 327780824464 831375622483 525063033021 684183098958 998319686493 818642556952 1073938794345 461327071778 624138085018 
222461717055 1023803291853 643087058283 50858864577 702802153548 402938317312 109723151407 629311815460 486378318491 25593879438 300156792670 147592271412 630302449338 175341434597 1071001947949 516499035895 873679559722 29390205954 119838605744 703127513278 536552721019 1099275160930 803921700486 864685646787 571374320793 
962143428518 784588895050 3439195399 308007637673 979129871315 240801297347 927469034096 600118678188 227294118385 10600938310 108539665778 588776154815 419887955020 564361422611 625567860905 427726657691 174172257636 53911208607 279081824800 101517511889 1037683341698 747216341634 299911959478 220386158784 42514592169 
116860680333 29033115344 166189499505 753655422175 356636318031 566835136706 975607591444 332556415220 1004114332751 71787369229 18790340475 561054583776 655023823738 179137582086 511486748712 1002680467644 15991626155 871016923341 10579859888 107086346424 791358450504 814746267885 1028396295087 740554607512 801091763825 
312008337515 1007898733113 915395163236 996664980607 523399472820 49272435655 254474357163 24841334201 72844103317 538489391422 8090207865 786391005068 759872578063 478990260391 907937642157 820011958857 812798556044 115464278919 938244685359 209245014754 639878725972 352005342234 182037941504 26382820936 657461716950 
4915778428 114665078483 58895488399 495244569299 152414437040 387756841676 3005864025 173104288614 700704954475 699837374148 819289958593 927194176344 567302941604 241773312883 112483921528 662512683390 828925424556 308951520573 133321323768 679161766024 1045116385545 509321008957 445749413713 947732769704 727145651449 
900020053190 728259472921 201616473386 960265978271 96656153576 645914076435 585788038518 919789880191 623611522368 225290762769 431357245826 667765175497 566239505343 300026268083 160679888176 431231563118 401789044795 1059523641542 131713801576 150779445423 775106574326 1063848589373 786790155900 869999262270 783152887260 
202424960986 558401800003 1017073861944 811329413410 1079842403783 996345375025 261916990037 285071736050 623146385515 654060082218 774508933042 138591007631 192268184611 669468916010 954738256372 960825167198 342445814357 864590741030 585555743431 652578617063 186571737495 1064732414590 653667760259 993137635577 718791943861 
63602750310 571743037213 665631166511 185481367883 3074610069 101547085616 920171805256 291960137508 822556003414 245768784965 938685751924 945713281102 208680480267 1090952289665 598173280993 490275601070 41624140122 251043809681 936664630811 832671772249 1084719886012 62064878470 741944305514 115832362664 311907092395 
37555386815 801032599887 1735622359 536714503732 71581713227 771895031293 440768359849 86422721283 1088294206319 300019695426 862009083196 1789050176 506092880592 250706025802 429402558745 683477607845 807991095170 144539630933 275473053444 442452351428 437096285202 169524842502 10707973567 1062022945339 896504288767 
820012866355 960443388719 813074593614 185764808275 759595487788 199057597017 739927278518 856578997185 167689552210 869142886133 277979535612 680554629417 486393097314 572291674937 789815649133 866277029239 327985027045 192305778666 362514272334 439746466153 793647207263 520139581049 898015519955 963937412865 170128370757 
172231513441 565260241847 220196941952 43124302283 748644402769 10694169519 688932674110 1063154722895 268525077159 331054635701 155617039791 65832322908 1024842982319 200582758587 89816546040 911722389964 725422801480 967129228383 195352276818 661816848643 172446724187 740961994846 951597016466 711268177875 41152999595 
1050121086447 788699618143 984112565718 371173608778 1055278510703 538114991729 920240227233 510455353310 210590963822 425460438271 989280974480 821586745209 752822261822 330257698880 875320463150 848885269559 412698188337 989377720165 839171986853 758808933705 140531365681 1074248921531 797867597327 629802789761 1046049182407 
