60
695630146988949 479481334654463 145704439237365 279883089962826 79396963146742 970345317291268 387600231168878 446169359573939 908352612334209 365229099247657 783448679276692 234665266219970 172688177996606 922716438873962 69988286017307 462265237568825 486296772535473 250411541070072 456433044589091 776944925237827 1048064876763356 96147623523533 993517246993436 428965184550974 711625352321553 713667941178137 783184877427196 368782691697091 794385562624470 124511761922486 210048400096612 830397151074603 938906871499260 954176395361282 69246850766314 501506640924379 771960241446878 996511636055942 211932292790924 624419699386381 38904429199878 1100364196043497 191225437862538 506663209303194 682576920180841 786062417486803 533403333784725 475334282150618 819079827810989 970504878588996 226504057668905 70874158268676 61187342599254 482745886819409 73230737185092 889686596160861 79030552052128 977828477880229 434659321419511 957409735182734 
1087707327448450 411386661594643 16511949034321 526225974069212 140717632095641 932860575541982 334207456005417 987539008655268 757653281629623 1096295093193073 285218007915045 51292183640223 890709510005923 680109803374061 513081373196291 982771676626639 229247998716655 950064552593512 923191950367887 71622109162681 677712704762978 9206908614376 841440021806764 1101256491751716 277890196778789 657117054709459 742966575077770 257854082466732 909216398337625 250405227235407 1040951406757537 782212973398991 603399744743756 144480740999838 841114646440883 556105698516734 38643514422379 247423507577475 770512957629949 539910107630640 61926924284895 491639005185865 749488106394973 397901822094772 673764636443118 132810481860866 392088643398072 490017916616914 628891834330520 523146619252348 424367095345760 972171160348186 430989442636496 380973769659490 538119234612140 961029297004872 151235876714910 803286248063187 677026941530324 646474878052469 
26432359527286 531989668890526 276897944863655 645595157821569 941055150129497 340407979621948 388413841011530 520217310806812 876781409001073 161496579281105 756687707081337 789644040275267 112386278805492 326981942233901 945176696953535 181304209484615 766538318043399 684592302174681 549261821544589 170494073045799 822935326026971 981740107971956 777383814989689 725285967934230 697656213594537 377038674656554 110014188613011 854936749207566 668321348107028 13686107623339 766503665179504 877587966583217 1086368103331835 880467219957674 1089934416724479 1060032139201127 1040072246975646 517104857027159 851131316627415 179314070267412 131376593266235 812512702606376 860987462007128 812203180228233 414817418336343 336316515292241 164349384140150 73140085022997 504902153596878 374517844251148 412576187829941 498936136355744 260028177497298 871021009907252 493193098461421 347203342404199 1020053998882897 746311133774345 217274995894292 760787455339901 
522327547362956 185235602853376 209868657613692 1038151093953213 843796654489167 275238239025195 1047664753204525 782278003334847 1111252476470252 313590929624703 401189162822182 484486637391033 925912312507924 1123536597176402 342128554011388 1050819336587342 743890156142563 724136376085421 783552704415543 441645041155616 183352039128300 685815008897375 299027286919810 1051579322588502 846457677412321 208312488681785 70259700230505 66804065833018 910000718036959 206771155752640 424568112659516 1072749525637672 789640187153099 36999752218622 581180050172242 637870674713414 504385165317217 1077588116659121 279729331497793 958795119192532 782379336130159 175314524037662 150483488089298 77288382615281 756429730114717 1055828439163335 1034353638607945 993367523347818 524529348908867 635559047105478 222459499891208 499691135475235 468456128563985 635221602628790 678695349540169 503180997750997 833188667443600 26648261470737 876104175112688 125096784817954 
946949331808744 131363508641233 283167418169908 736013717680077 313488953918257 314110802235830 849946220221424 961233514364367 862416021592983 159326979698410 713040336046746 1030343132417146 1028571536694897 878984588615126 1052039869212047 803404502593813 789804923791624 11353169680135 683490514144830 23979149306365 543398658207796 638725786481073 509559739856162 146796202477663 1029675967582254 844437902362988 275610219204539 770537840012936 869859391608912 676424876979185 633595368781833 882006349611400 1041659838282472 268383069422825 102607618729208 284852624918486 200298898663002 611313758680682 468161018641798 734780438447210 213726497322855 1047005599879780 179733083185758 865094372395404 1055965486808876 371319375691812 721230696133204 451366807236556 965970898036208 627609846487843 361402909986159 1012627919094426 1124712712597302 324860523402545 387919878722688 68028522941660 288845723449809 1011011117471598 401140714082673 349525781608642 
311178347797233 637125515929819 686553249160801 394745998128960 814906231947147 806493740615136 671756172817022 1083794381249092 366404954309292 771875195364235 376097939274837 781210152171086 263682802799789 800487731140946 1093338707567159 949568555639409 790083950987445 646342516801605 140012507251810 285533955716273 941284843994173 1103593514078253 1163378226039 387647031141181 142464521673345 512746956243465 772419735869022 731728373212765 893015403625882 338695653281510 264565502032250 795901460834288 1056481397512143 577212664474941 13389105404640 139769779014587 913696755725730 357237010093452 923118171074884 839862553767023 229095887110981 90225035468623 641311917725410 480597784373005 684734381585002 1124371118716695 720377746007082 116063548680827 245208238383034 1104919765312577 468371693146375 570936127937915 652188876249966 471473930708301 1052094697640894 250378491616449 576871416904083 421275663947589 932328743202782 989270773649343 
550453699372960 421330665917375 167532333809835 199252889315390 677602006069408 141528251438109 667703158186872 174194613459461 589191961301638 75546587417924 734684083035000 299217197407314 69060982856264 663126680509337 627496946999254 45054522391502 471622783506787 1011824018894688 1072345507774809 672984679178619 730368896826167 720283956985687 654991680344459 702916465114737 934240895317407 1075034441231962 947369621997566 352245865693294 586589923507890 1010857428482524 552822379608456 839102560722705 348644649115503 779921155026165 912558686929541 996188948878508 579004827337349 155634022946200 866035540827460 133391591627662 399810292662206 304987396307761 291879313196888 991878505206293 219161354474031 840822100846195 1087924030972101 675849028333600 44462402802459 876281933536590 371125930074977 805804309678299 897844011274835 261923919242577 83107734168697 1068958456556805 1056559088830928 1106782429177042 943969725094191 1067446673201076 
506283454197114 983619864339979 380515855845664 19326527995123 812658762892414 714938866713929 494076321107046 826618558634840 278215689513485 951477851028223 249090621892523 97166159667934 1106262270742687 507858261782283 618095312475595 201388453649196 133301279467700 399491452523440 513322701279110 944307152187952 178981189815054 446340478447967 690964603284828 101358633974538 1042370403769232 849084156854975 755326287153901 68174172984998 682390574470706 795946750760021 611159185025709 944303640396474 653270939226891 19407614039840 476001199708382 1058807053130385 397774354824665 1066950362552319 719434457407327 862211552822681 196006598858909 237478264950344 1025412970950026 656796429869056 798770116621775 1119641119740650 374462936328726 453961570279981 380206402640575 825501269622925 658776098876260 458307477066625 1091111143575017 246258499669623 295832680327115 998212217796464 347285158181511 334955665251652 664154185843512 17880328066868 
965857059580988 503335948725067 93971039980475 359123286208458 788012459978019 515810691904635 215732756099913 346197915656492 991625662472456 691013528992300 140895253963879 382681757968566 894122970611492 155001081915175 730256312940712 803582484965444 896456748083429 164966040384881 382118474867035 239988655382669 414044459217389 910001982642003 364195764149449 1068312204233818 1045077223570805 941124714947974 260223887270709 576109920169017 627912611222399 133255934197648 359244090931852 891503277320032 811594974799130 649496848514511 147717112373341 301517447201189 369582429915989 568634913671495 415335425267991 482097870058609 194550472216018 851980279039449 405567031163692 1089657461271455 18724864722207 249582659141921 1096740700845552 727429237431483 233567793061458 1116186000574084 285294852045304 59820481155361 315517914649428 323796501384705 1081246926706104 911371914507708 498603334089854 538038556820911 829634321505011 783383245257513 
163432289029170 219507863627378 267969763076641 411941436127846 234112357540708 1021453371528983 139001588257177 662476020678799 454506251603807 533629685543658 229208384660375 668484012750062 872196465801180 3840754165173 950250262898330 577117818234009 37613328963150 72918024187812 127875110406084 768633926742135 992838895532521 856873024126745 319363739552840 125690443101832 385131297094224 26274264310228 659078689004215 54909283901722 346382217584620 1003244374889316 1017938122074777 487445059624860 846164922856158 669093232854751 57361450643767 430884637177789 76074496666743 604503112652935 1118794348429731 724098995489276 911699465600931 214685011262210 958844597906027 126441887826372 493333888841996 747727327180103 95948478308512 271990504201677 659747399379830 446433742337698 57968632345786 1042074614028655 39752394185140 179818660613175 1091650273527901 155286854744546 829070546116368 547170910361346 695291366931505 736900546210588 
