10
151663 736326 1007069 498966 901849 815522 49499 265899 245254 929889 
299384 831531 772115 767551 913558 434484 940701 386700 939045 185204 
168331 905467 968346 826149 167893 756625 849576 585878 855051 201187 
289555 464580 478452 622118 48456 277971 682955 626653 702577 400128 
1022236 362998 366111 398679 507576 915035 685606 439200 90495 699923 
362090 401016 1027023 1006388 160500 294940 257511 956553 555285 925716 
973113 23701 795240 152843 206517 722314 249421 144390 718719 497659 
720581 420584 252481 1022946 35131 246484 383719 738472 880565 404993 
427636 454207 681136 16953 521449 892113 978602 369251 322189 675408 
410987 704083 110592 956131 268539 180113 175348 143618 586375 155085 
