30
1018723564 811186743 34814470 1012521479 530815508 766259191 339672137 333829571 999145673 133293691 971419549 590118837 600052409 419269304 73900811 855873475 623763856 1051360086 537925898 549113983 598388743 362901353 596244697 757396551 818945227 605747273 790176839 427114155 1017151824 774292570 
864323476 981309514 931060525 484918256 318466318 59289597 239641125 688951617 6247007 440249943 34527550 769775318 1051750277 413736987 416002105 563892517 654592587 1009307091 535934705 1039262172 466982257 326193016 838336998 3210062 705331409 1034925483 995481223 870696102 781663952 627372385 
340945353 586458850 437237213 586016184 490792203 963609090 365730465 179023636 475859732 880316246 32319852 446687225 334024659 192756471 424449408 593938213 393212012 571768176 908290434 628210686 1049120021 481608784 873568115 42491961 546923563 380078931 697741817 336811346 881970538 471023028 
613043322 161406454 739270472 1010669340 175383004 343474550 668925951 630363051 439350714 120577123 748642220 63516345 498081224 17211107 154315848 972200439 919950828 526793460 711816506 469469506 765084338 396427521 341136605 815548674 335417274 649829223 314328244 333258806 683433807 552856230 
216824822 1010183428 57827545 977597613 291177558 1027652848 905694781 469772521 681654511 705045712 568040834 73773071 934826938 910379588 932483972 994858853 470261563 85215772 431173273 1042991824 1055971502 402433128 544817750 345205737 508982810 298233660 408697921 150548806 837118880 348171717 
118197330 417179274 164272796 151191887 754551615 857027195 506849686 222875693 896005836 655840066 926900683 884596003 296075285 349509078 825355243 888966880 1061640737 880160010 146957926 799297266 408210349 715085576 893160131 638045993 300317941 2229624 295403337 681769285 372192659 804676779 
684913616 869172762 804034544 844209265 979084159 1047370636 67029317 476537892 728839834 704227575 458542043 293684369 635762408 626653354 716722033 1014761320 553335168 831536740 991168286 704512321 347670106 627074621 576569532 50715774 886520734 540414371 367031405 45714790 89218872 482576317 
22177238 533930330 678975993 677388535 705047534 849667306 837426206 307723475 928181180 913790912 140223599 765843484 162130907 31185465 320218968 139883530 585823474 352038437 445105669 926313313 961645307 1007533116 91921310 443377465 969995195 289469737 418281752 645996798 166413902 36149118 
991443649 484681398 261489305 800664290 165975969 620111802 359549377 846197949 307783321 757796865 478622096 100476492 124248945 195124030 535687525 375322492 622078486 750009972 977010426 709469748 934111023 288706254 602952250 27431008 889569969 1067004749 313783865 1042062757 572207199 358705305 
981317345 815580820 352664241 798286115 564823106 566616254 827624610 285535703 296688254 546718791 395596268 669486729 950590611 925502803 672884347 37132853 1047877423 95051989 114616909 127167351 840933443 803456939 728204781 425003962 854900573 821636939 993289618 152183694 726530325 332622503 
549865104 13656612 225222878 737643914 405358920 253572216 947809995 549223321 209809064 1009781012 391427920 607683816 725063532 287311772 680970476 589141613 494069738 18421398 719929299 559940082 614470890 561702458 665007616 224060840 157166900 878117680 5257403 909874979 1033724789 868775633 
801009307 805942982 241849299 874813882 73134203 255190221 1032428896 940991833 85746685 553953277 551391777 753906479 355379052 302980091 670397828 68645140 8459127 522673350 760695786 485348609 330569170 65445869 87041639 131224106 242064720 88010613 223834710 782012294 213388482 529702387 
241446591 127473778 478700720 234532194 774684864 270438059 1063691957 353232872 38378018 247574259 760700591 450425544 882333702 321882990 3725105 956774152 857512901 243269708 863137518 706519434 784458210 293447148 428249062 139897121 128538356 895070150 405443081 207315202 442846243 686770511 
337538327 382465117 690236338 776095871 336466161 138780092 796421161 702459607 211237192 735987558 736378131 559338309 452661674 758066920 252750990 845296061 423299173 480173146 543323154 975940868 479870552 761194602 597009528 180245890 465452538 647265443 94328465 574882218 126632178 367846289 
850114178 77740219 146409791 688982796 55033169 248533926 741112682 400206671 979824864 921672191 636213481 716766443 137826481 273709573 321910045 430547443 48261601 38906955 334850602 348563046 580843757 157775018 490239648 719640385 816079314 354266589 181690876 882020702 291369692 706255993 
1057973140 961600372 811811430 212548119 865966342 1066512979 910909561 600001167 57394790 369453630 176620766 871189582 1050476695 310775410 163035917 675355266 837613349 250506685 1023114149 583101187 33235819 1055593289 212979035 153416538 521502214 737430468 134824662 964411717 558477581 369990329 
869189984 169928321 747172172 505083730 968408336 289830276 706293914 458913731 540124984 249401243 281266774 392533683 836200367 852292104 394330821 678338907 812227014 1064837994 816071222 358942459 979471227 365801719 316381318 480829369 691195573 423534652 542472274 404181602 889487230 952741424 
167197807 735969292 833268055 225529267 370641583 420541126 389189400 843139913 250757662 922114741 677409843 259160648 866238395 455253435 806414624 639878318 420301975 298007891 881262497 1057742280 155213057 698443413 401760297 360931893 598648240 579181438 968431641 721380679 470344881 237278637 
79981299 652828300 893395579 268424404 566289429 795318494 659539562 717634672 293601912 975032140 76072666 710336585 1056545521 803503094 861428825 782236183 734741755 1002190413 277860308 972910965 720500490 207528767 1044342932 95178603 761187098 159215797 905840611 281233280 1028179818 495084933 
722854964 360072757 490307545 429508285 476573930 464229836 358340948 913448044 662182434 954690073 45126303 851123534 359537421 38257621 1005718056 514681212 673643989 986791171 20493479 219461088 174033168 982234633 173729679 274629075 827583833 211259009 775387979 431143482 106599737 1028754358 
187892439 639707147 50073535 526025471 119716981 244907624 226925756 630450320 791045796 941582577 53542246 1043760929 575989944 153114401 808209744 837267519 988165915 538499633 794406707 1054953480 692532092 1001984599 383324135 478505371 928557907 31568698 986357085 749034712 1021999718 660845800 
990429018 325603099 1054658467 1035671247 234414363 395183690 805481672 972563626 778768763 472871541 867593384 489622325 1007464539 169938539 276228238 678969474 577260058 1030499574 79197802 359285905 1044579133 573886618 1016861910 248514208 295151747 857297706 1030780937 458308583 819909111 860643092 
937678718 1034376471 699152509 630760326 641947311 999326663 663549493 744446967 653861322 950461663 643512873 534314201 789875774 192915329 867263236 886024840 528035314 250795615 331216117 752891099 418569202 54294107 702738703 926897366 508132394 1064821400 953837218 1024231929 538736980 681314144 
987087242 665800862 969593123 535120706 561934384 364870545 701808508 241748691 213621448 1034757894 90929726 487878072 549217522 113168881 640669434 1045809453 1054068591 663153510 162582264 901602073 534766772 109525002 580424608 258149179 449561069 177834243 838915520 127808464 304429522 307445473 
185045947 595335263 47862638 823146473 608903806 370874410 197450818 983928029 280705489 627926788 604628501 548568086 1023350185 490085781 261517420 596668341 617377126 1033454548 55517944 174459121 457003522 728874793 885732620 898747177 679488848 306229687 601382362 924463053 402691035 815963494 
693372947 307656105 279531825 473410839 695153412 880061736 492443469 934085012 707889761 8970058 62985368 501029715 331754740 627827639 135084852 717471859 342463656 229019209 713329536 191702349 138801893 428021746 873937923 25153639 320172801 811811203 55165911 1051117186 218909030 393960321 
