10
11545914567 230891493042 207191237497 1051294679067 789603685844 130080403558 16999259312 13133105293 1072894637481 403811641056 
248922039784 572176859082 47649117464 865271249621 197509939415 465813161273 165278114210 176319599968 349912442242 903873871880 
795783305432 491654708381 191963336212 325198832569 836887279685 167315719203 33726564435 231662189347 631761982299 652091059807 
858904809458 161188471975 449410763306 159196989452 907694042347 793807287363 370793823691 516493844669 354092595626 935170747677 
923011461873 309715710459 227028815520 667437770815 903062246283 30597895702 1041135696717 177673599803 10790059512 649313120819 
328076885540 337135016545 586852172709 59504410784 877672943704 50755663256 777125167678 967811921000 955622131937 350102664888 
914277059032 836021707029 867517240681 346209125871 605614731868 873499762849 62929041839 208458847419 834294948158 963185090457 
994449969068 207860911343 425160258426 989263386800 923696942567 778139088832 1025034219213 535813981823 410840536921 20670577209 
17125117788 639769227830 499276070136 636916976040 975363683061 300355023256 677599079891 841696384612 753169379173 85714799011 
401371813433 1097089082268 1027182082142 757113509202 500237887086 445503558991 1017435118749 468850494495 63202683365 972802944148 
