10
460631 672626 492792 331043 543197 187814 861658 914771 913908 80730 
827706 811475 554207 93007 815451 732343 853005 987784 302087 247946 
420452 308748 703044 723945 141975 127172 39745 704594 370547 642873 
281621 778955 445488 128821 78137 796691 440445 820171 984427 778776 
573076 190591 25433 544482 879738 665137 406756 627596 517312 399628 
269357 949120 923780 735448 524565 648577 530293 179237 370649 390374 
649204 514203 149343 988879 358370 475959 418233 493160 539697 496742 
873415 259015 918178 378115 482235 342272 69904 773915 728190 929927 
118718 852714 351057 913873 374458 739705 902750 231980 678809 790118 
990323 783834 255137 37356 981601 244267 213223 598180 460065 827356 
