20
290188171644878 557007859285660 91175380079131 1116861194090449 145687644319168 1039205595538337 506969521146679 986087476313993 383403890468687 698885458987706 1107289459988578 553429798083014 90926658108793 534549850796302 685671601291903 157339713182176 411044030457318 872784966133816 865298563137241 785490181848470 
843586450368734 1029653551539099 215706362294983 133484310342518 1064460990439850 421758991383934 649428195834689 415081734073852 10455299895270 952531216093836 502841202289673 1605238573413 117917491459584 560572565004379 866101892596894 1106694479167385 332502860644634 534806511218742 567351065420949 338344881652395 
985185385932955 1109600420384131 198466083098852 1019052203120978 822825564810382 1037295159154054 903033924110669 162938296144280 456589656098218 590745621493353 1114881584742936 574526402121998 225990249955902 341669280371565 136836556585999 881941512735611 966579073869943 822287173432445 820553032654027 898972044434725 
205946831258367 702818134310292 231963640132755 554641318468584 292648876988016 164682230186362 692667856903843 730108120829067 900571092430840 877397869019119 932422505411800 38302556484051 831576304776751 66419630651161 605368048339708 187278882167457 502281660436387 995632078714380 279088847316895 224342118627127 
1070709443459065 437467437350787 878618797504761 895144591276430 354534644639073 203022243608788 827393533333337 1052258546879439 720719745826502 788077365799027 720287429296909 119185279327087 244138443786948 943955137982212 116168945281568 468486024917337 594593100652282 789283543441375 1003140609385475 733906786890756 
912760411409583 540580647794156 869554761157932 780354756599106 678930212901692 710368241294192 552946968011073 52217937232269 826401825295497 581220067512855 959953986059840 1095998434418547 547306008852614 864805201514534 938663498487332 415569245434686 244349744313673 770314123972181 914412280272460 41253477850524 
720785705335141 233313676036425 463392623598640 1341361927247 478000583024751 111142218899672 881839849761897 415629471864641 116775145138980 636871025307621 664349885133300 557103592789109 947545815898983 424133945541444 782235896973259 1108942640137007 961072699674589 971824842675441 1003810445331926 400570497906197 
595221233296272 247974604503956 159311604136166 124282026262228 927727923862011 385124846069083 476722978317865 284152380327837 959685001725686 91194322284544 180647986240750 494069188201517 731691762566422 801315698325989 545471186944528 585332354598059 1111123855316008 303852739956160 397107261094241 758781582762109 
514787046545768 34053774243002 833135579895315 464987880611820 817355942527605 139253152123671 748275200522730 533910519653505 777560108520090 620655556924655 247160634406017 568774216100518 731179610813971 539821863637798 977862407450950 114816290395103 356052113754521 234580196367196 133855474608301 46750590994021 
545922603977305 502193788005043 133447102209232 16300900422184 705977099886579 725667293497314 616927278079582 947642581439378 610270446806645 269990594066324 476079191054940 667025449295318 1028732667429029 133907126727509 1083496003020377 856283941833590 809752429359520 1076592555730826 96789665444290 738770058578020 
990719488615220 884818989269550 310513508734201 294178751988779 951368916435259 896414465007129 498677642891089 899581071918098 632676526444545 438605043937809 140205699546331 539114739434790 265546693887944 420881381963657 4210141244423 282344900917716 70095926999366 473738627601183 860749831703408 242709020098793 
1757221093569 254125267523427 41227137580381 83667671281840 1098524685616478 326660323165603 1039424106162049 673533233180723 468569494287358 468552272815637 989119246445259 679579734744447 396530041481816 681161025955727 1076461217281748 102546009297967 855913357463628 427216253101575 881443741905594 541382825529339 
1090113831730776 535382977155103 1018500950942172 807100805638235 500388391091965 639869002452766 392679880765587 838336110096966 642429775984403 766556583792501 1091324393207013 28732271489185 155388939895607 523331981069702 469272543181730 297105217845459 193121834254591 629664067098782 495414403519862 83837955903212 
934432033238392 34033131082841 520268759162069 963727164920183 31206815896378 553652030175798 460897656332465 497555933828469 432475372943955 942405292419938 493814097991839 498507419029636 55842826346006 372887668387006 813953301004496 409069917960732 98228624743690 581584761844299 1036800196382149 1120991079074093 
210734818464814 146935698838986 907986425236896 977693291645534 347162689257424 625375550274754 1052221546140640 1003376875638782 1079100573889485 1004824252418802 559696737993229 773549643465030 1094584128141700 762908290944098 476349209891614 835688741382924 889894068735333 904093933971677 452148385172261 171042023793143 
310004047025536 49974608659760 509739409975204 13414054010001 125836162940404 418323382751378 415984080395773 1103032375354107 1080103717249648 974671138337418 1066855935056584 627323836798600 822870976575671 448246038578968 90998219993432 257556960658189 468333835368409 615402280276274 1119228257713289 467705374113321 
620470864156649 511694920656323 305171110512447 1005214226975796 29793939915070 564512965633824 653320785696762 467983035040866 880415469205385 588136069076502 235057586591583 996037251102635 861803949271745 404871945014580 1041491479846984 104243131832371 897796792073927 288310067882345 368348514813241 585607356300803 
151425661466698 288208293933505 249850866176485 272090569213503 282940319902401 107401333128273 356450948664575 575824843598841 366292560117896 122237317905424 1110552378858627 383445991592267 203276898933469 878060256832957 1016866136131658 202190075637898 355491145804960 434931484875613 1100306684083012 286706534185345 
838394508573443 474718557444025 650887851742555 240828420162059 942539049236861 387978789707036 646405447887428 777334918011121 908800681776675 26391001245286 188845964308744 1017388230205670 874444161918333 699225400709379 822338814563116 94099092140846 403803906210296 771310219689763 758476599010606 819877948102712 
781724251151775 410337090710270 899215816166677 248224106166419 69524549236946 879633689439729 1055400327202045 1032567902549620 97353867577178 304078912361519 583609556654775 227139775825897 744751616257212 637466370950086 529898927395881 749030306941861 651935956645258 662975627869414 288446175443765 199534932986881 
