15
290456 958773 421797 486083 388755 1000359 447856 643794 205833 252873 285929 423769 175966 71762 205120 
269714 664853 680715 777257 583845 1021111 856897 434639 43321 965908 607191 201704 639258 585182 909437 
904809 223954 824335 57204 96799 826726 738096 214005 611677 652956 582202 677370 551953 438007 213399 
813335 745246 143036 920612 270134 277756 222493 885060 137437 819230 590568 27638 11152 728379 4059 
730138 879094 921763 497517 459758 814631 567608 60154 129892 31443 646182 196171 677661 750981 457121 
866748 541083 1021850 463548 1006679 720551 712152 441138 922977 520863 26827 911549 48493 209536 303561 
544491 379126 369006 989096 285272 887193 539262 559279 903587 194217 266193 579951 537204 427828 359710 
795324 278368 3169 634514 183915 518078 91834 934931 1021312 267698 551324 160603 412575 490726 240626 
222252 82640 479965 709101 763000 698756 200183 461128 890920 233350 157549 68480 577618 723609 430848 
16969 153987 145501 435983 38492 1027080 1000601 737232 349088 949908 438141 267914 1012717 583756 314462 
744569 580507 614294 323868 922331 690744 221006 550266 761581 241788 469453 787414 1030959 557871 361499 
896798 310668 172988 990568 205051 1033913 966791 1027068 742221 737383 388964 360846 116801 468607 204354 
348156 89620 217229 734616 709373 378428 787202 1031148 47283 580558 213989 387758 445901 772774 406005 
421521 379797 398772 681503 153300 947595 58701 786840 871702 965711 514640 1040616 1036873 781763 802078 
653269 431749 864234 716204 956778 674539 1038683 755194 319521 365423 487682 917063 914031 17927 869865 
