10
929433640 340006539 1005381155 57826936 157005082 20355714 861358796 436661639 249980526 7542016 
202976680 723376731 230664442 661124364 1036189221 312044655 921593994 379813836 188189983 624018852 
8362735 413993273 979465924 610036242 924137678 824789767 908537068 95615682 9504803 703606609 
503473852 268969607 63253451 39188946 401515092 656401845 949104353 769499789 7635364 94148615 
986973588 805711169 188441987 915447823 780040199 847074620 948954371 840097403 711077294 724361813 
135657865 244178524 129537695 971201263 584793721 346116457 106314603 643012309 482687526 770042198 
783348872 434149568 1060467754 354753266 888497092 205904809 1045401586 734085435 498291143 385527823 
955025541 741776241 752578573 696823163 200893771 157307862 827752918 136110193 168871136 538353373 
686190799 724170787 115417786 695453713 63740181 977868189 966878455 340606348 999541782 664407443 
483597216 871189908 915227120 983516739 737622799 622777851 66279300 657475234 304554284 682296804 
