85
483529462518 207319428683 163371395778 388283269961 887569525260 232767948047 970570760030 994655981284 929395624072 947653949112 404960730876 175542244464 363756968767 35611055294 92647705824 1012392523258 8079349067 693726992802 91292923340 323862676678 657724158531 731033775614 387221879637 781825481554 177719391607 434802374753 995888795275 289511589428 60236552291 897903849772 438006820964 584909634172 166223572463 642908360826 637689359518 957283421009 434546172029 1059709470536 34886526221 978593647563 1029069448961 579215879476 783008232643 1090653567766 83388594978 258333751791 586909888589 124392630690 813589395823 762732836503 514225112405 644032881641 1008695198900 871421275816 639074507366 977726082243 911251358317 310519044435 760476782227 958174119376 170423057016 72845720931 64617065223 860464398139 296095854768 1086448861814 1042397840762 196096606871 666825623825 716455612182 581413014915 748586741711 219691365059 962341715676 285229516321 296835920951 49752088598 155421076748 353782191949 889159769226 1033794775343 291844910969 244673399358 27122199592 954767072706 
173469815634 984572384974 161395278228 803834787261 758739815223 566824988418 957684246098 265398304079 853309756709 601444166370 213168702332 91032848630 641576940724 87494902123 955523224440 800402689510 982913462835 1051072965497 786128527055 1086768510645 279564472535 927690367205 835319004301 1058802279840 731304400803 871871275545 363337172365 1056811995442 898901394989 575433635872 581028862967 297114923125 244806713512 389682882704 176646863422 96760827828 87609529897 58661093677 678458634704 829208493469 1088107850626 810682683565 320144565434 103171048229 1059695646034 860829598066 700758832603 480969120227 49059777772 492036771330 800975290816 28290534394 101052705614 554036538025 1089394731178 1002937790630 128601707217 942047003809 151375753832 225742671386 171961497443 1051798780186 79858293056 1058919968238 547445018847 2667430943 772230884626 698334757193 1077292253436 547637436996 375395959649 185949279562 436363657744 76171204481 1061345093328 240437207659 524538430827 820654235257 823390932601 901072805732 749277259447 737998774891 551884385036 844185593887 516631996556 
229473589183 915105237120 920409060093 26215698278 59890303765 500265977829 342061275187 699306278419 675924629184 571294971338 1075200579652 184792406692 149597375700 465300267094 315553857614 748007533881 841769692391 693033549334 23319605455 122939056173 807091512841 522785287286 778397818872 777954096247 191046127 712467955224 734732956214 985575214183 921344431199 399421168169 240339266133 623013864176 495381998663 931762752469 994249190866 1019606261389 716572999366 328189508845 355606693776 524661621329 36720715239 165736350707 317029015003 956021333039 926491819736 713412599493 761895006492 642079059217 555306542169 309104655276 610086746917 326808579154 350237348162 687611834061 824448110044 661566481964 224245936373 289366099857 803514589407 779314271841 632346736034 260755482071 236340848654 902857187142 613109103130 27726333960 908979897762 602668917420 955678585439 586914870233 87079285228 435969033496 563996967593 482170068432 15775923340 1016578841393 419308480015 500284104428 106069276082 32546107362 166987669820 386090196930 444271394487 530626318045 899677624523 
179905821222 630752139286 505733205482 926178898096 753072119766 868532168188 982687517426 736620341021 727216423524 696538944047 1020641548598 992147623349 825501849079 359735196134 282783411240 937926705491 256600540490 292376188191 733682629471 826524959042 1013937263196 413151304287 384280073461 460115133735 46201833191 861125972941 191668684078 39095706053 565922972278 638795036989 680225282731 1052624609814 713953446187 336275910723 333015297228 925978869324 748063869926 887593305615 976228027255 459437638265 827233645915 262972284979 836482743865 1001071530445 97398227784 462117926992 1017740250501 143497404105 1063376499576 70377319952 938362487782 816061056076 839513260461 50108562257 109274873379 21719523219 923134144199 981516024002 195211411067 1058826112751 100597882456 579412450128 473803410597 1001431149265 333441882512 446855452878 861369078433 649583175883 1052988250227 823296180275 1036425007470 530634114981 1062378991109 794460131766 380612404293 999982852405 523867276412 14071218269 631407586157 667350285955 428346236394 710433789914 79594574440 775541975338 80969931276 
701117960995 994430763164 941895741577 249806309053 509736854280 645749516912 78515488059 932904017637 297049161720 331073008351 380345565552 521702139346 125707795876 886568309333 623588386519 640725082850 464359792798 1053337857873 164498571107 993797328443 27092095479 537838260404 40869645980 363442749169 469114706741 930114425701 805885994720 260975331996 643428534911 288680222862 930483860173 346940621288 916631692500 402260869179 565374245728 215923085109 1093772671965 415212758974 775648759305 319498322703 958414185324 1051338937476 432505253638 234158607595 392500152124 392403908818 54895478891 951214225135 404363288946 627861609443 1086721103739 831965994969 1006570776336 141040103320 246463622545 720760543527 76334288029 871876503143 485827998867 951923708171 910692414765 390857637927 168911791383 665639003554 38851578120 269179894833 300317794882 837117046935 103283559864 755658745482 435215199648 762806739911 1039452780751 906038039540 530514480309 23227707634 292436599829 924943987666 89011283783 178521344626 849421117961 950454641138 430897064732 926115316316 295769567822 
913086624392 68223509528 1011960911774 229749608195 304594546090 190868880157 691908758504 132586445283 337893896470 834141740889 1088457240660 398541450270 256752136967 743345987919 1043018815657 1010333531919 1008688029342 775263484937 668733470115 613742388414 822583752178 183758648335 145701688325 346713153247 125123088289 963337266242 576769611369 910784212865 467353011089 607996419117 434491127025 603282219119 286259479678 784898121930 22154478544 922210033186 795359083514 264934119843 370746639970 298281846192 570623557353 441493825813 728650187500 399149040322 1012758178570 241329731838 281306848058 958181560486 416409892404 881822682463 975115622057 320644227615 776593707496 154186588974 634665545482 723192002482 287938988806 528078275550 310339775359 793100609539 12050361980 147557900919 559806141360 649229930110 569976724337 599684691468 811106906492 833504146369 999890643805 269951836419 519754752639 786568180580 613870376555 627309537309 130648813939 498389318934 568192828135 384578543618 154083329587 833912675504 106146378981 141158176109 1068989668563 577448276922 497849299781 
932572183723 74133376760 499037931952 772260973452 490289587492 159296323987 874434639477 48213387242 1001432787334 439256577419 171174423756 341581109092 395977194496 265437896590 156423278114 785815488146 118371348376 120428934231 61689633703 466222390522 712030094873 316515744918 330580471342 1063999441371 783808401289 151753908309 226970520904 42441681153 475099289837 837262227949 529930358500 445684522701 489400230898 1034790537354 346353164064 863009441941 190650459093 1053718324899 242531056971 752393570409 1088020121739 931796478510 824324018743 146564054551 1003378195564 829304692138 597193651255 120185226048 216946387131 1090969760576 969205119593 885290149547 812353785071 807601345143 1073918724091 831731811077 51602342480 873029309844 896722268493 696346671315 925588084888 954513231884 685912268840 255099920214 227006582384 511001027146 798140807744 13861639577 835034913266 311846903784 37199862032 1025506532372 153118077226 1098761013712 430426586723 384846940558 960580105407 292733386358 623844712927 466027394630 205807264339 887320253358 184602060511 1077074265300 532545601602 
284739994560 400741660512 276240652943 446815733428 937773337667 277399184889 19742253125 847660375859 612534982634 308127051328 934010159296 457686077913 1032658462026 535911617563 624526438415 175360692397 83104997542 390341705641 662972195326 215188360199 725297959972 1045994196009 308760799441 278928720553 527033325041 202492308227 574039988747 241597087088 540478264342 948907305768 316972643506 196053881129 12935642416 517008672045 334158698888 308279766782 789195342531 674032967935 822072642091 290906284420 118112270150 82775762102 190592081776 930947902266 287922594204 738449704651 88530346296 970900464256 16832090923 594217941460 438894046420 475610459742 659849905401 522364775723 1098877540625 325253600748 817681878652 951000985305 662592291529 194802517082 106524767716 91442875571 152564375753 298362193105 695685309704 172866324573 28385938402 511553797067 1052121939754 1076347023132 557912123894 1020945426260 907165313689 902384117126 665065084165 326132302861 276642574599 740023684866 928287310217 780523171707 470020548002 451687362481 359669688470 392374654887 811685652703 
388720821846 488673924017 661929299252 1094868006914 870120530935 372014255702 856057301604 72600122192 871671896335 709665746098 417427599565 529576238470 7566365312 645041103904 441472744290 52633972899 876542727538 912570580146 963459562458 209358328259 665556109692 298772153853 708044633489 45787635131 878887906514 890485968312 602478675498 235404432230 31903426672 414280081701 107157546694 32825709504 971687483821 1077596414657 369406119758 613268903756 260413347188 143013782432 82917472977 124072236200 224675315901 931952862209 339294050184 385800754171 602284300252 349739707753 826695345806 123465197214 838962564263 492436579239 759412595386 542440878796 198917670054 409819538009 465979535294 887597714457 1036742218004 657134276625 608840968685 533574654486 264217368855 259168549029 903241246828 465287748059 800668023149 578274390011 819249212330 778519117475 1086156180311 382822036377 775166877783 360210459479 435344292205 123375736168 149055391095 1045014813789 57147028401 760792565005 1030675812784 542474024264 266337954995 208734117868 1012623550260 203822163195 974346743560 
513689554563 617656652375 447849043326 976707348617 932679393204 18563651551 965340308235 505243702656 520289520489 779241822928 641294023893 516523159749 611072606458 852977869843 564382519198 914339154911 798258504441 623983722153 1039324286394 212364882557 866255897023 827533935615 815924077590 134946548620 778479359443 655366424602 389181779049 1249159948 398155156152 289351189141 199033108667 992367779222 1008876629246 4735114054 471232617466 443596694510 33423368595 875418409064 386417796722 694703634269 865622579216 65473617121 73548431284 15478437310 323794344425 161257655482 281056875213 456922497865 967819115833 1030849996295 91992878482 8311610493 400055746252 109881251953 6202819881 589347206978 93447787896 456929132166 387531277805 84191664825 107327898708 671545044779 344904010868 394804255426 186335360631 594179330664 584489046823 593738138250 320379622911 250761751667 132467535218 40607857725 948868382728 399374069911 600207739581 1041127685190 491496943887 463246064276 72161351158 920935425084 119749385432 324429659536 930552381105 925929454408 464479429599 
