70
288840266446 570128330634 342831618636 408927984918 57988168620 968474730402 446209851865 333112262469 617562742569 651372312335 49958259318 945484727043 360321158136 286403003022 715345544719 16362915930 416450593375 989921515864 736657321909 236867056190 973604141394 689790966798 780869281524 181962074475 338580335247 323010873925 374645237533 285983846651 467026586240 520514367856 574476801566 94853399493 217914570646 582682288390 278366946013 664627912075 542467633541 940051365765 799832488373 501502678387 82224837244 375054696402 649079999387 496535307595 880695075482 856699586737 332775244062 209820304033 778968408099 552487078251 657556921738 915728200575 553926795272 907852248471 200880541731 989471543963 52430015629 55312211459 852461030097 195537395003 970389124239 657491085620 985820937590 447377179218 1049365988478 584862579861 257703429369 151682132605 187607550142 804904822163 
216717616651 910777517051 206226783238 568471993629 105479347702 191640187395 472868700118 378793125352 822543573888 1017134058406 524552494067 36428325216 1012387316911 986705526009 459336517913 738811021902 379641859365 416964427321 790067026941 152333266086 837965878202 587560831460 537483591042 438765473935 791984192582 909881132862 11620586229 837711260008 23812080353 928663839594 691546334806 198912486207 120701338659 539618543842 955931961971 602418575678 55972457245 296143915717 539730634339 961809974902 12351342582 422085767532 885574936987 219533641341 902133499181 190022007737 1035214290196 502743945240 112443934968 405538985772 295883173297 992613944319 800666783361 110230756339 123144389967 980819930461 592430011045 846992170353 493432278858 332945563370 910818505838 841984198113 989933946426 593830508500 831540838425 685378960450 890080380906 995112503023 375686811163 67330950864 
660819838479 837058658262 387448084547 892907010982 739497126412 287045949260 716748183608 1060616310754 917184273769 571929895149 615079092721 279453360515 480103224967 423492775097 226383953120 98904179938 353370572463 330949742882 1078384108689 909445637449 431467781628 781159686218 565273973817 333826112961 772206386679 155987479940 515618854908 932926049065 1019004288025 690190070120 605114729051 374166375988 361934511659 105883473412 407993675494 722764697045 627864334788 20488650586 589474640899 188288548194 1054016423614 201964542518 894736330219 1067421878114 2758952035 255293470624 259301380852 157073021292 440871626547 476896087595 559249697319 754380346392 641876168609 186835433986 913650115176 669344477280 526928683694 776907895491 896745953173 1023731129030 1053706063824 828357839720 68693754512 1020631010610 1083249990599 751893069405 684884862969 918303237780 677937653187 1074485127199 
962526702217 326984828591 460159087539 355075181021 944273327730 618509629128 982537068036 1068791843291 48732668833 661073678601 584096637068 756975584492 822046105162 102669812746 922609324426 591325882677 913047498671 986301949980 545836190725 143493086296 198880742769 828081648754 1056792500286 1002920300608 1043726478031 80453716009 1091410378486 806152695349 934486652017 655457894981 846951834445 821043824164 227398295475 249375162882 273151286311 30613034656 42315126279 466511958394 658778629517 486258184917 229338926365 418693889495 742706899844 197021227485 253691617031 859110344597 846257512805 97710968516 73164616951 725575575706 46656322410 821969903667 627827881445 927444531817 921843327692 765310425287 308242448054 955593820149 279373977819 238401870368 49439144803 85919650467 569734111951 627540500657 216165992457 644949451275 746926707808 506436360504 579953163268 187824905812 
74267687241 692746147105 718248621099 276062505087 206092509863 760354931496 668898363908 41955391873 482575158724 1086897601864 662910342623 520644811317 1047142550715 262049074897 886160459796 109288908838 971185187077 935307075885 10073433452 248436072751 791443556793 859333768768 118282966314 828467005466 386144649215 801387683629 395000821566 629173538633 317656894279 791405721670 401054391234 67936717975 847829706835 893840630041 51252005585 890271601927 805921326589 314004432959 317287445269 683379119538 682396287794 916772870436 1041127994373 332489250939 414090105252 914301417197 907148984689 1086830819074 608655837164 772589494767 1005905517717 360516556737 917545270515 964499969094 216921538485 942608050029 217148762786 985267003604 986390999190 1097228525339 457980114502 42292508569 254002342836 894892356340 40668187969 78362657443 347488489041 35277783420 428089791435 491512467344 
708222678289 854099899652 1057256888542 306745753271 110411536347 321855985612 75222868183 1091026965805 626147926380 591114782667 956218773263 334572545712 977164169255 138801844090 90230372767 813500027702 49180773873 591254453692 138282173842 81159196982 922893928332 869682689572 983552011479 1022401842841 10724832139 723317865565 702513146403 560744351578 728861784335 609516196405 655114534817 683002617365 749574409998 220277006275 845988948941 1052011377284 347327671888 831645993411 716774512991 908984267011 266711692755 21584650886 332003642452 492821450844 58689433742 907809953685 442326068080 949282074941 119679899700 515786160111 289891158085 223047259003 48747376082 404859426162 831254794323 14705495982 862463825786 755102549716 1040503184251 737722920769 673650403581 620078378706 909470623479 97250707945 38794581765 597793841211 230964950585 783453529872 788892649440 502444041596 
921247743780 681753901464 791946420881 229894268747 771030286535 824884174996 54809482053 265582075713 336612231710 230953057446 616863041979 309635818943 77886676896 803541232774 860196998534 1084158193740 714371019860 763219731058 385758237426 401519113559 549570427157 444652558499 692644020178 9494525968 120444201712 763693871066 350237166477 25326286172 447647516014 178348977211 354733780162 452586983097 63920085874 348919189827 895972723451 899916373994 74292771088 1064014880284 871080762487 948020451367 9929474121 940824850325 988830687396 751392095786 767296896961 131308643866 440567632386 157675708236 965421679854 762796473528 837636524330 1069931106969 1056055439789 709166697776 202206909785 265128424501 664243474892 424143512729 83577728707 463157741400 399644786924 928894035976 448709162660 996851234822 760661502429 287026385069 359407278619 8632908164 910658848174 879508084149 
561550221540 1028462441182 659193886105 875640234533 193063511075 1076780605238 556417927626 873539088265 599280839825 363033740501 1087107405325 985628408965 960387601046 334314027267 780682632373 739124151403 373164575050 673744087382 170997362960 985223772656 561772858637 725953581901 561605067440 235201439401 1092086788027 818524239513 755657712811 146950747927 37487283406 770269872383 66848762387 1026863279058 563331685008 1067042863411 796671029432 424918589501 948434583421 871348470937 1071938535856 32678652381 267022727730 600267691038 379805928139 1072272129621 409896031148 205973216490 166745771848 1019842626043 591353154407 939490101197 746267722046 587478808866 716946868693 452019456205 374323301444 175913237106 55399627532 356204186957 272633433985 151543419459 721055636681 981277450605 105143399487 975150385893 998756458800 991808254084 653759785425 276185872195 696439478984 192798731564 
85791653307 69001486668 848804530066 245084946351 980086304619 140558867814 1041058427795 138356659190 812647368465 1049151856486 747837324237 427767669164 798910989740 841318240346 349363890797 961770720139 344753633813 771578636735 94142696773 794298528885 156476793946 346929645059 299874581064 357876897544 378494395740 268897536977 980460707413 770077070559 863068034790 176936102229 753838354455 721614859195 748621593066 951418914490 317593918703 1092002063546 1039371462932 935766888508 788396278935 908742641524 45330594300 486334079945 547660646055 692737743784 213203460414 162644467921 714083726285 897355397535 749477903161 489618608982 265043438083 247490058099 971600988777 1026946885573 818815742740 1019387685173 78379190275 288073488867 374259064909 266500489766 1095083447444 589023333977 351900687902 776519252116 100179372298 110437789488 146546316726 643460023413 674179306419 440224266674 
477472722565 399191125799 266692929946 859196428205 1094526596288 461611941752 907911871658 455459878419 958538963717 376456507836 933031745102 947130830100 751042739221 150842657732 982627486567 547427462081 992855399646 627212850263 620496974169 595325447501 911850813140 433530867668 1078642795262 1070410670869 1005215850894 272325479674 1059292980569 43643162935 29910627121 466735074068 972481005227 1005110584053 997022428265 279268026224 253950776909 272900748598 39750212579 874502892084 357467819435 10150357338 403830770168 435014678314 1080918865841 422932528138 302551626860 55800570538 179805617526 941433125066 381914023782 972615747467 938808507272 38454446937 281646170028 32807064996 202890985143 130335822480 274518889525 628861566176 1061669227512 368388151219 609608865681 778169423835 640065615072 582117045164 113876859439 3727912664 141627596782 919275656056 894561271107 640215210865 
