100
886480300626263 709315217163463 740470913793686 978267654562893 923551700191236 399280632724319 204108318974374 539582595884533 603832320842975 888297924646169 65533247147291 34136290946713 293477930421979 398916350508790 154518040843657 524134397832931 730960085423068 470354464908957 962991223910858 800024543288283 1103190882751244 41520780207279 1103841610757159 33069048604362 697890266637103 941494685507531 817435185524292 1111447915860757 916606475734036 258690561703221 198499419782067 200965678448881 738432404052388 494437527008808 427412548246830 526256645197828 186632877335213 45326117375370 716092630534264 356956526913415 799104980360066 938961413740349 155218465859262 1028581528847807 846635353905915 907952443524325 213888729088471 802663806610517 1124389542623064 147978181985963 483256803880605 479961369648098 578158021737760 816990246759186 549911796366285 893106214835604 809978358922599 1083725230263589 567831742732933 94640982901323 207190418764654 721357744561033 363370874050875 1114169823747820 155053050602236 116084455834664 94521279090685 434876450769447 304773198987540 8466609977144 711483663794924 741650353052496 852019451562772 956171907433332 478069171033373 114189868481282 118793840077015 332080124661386 394802291050338 729755186989376 530955659230386 659704031021650 478438835920663 355577886426112 438645849397219 508672764666183 39258676440369 805717867512586 310768354011978 889963144694897 543651198600867 864891842206800 1038584438284614 675487490615953 473631301657615 589918764794074 916179073724447 693364803975634 511624146223560 504184033527706 
826627146119489 964329354335100 559396567276334 1125863904937549 632298503609300 384636285102464 590040625293501 737447417468785 1052640591345834 715680101802300 858871891203901 105176964425691 1088584560065801 713204723084187 753736108173045 639520836659544 300215600516169 1121167929461132 867258491617762 759661788240080 208157087822339 975604482896949 21214262478031 304437668896293 172564078288389 498672252646829 405856626623008 246089218485645 535394035558613 14534565028018 855218980161831 103235918381269 69181058184227 674933935700959 12640780476801 163224591660706 67758991367948 268383531824091 822287511508259 540586305450796 1117751491787344 72870705902168 440645433374060 840167918646671 900265422775182 336717003033222 1028561310473894 634299319235247 339479052084366 210632412385705 783255672475034 253055428330623 960157126715171 115899006681714 1043861573306771 756989867686645 477420627116828 835680455237260 320395171374483 259097731941353 388074472427360 1069968626976922 975784009709958 38908997998029 53891543110399 901212285733763 713380607499950 50546311697962 193300827686985 386269613494053 1114042042498807 217932961059647 709390213046927 1092989137908851 123001552742917 410839408409795 504273269414928 1101820268432757 1107782609830194 1088068639185261 310363751521368 1436347035670 1029435205786472 815809624619839 7779175117221 678850477858052 597026628844501 355038336596006 333072627690676 249631024069599 58874807829003 61973967317296 77555285723349 440649929137097 60635563870297 1108893308832551 354590069038886 384218733487680 199340083345646 598838702697043 
936071051426208 671690393961812 329198129644534 392545954044408 822004607792582 7073792414569 84129958579994 47468800654902 593224410952706 430739021934161 100002864577 30963549755325 223342986709235 313841812066357 483410665131819 884791108361470 34025587500420 788886201957220 1101740353728326 814390146839252 195627292019365 71618875030980 306159882624102 392250331263845 728215494039452 873558311378572 1061298430816572 541574518157523 288514073308558 316582802849764 69363654326785 164795227225128 177310220810172 3872631646062 237704786204780 661345600665770 983512409071963 405617148602672 863044488294123 352502944650347 1047017353437013 1003825619426121 1023415354777484 142880139395587 331458855329751 565161626365384 894920436907060 1047219200777447 1068553675651792 4251921112538 152797760661459 559965746679866 729741693738822 457637737792845 634398217414322 986588733519141 840350677647982 590200141553891 388602278626338 294245134668438 933473665027569 405459285742045 1041083563086383 892041599391038 487660342341132 567376589667187 691427507269842 106197415850390 250070328213427 731553325374092 1099744309001389 143886844216328 562494593021847 907069007776845 158065183310632 857072141114141 367539409338217 83518178714506 612063568236312 630179834760121 946728580986166 1090833359410972 47712451516392 937555195947315 402573646983681 621612238474663 92644348883904 889759655247627 375204966844107 1013351253483046 699044484363738 1031794719347555 1085330191364088 1125739217564785 483894941082268 570794368088733 10733468022534 451856495661619 175201010518172 716637656879413 
723764357457747 491882006138030 30478939691191 115556695108722 129408674383371 981788853939611 607091262053683 969363116104969 771483729194661 196366939616906 867181697183381 529005559087930 23896169008825 25734338019998 60095436588125 163275053552216 641404972402699 511347990303364 873981314840284 1005408805374810 792646165253315 598479725131478 418138977105278 786829811711649 844092026128746 557615278556316 468281494444950 467258772948497 843255096873001 687092063300099 859746759518909 1085354066266242 551405271825890 621193848214799 341089585636929 1104680382487173 745653863711208 1030891117591369 283440242960417 775252189157827 935311504027054 876006812722170 593271528271138 810726509881652 719968165431668 1084809473898589 753699554892010 412288535687600 87207392113811 129372250563216 379719599939852 1108925141100426 1104454440673381 342138293478926 1644419572373 350238984816229 494599202066049 363598019035104 274161167375625 470917041848280 699969055111868 1107218713362255 610045735704590 25456868084807 15556197498644 16725619202544 1048595065479580 1044421738539262 18628989046032 675847881559583 54115511026396 648501972832265 48023444856807 936055612556438 102348620793448 755654465173168 920758666715584 621799100793256 1119679226899192 279236588523751 75402310801990 1103182668184160 516724129383384 977452463835210 294608530797104 237881441026870 666592045941390 435739046271225 617256060348577 327965085368968 158677338941798 282901027736538 151758184623587 814143894679320 432674675918986 130560925627941 352293718177115 305784152367254 634034770053510 152816673817666 
743139344570151 26131308288626 1111845197724482 750777261996417 495658435443152 678081807221417 737222374728840 57465289046054 987973262730587 1023748495553461 683708928850950 191027408705489 51691980130074 416248649957189 1088509723300525 633355199538860 294335278661658 280296091375372 1002780348292694 1042749075550069 740710132669121 132913520049684 514228035231089 1063211074638186 339911086700911 1054302299015715 487433611875582 755862466888991 186634402753790 294291796615093 330621777525758 228959121495300 472552551064025 746040651965626 1042648619430028 540430399115478 241895686037325 942010094353160 532681001245544 1022023704106985 488705856753534 371871118832697 315235095842733 94531904523865 381473089389283 860013369117739 501232208048667 49297158509230 972114821029041 179857756985316 855829101410213 48221336809957 821637450678111 211544210045761 816740130596870 375035469369618 607718120638545 1011576768662196 668820254273776 666523093651336 378183295387374 603685055635815 18732900493431 60050904892086 664595614431516 317868468483947 264225760338306 1008496068000212 371177633583527 476518734489677 694087828088385 795616432675292 337277393048282 812473509911347 18373124321497 902748817570772 3197635987515 186981573243357 481765186092710 310550205278487 50516298082559 416563257046781 4470739804154 166667340846172 388040378475976 266025968988713 286037899953560 268335279024676 1005154335274798 104911339970319 495408117552619 1091892176488977 501606654928607 61914801203276 635536864266977 1036022282786141 1042349690368155 998130360063395 805901521554108 479510060050196 
584943288992797 350764685695098 359516984591776 395591186226161 1058614639111226 1109682380722929 741923530948098 1117082425220415 824949381950582 596140827931699 592589137375712 914312205734464 429544695822103 433576542855539 207836981702287 644800737401686 390577701105738 133846127548606 721185912176268 56154833169897 373867993453606 928323014795923 344472754426669 510614167731141 573059561665035 16789323192355 986324255751450 563638447524334 459214395404210 418676027041935 470642182701593 556507333626571 383657124876528 645991210638540 1089390527686147 387958753119426 933292269974238 264289483371822 1029321081338320 304410328172837 385395439940570 182405647314349 510051176402771 946091329371802 972072379220533 989392044740334 628023253783536 358809290708613 618646995052944 1095608610784758 855215293645955 560807839526978 580435460121301 325218037517133 424135589138840 35607160882663 988164785072078 54279656634770 1097882189850626 427688518870566 640366383880039 73180247224587 1069135365859574 143729168129292 152655441931170 1102342864396742 1015249761831436 104469905790105 879818533723378 49260272633677 389830784181399 51254868169706 74327894961418 746707921088351 627731563155168 361390533258038 51503838957556 231993572877856 319444098859417 828359124967437 1059616001732957 9307854111848 844512529262520 170407276668671 577314805273188 388580153052576 301638125974035 182789678382163 939487259984664 1080674963297369 19594583516151 432219775513970 210321907151228 624809363593979 564448400878625 1027558386673165 312124118639775 435545270648812 876372964170359 920686590120378 
461231305068680 466493014957470 1088394350965734 662927232791143 1111152352020114 1094819953462055 677578174610668 399560819379477 800341055674665 635636213137170 145491396519871 773433677406387 410741963691313 303124847927321 41713822930848 80704239683250 732778905969612 580503027427796 504324094869126 91669000231451 298401975879520 202147493801040 169234422098105 385186289866864 762181444413477 992098361494343 774987685745590 975056496448025 547032946676835 712573796160490 685699408850008 855866080081657 755997954817294 381324728511998 726786353311493 590616469009178 484043770845519 25773195603164 802296316896166 689240050070386 303136797831732 1013557606919893 540115637880189 932933682109683 269227983600658 63243802772079 90252036101708 848049223967151 215723259078732 1091511238073572 419315662532944 181630889883455 980313658292108 887332083253941 906781436878263 969747786475301 248747925708623 958661785068613 181053989024036 719077670624069 1106800400623529 975904240774684 977075547014364 916807387320082 947001063942969 856473487720831 181415728334943 757511417830329 1121273450580789 280951497809431 770073365634210 11164256602960 492873512692848 197770929581758 521550228973106 608852329205363 131738861151899 294379369212076 869198957794605 120486822828167 655987100548782 280238224582357 79221437306200 947358169931867 402045759521893 930927402560901 414546542036232 960875001895628 846990477566333 114318559906404 808355007555073 1012034244173746 1042549015111861 88395486183778 544384096452777 222692358830080 284862169947730 1017491919997937 993674564049208 534302586182099 
879990905145902 478832666282288 545869763485909 441464201532551 318354033347551 282105760665240 217032167187011 1051762733118152 312546628287515 145694290811791 522713885670676 473238349448316 398898029654951 1005885837417199 230665682570294 860776804294033 28381599685627 303457042702286 748288742922613 620065968843775 841525406262789 520409373881969 542106024234485 209866830522313 282326674715324 200012302931906 334096191282250 140480645293075 716731607460205 248671322742339 988865569885205 961892028468986 1038631263581019 854022600971535 884880777910019 200197865294275 198728052786647 403390368217528 190943564264896 279067473829675 26607613583353 227348318088013 544121663791961 771647176542724 809281382255441 630695351760780 283412531728533 219784812991295 347741133395351 477657407039462 558393067965017 554295640695992 39817079756130 293126051486772 852681855747786 236797339694802 69182175173318 280631344605574 185602833799582 167101313729067 5933061970061 703655730503767 15299849865903 903190725508795 414901409918664 236409048643470 869917287213601 451066727780517 869254765841570 982180822866798 232382053001800 378218667658320 975108533285049 1016576474073506 936434750113477 1058669241990693 677248734969696 1093891814314140 761200039171746 594962149896045 834136695397725 641047262659182 231896887764760 137166570920343 763668799875944 216440751351562 721089011704791 512800044983752 38973694573830 184637323536166 39415610715550 492386269160445 554165935517263 87654968082115 840091422836399 213541686465471 306198104830010 47448111083746 348101300146601 566785947955714 
907944198380671 401961785109516 640446957125796 831569109767080 94873015511519 577383683658823 321327851165035 282616515495054 94839893872355 940126492208497 854823259630022 796074767077194 207813791805026 197961740030223 301168906372390 358188820216304 964233469214860 176168888876625 3600850100849 340750203041719 983991816912435 309225882354815 733132138735732 305953636138636 13422983452042 798410078427671 530215107760930 437452841471250 723512642378973 698241875128828 822080122225751 372063967361502 451365425689457 106010486171164 766831720048592 937980130995091 355784701735473 475272853172763 1062346961380620 501898204498297 706382056733217 454011037559318 398850110827217 1097215439899208 102695893322709 60392596006560 51401490213584 965355840841212 992015845261652 48838069550997 586703393384388 885171688713165 117727436833746 814922755669111 206221854328224 960290307192791 435009593258523 1068985805900435 294063937086600 1054435797065353 359292249953362 472558389616959 4985018396521 62401551732541 413157977062094 445596971771029 549921149971169 659381304202670 795777190922372 145537390655554 1060079732627411 562553778017881 738663843815782 745597983693249 863358537658144 954064848817570 583443011076142 250487833807727 239409349460290 302958964547566 399325789664739 1014777419874857 474360394965766 7112108746400 623250302801443 452719804883480 1005292671824428 224928116213252 380158309102105 767472516374131 198550748693974 742552923170056 130659295863516 392542286250910 1119519404939422 672048626466034 427531208221251 260162964331207 1035483300393966 581963239742710 
370794601202326 386779477750896 913405863935895 818585065052311 1001077192373591 821769956381658 147673493121886 732992872893228 577506968486215 509705366131011 662626859263255 1001607625395645 307663684031444 1080814869294331 912286794432888 232677491417799 657438670832229 962859564535127 575024450949259 932258809701081 914879092918245 63172348138670 619069551064401 773118054190302 463407629588333 611869257921782 401813507071955 972932675461079 261664215873274 672106302560577 300775943356904 285963016119834 1017379535036534 970483491441453 575798290373281 984818648945193 544735723630763 165953314879187 1092009613183986 226053943911082 982173288331911 229723352662156 958674681937942 219512216351922 1042059918982481 236179640851186 525383815797823 574321170130562 372850438553693 552943734217316 37967569888930 412790676945598 371230352037890 1003487838633206 423635627779761 340738675985713 69964067113286 445170248922995 687250740746680 568686306151138 336128188937911 762333342919572 1100397200386624 308183012527203 1000807724862961 948169047785510 821466729241081 599334603463518 125228321455335 869649946727231 386088555065159 465772041504983 871342925224035 704748560846998 821618340037714 925037528758074 719281665411925 314088330075648 1035867912353152 972896966954087 263846683207327 1088400492998461 278542552777605 568143584439551 115974034113085 601943062110118 820243617213472 651915078447418 366404964778948 778609180249195 957236574522950 85868660631333 849020039219695 178515129545959 406660228522244 861598659427098 494985809032188 285164634254304 31975470488785 880468286088288 
