90
32147398 926445659 368589797 1071624696 21924523 419136157 515707448 290090759 271434337 79633288 518917208 664191506 411634058 340320093 704676242 171236152 591651260 740565362 840739500 992014891 672390062 1065625419 851916203 485725697 657770500 49081783 268004458 455784135 295060764 243059900 722362932 66846283 39852547 378599133 966824515 352886444 330110064 502177736 174324931 276616905 983833589 39648981 623359602 511741600 793149793 110450251 311393032 481565901 403558061 515232075 669575959 201074071 213538462 409779551 173244713 168059789 721512671 1046786691 513276071 159335890 835105635 34857076 145070650 665330315 98378563 552306256 23836148 493442512 793440964 1014140831 546562296 212549321 928279012 11747373 952181005 102356780 122554917 137504138 516718547 908304377 920401673 730112610 186368529 919233143 282928715 337633345 640332604 195770506 546250094 476844390 
990501290 619369526 74239222 799172745 180275908 550237081 669434472 568135158 491781592 110231951 45458574 946841421 196785688 225940900 715539490 99971250 63773033 273635882 714224393 85559449 354753791 553103365 73505903 1011110314 977744734 587885513 35190624 141287385 244097316 655835583 669747519 615674187 818417758 979349538 560877456 851199565 452773484 29591971 670530204 35763370 852970009 327657178 889391256 309613587 330003661 990790926 752715070 328656811 656143367 912582094 105213059 684143083 855354728 957326478 322125613 118265037 15457531 859419573 278428332 1069665023 834055928 332691691 940614571 201221663 669700071 509655386 453529418 85351369 461396079 33770322 567817565 223795016 469933776 245333552 206077318 929715851 235782823 301415564 5550182 671239887 691184490 7114244 1026618435 830876779 123886535 610064337 666678371 558838169 970187296 636383616 
328986706 845362558 1061372900 161148741 997839248 556345240 646511125 861968615 294297140 898371275 186531651 331444042 973575942 861361073 413982291 412558171 659229046 9881901 541628499 893764752 963673153 976796152 894315533 136506115 678374612 967273561 420051601 216975410 584914151 729652787 572869456 933263690 736569673 216298672 1063554534 81358056 632656139 670684614 131569986 301148336 939491687 278488250 978696825 562931644 462704310 978596245 431412462 99552261 722144173 661869420 122664373 540833214 799763787 255626420 963041902 276286065 159699550 155365885 53853934 78891604 443054456 292112018 254613990 307232088 389506781 595118234 313890725 552207374 987038934 422479244 261780203 478171208 898520984 1059827819 921011018 957441608 977615666 869912424 57640657 545783227 231203391 401264562 384225854 767406484 647287263 1042345528 785241905 1072997831 733613339 909608513 
554784985 301660821 899737417 266373962 293560076 57203373 327058699 717404737 601068407 1030897133 586198238 823175994 462082377 847336987 989255433 685015224 976694631 395569421 434431638 862750974 469811589 193668831 796159812 1051478558 499999958 698506572 923977317 466813596 924113327 37154813 703940274 76889015 676970176 284315557 49287635 381015314 746834938 290904460 198623049 895346332 167668745 436001781 932375383 226795288 839818595 723451344 266780534 706474564 333318055 838696128 1027012272 22891980 934216652 879033094 565698396 1040242064 411138048 896472790 48889270 831015209 163863657 938616077 575658569 505757681 734088334 842462346 249460266 204959548 106570479 567771391 258440885 149071048 529094284 415538971 435708906 379831303 845144514 194011052 432111915 585951637 480966025 314148205 1032879509 655986841 303806286 168211591 283249753 959498489 554977861 490409648 
901171015 638026364 902661482 249923949 442161527 614535066 768586629 838303010 35340921 1070641720 145516149 894169926 105872726 975568586 526710402 52626748 580864927 1014361253 936379000 882826124 715316497 82441763 357384382 745728792 923682451 255553623 825413119 178635249 207008976 10118187 962380766 284966945 239285090 424494066 149574997 610629122 941195036 929404925 946760303 217156533 890650786 924590322 185390826 552821397 950921264 294547749 975404415 989786330 602448303 344751836 445289116 707093996 256098438 602627340 406349777 892024009 204234418 660725931 157156385 61543670 641942062 562592265 329206581 125702750 1042035486 928854646 518871882 709742359 125700189 185789515 772537586 816076134 1034543947 944430874 47473248 645888625 256062991 1008262886 471259517 997760271 597441997 1010073404 71353664 680426290 242870840 755657274 964521299 554727855 426615362 213729333 
662079185 835411387 739140435 484487728 274222871 625993928 531781135 654034280 461638799 991007601 211952390 422467201 570304679 418895795 92158422 52579700 1021501980 293816796 1040266298 201172077 617793669 615219193 974245617 1046734518 931888931 86934314 390796206 775075202 279906055 18385119 519401811 196903979 194021134 740285881 256609450 372524300 515285589 1002320909 943201971 406726361 531208152 1006100114 815275870 382345332 491878587 1063241274 147121434 831050602 128866399 962660178 436246405 234096750 2665335 984655629 281321752 452425397 860710522 285805621 268835179 878719601 800633186 728460364 591869754 988028715 11409405 1054458662 925685697 48197337 356219149 102342407 928457141 884096461 184638973 95570487 496177852 534087292 928228347 592675850 844629587 686489673 570830466 561754415 283034191 497343420 460619908 215172407 184329748 382347983 923887659 495869182 
552012397 703609843 449352950 713041218 33253996 628846900 923330624 729113768 980482745 1044497819 19491229 374168439 605425459 822951662 480413063 825669078 658597707 87528140 467540561 706374467 946976918 706392154 264604883 411893795 354455825 149953908 171353022 72080402 261289925 61976017 517401035 850106389 820321252 640722734 334822808 90509582 382280565 238635932 90339392 398064614 161625870 133249341 317954506 865842651 204615287 784685802 507491267 623765307 382516091 446457229 975654293 221295791 520720498 191320988 708106659 570116090 523454775 737938142 236973457 574756261 172670117 1050401975 872931930 159927725 372661501 177041108 124976498 963877256 721257338 21872568 1033262605 445105575 160459501 87907215 490762925 133188236 367484045 108540593 745487198 130798721 630163599 526807415 1072611550 104861587 41723763 914610792 488779838 840642850 826370920 588223583 
752824627 767809988 41402572 195275478 311523614 991081499 456367325 968217139 37501676 930997100 170630688 688619114 335776568 250364378 363830658 459732483 107671494 232919576 194981657 808988853 34154809 27306815 183437269 717961833 997287185 768443286 712012848 128165253 231659148 350085440 203344162 67131127 403914185 1073505459 334687223 450190097 808037408 969940245 1039454182 102827517 75000950 720456100 280971905 689450998 233369702 595641796 1033846019 328049661 482113056 263543759 321053523 310307847 272661064 245015192 509857830 420225021 646937201 1015581287 571329743 298679361 987790038 559954140 287376730 552042295 917538830 605227993 405909042 875228579 415756026 508503904 166798998 326062432 1038521541 861545865 183721412 1059816676 555180970 716822172 182188205 862166037 130929157 129679757 371629536 532157590 620061462 93400251 662097648 609343554 665938325 196590422 
735199099 1023965468 536616735 705891336 852557823 1070910805 848690727 722166770 733251707 932685142 447586264 758625540 189559212 526000997 765834950 93474186 371890544 248638729 100779297 494271986 835495098 1016880259 412804279 215217924 729270097 74635330 26485092 450671238 482372320 904545086 434053346 149067681 922830104 71191310 713716166 909272871 333909956 599388659 499356882 880683392 914632473 209261571 947662437 868760042 563194032 762870808 135592703 173229725 122380932 598219800 737117251 766036930 758469290 402035792 280964158 9896342 1045207943 500923847 433258202 789388061 1022692705 552585737 337006082 491247446 1013053589 1054838855 254626182 942087543 941116299 940062365 1047450251 244530244 158540583 366902521 707470536 47461196 621689328 426085884 756119885 420690633 888445922 716053678 765863747 679357767 512779960 190131194 154661038 757760649 828670299 985888401 
403289185 664176199 732202560 396603965 486276221 893488427 556474669 928630787 830673259 298571918 94365159 763340119 233349619 1039993890 127934658 464300085 927973106 37104272 351172231 376790224 38854724 79164073 865901418 930434111 532386523 244121751 280708558 782858483 1012274733 1020156668 314168139 1006351059 602508471 463601228 474032660 853451283 89050570 156868848 964497224 576399981 497092045 630272331 11750925 916202466 975760800 158343360 141935064 962352881 656281072 550142740 533546418 1048581859 607116875 64713167 944206586 133945585 273775295 305565293 998669138 597797656 736988044 487689294 561835500 780375097 401100413 173958202 447218493 918776653 787679068 909614723 882798132 906296112 755489990 841574676 39269189 257532348 974549968 503593978 497833527 1012659874 933140948 417515726 568211186 652570923 1060885247 401571439 1015206233 351733028 902104200 857041836 
