25
732008303215 838883977974 682478064321 422563525063 86457441585 324945116646 18446329792 141116431358 222278561391 883295539775 769067052245 1098138522566 571581728519 580566333062 920722803815 453401336293 666817890968 741355331052 536871234431 15613222994 338304378151 698900116347 77110292160 1047807318758 1002554424785 
721657854723 573311803774 783342749815 373152994425 721754750810 667377186556 1066409401861 512476550459 741619520613 255808393017 678864278329 893866052756 1095999191232 950012869610 612449781624 925915174844 1072761677707 955456604412 789480083656 1061154280095 945353753832 612124383960 267139412432 739034161387 1792239206 
1043272370471 180388083069 117538508730 951395940688 881453682996 940211445386 371693522944 495643547269 515883019773 894207047355 219771272365 950589453295 795862010394 872478644678 739185851187 1027786950664 156421659053 451458009285 528115615121 839346247199 806538166222 78033378201 586798980095 154298769356 270636551325 
1089818983961 232842533488 479827348900 972421008551 932619466331 621632665108 212071453599 1058595280682 938405479290 291719352598 1019175890631 171195402761 956692967490 575996888363 177124108590 719539752810 598343586939 829195922881 531492823914 122488219527 573458052331 203434127307 726339866768 1034137387953 518284511907 
25004580117 502906832286 365846810434 611490106681 642243389747 783313963003 378394550031 780228074507 880152640450 33324625574 709840805340 970836901743 831038674989 766388605374 726547992124 118225382059 250008325845 639616151319 286498053075 36576187017 217709283328 677296404099 827305317789 140446429700 722142189392 
368157644369 253334314525 918958386041 798936591282 625370868500 777481932677 489643147486 106493409553 121147025417 617271134071 919168028516 580924396784 20738642821 916829754506 1044500328297 937997377249 400185988147 806723794498 268859662254 286760537989 948684414196 317441199171 991856587784 902032076493 262936443720 
781939329966 326467998300 648323058092 369893480344 715275503936 81358540731 449200125613 854453992209 86014181674 77490579420 723839013497 621819518232 352295282857 388965235938 663648849111 837524277444 789547756778 791682040536 830629750497 525392846763 1038398742297 1092577707539 98467056572 1065227562777 691271375245 
1006893052179 135553420235 514261287660 74091196185 423812301984 288153346930 861783710037 755243458216 354762161894 1006155766758 836651846464 858669047873 230882438323 410273970376 557448530849 13171486149 754106335867 126796936503 519151189152 772067565923 821029358671 154414305473 862682969090 1039608142789 268153246968 
361337430916 647845482208 747423266943 646116298841 80216988840 165294670641 851799045277 728757765108 446367932941 269437967238 931699163528 222836565273 415542076683 126211376627 439432327204 511098917350 1011968375339 558632515145 1025817317077 418823203343 332012220132 56237590771 388059934 1033416401869 627899623856 
255673555425 803701503610 255526160096 115983870267 216163472647 873986779805 179489052399 68989576646 326927742403 206126868937 584294451103 366711254291 90257127108 237224561926 579686244500 816647376614 1038314260630 870978883297 305728647928 525463255156 696553156961 1077701165747 954181412842 277403116070 228892817132 
662332834524 642694201722 394089710650 1002317625842 404238486627 21074109135 1004583073587 64685318863 137371196632 289023761394 914314567824 1020962870957 520275736201 504572057893 158824058957 411179527234 218515968323 420435849058 446438473389 457767176460 1059540704226 868122568638 554328866476 274895463643 67761971013 
955043211568 154728597901 42624132957 1060892988720 255291029741 53046668731 88791615518 460131235903 348808848216 386949423381 780067263458 980546257913 163001352030 233057959256 100606329069 15879329461 893161974957 504911810611 618596225729 867967727871 663512418606 300136618287 498108465521 193199572880 667652788907 
211698129736 122756978012 550543371733 560672759356 926330708875 487442640308 907065114877 468789424904 1075825817469 614516931121 830265235894 788785470372 1057205608189 161116028439 905977329366 794100638706 303204504198 694670102171 751003640214 178098831638 852699540631 355423959870 425649763225 460301509855 848196504099 
810306709810 921377023859 393334041722 677995821411 430534648203 1033091130562 957484442628 318546334846 725309978399 1019359884009 339066114418 847223706 603205027343 813208844821 525440625444 682020810984 916126440214 75987159216 1014597093606 27219076072 473241755043 163133300233 398322556345 55683117501 641339755169 
798149767824 1023263475811 243790562836 817626623754 181857110554 1036001018419 514694495228 178529533452 837024855346 279992577613 323811135089 719611019145 991066466052 327794752557 769978215387 173317147913 360122881000 201069982223 78183899432 208491318189 1017395253555 1050419380926 1090564534501 638909569822 4739892215 
245398955544 547988986640 553045647939 616450323558 1080633535622 390071309641 78847590147 112899789819 593777765568 631738614766 524064828671 787393714784 90666713890 546102256749 1006837592036 812618981674 967614977152 107895150204 111126735663 630775142465 955744109639 276121711227 434936189769 259613113014 941630140765 
790143721489 636719663322 329832800384 723843709687 1038153473674 169678203290 287037388084 916656619865 237169948095 150140440299 62820830292 1023534022750 15441042996 6154248890 241264242417 402819585084 265601907490 601085039475 110103925828 40388671288 640631661696 238373731376 180318308702 179522238911 103290308518 
569589922693 594430550699 838237802314 14416657209 943637012925 934246121848 89117788952 187331160630 710185896439 926743389752 113167201334 588401581647 514081910970 223470210514 252212237728 206866250605 469417191262 934026942265 388243659031 728522307279 416583263805 335513792438 12473576344 516243056572 916946494363 
446710249270 983717618368 802914576855 569718940587 752065743020 289988071957 335144782124 825292644909 719482207408 18665167520 700411673522 694257722693 976440453899 602611524826 259147271456 116010954143 909852998129 214741244805 891865160177 1083826028074 590919769431 439538473939 900901480529 68050689271 57138602347 
92418182028 434148409901 1094092821399 716772911716 133087168064 306658412932 877507413708 612072327353 164567960406 803223292731 585462196963 512533804292 603552831387 537117177432 996158272747 855600453134 954204673600 566222773151 47405920235 287088897718 153832388615 861428891376 572226262626 597018670734 1049877334367 
728512242889 1064346508155 467957280868 162083336822 326383658495 596109369229 317876946610 235769654720 592345538233 280840051870 394419256813 562586354994 529683507552 203588838694 593631162215 532521255938 396858620707 24441448005 780463112348 160180081956 426432091212 330525864444 709615835948 416085700116 4008656371 
672155914651 574755238256 376373353250 565370832022 332812902224 633847511225 1063847488676 1091931789143 398839415177 300684675778 689387653452 578222120856 585231713986 471121463968 253835662481 832696563531 1043693450465 63791116284 131504298897 292929860747 535724119877 334460386775 394387812059 915073140920 1054390003104 
862470006922 272191539418 1094290906267 75370971187 906749107014 395223494363 160441253892 142255468881 777337050810 904632282752 1050257768818 411553902650 108912868710 820198835453 372524712248 484409553277 765306938477 320818852 234648276217 664329766342 739528219717 384480655829 509580289662 1018270984335 193710797365 
149373692592 439871178050 314986895309 1028285275211 47422421920 281446841249 488534378054 642744366978 884741283631 851543033324 769584844063 53956679995 819503572628 326376635901 358803790714 527590384698 218639840694 1038191374463 1032121034682 734242396000 886760149652 54473529776 979347151233 844970990708 86200183456 
895617243064 562136322865 13236523635 832734600055 459938090731 779117027082 605819562638 521154609212 110158755264 239929971748 256508162411 879101663591 493862564323 513228246251 615633596523 636691893353 1018717689116 136682910222 543408095708 497013561225 473959917224 896392007988 317824260407 953523855967 96985312245 
