50
138720 612335 133680 561657 383 439761 933659 270024 825230 132865 917552 475448 194401 775053 649469 563554 532045 675177 671670 923683 25732 342122 131306 620324 949943 960453 1024709 191163 24430 107396 1018315 763489 967003 219520 568971 339150 401187 663088 237820 62179 740635 822667 955737 397261 344208 271212 122672 567189 604704 69869 
259748 223076 874222 446587 644021 943192 991433 566610 613893 599535 981222 1032083 923991 1041796 26226 381286 197297 237763 768383 528103 169579 662880 376211 237490 569756 510817 832710 870648 589321 237836 424456 226336 253482 836816 744195 985413 887077 891071 265347 958497 377450 415320 379480 1027293 285766 863361 70123 9743 389188 900833 
435057 62667 335351 886039 951699 578893 802599 683094 222599 689621 353571 537663 525402 617858 937611 819494 6295 852725 544391 910742 290867 456215 1031436 592514 259613 667702 227768 850261 417987 918139 811425 830513 450190 402795 531540 702355 192273 673156 1021320 170246 258903 358727 587718 939565 1046482 231007 264627 409240 730522 983874 
492471 792200 112406 980601 526945 1017996 760772 41577 237347 92210 184638 559573 158376 415544 201540 579045 160055 613452 832254 216683 730816 898488 699026 24998 862106 464819 803140 156923 93373 462678 74281 341527 928942 131197 814241 308400 186639 137260 723369 797257 28027 281682 1047763 264950 530386 584598 658102 791145 508157 985639 
1027426 425653 202944 532773 891637 198010 262471 273720 102208 538739 75523 238930 601569 607037 114468 369499 943903 437063 75889 510733 355956 754205 1041821 393459 864886 198540 974752 552882 512440 443727 830116 470191 728430 605899 15217 726864 415730 402260 1044070 629769 520670 808721 133610 373473 460356 248881 174799 389337 163986 160743 
688407 149157 136209 439331 789057 773989 989299 812261 696483 783562 636564 487718 474515 136106 875764 464351 1004764 780014 34861 790931 847372 115334 965565 659573 549023 930126 790971 606704 729584 398016 609522 902072 616516 944475 387962 593937 765092 757310 660775 33365 484861 809865 123454 1004808 303147 721739 895043 731694 906686 513656 
612646 906526 90939 89015 294014 614242 714101 960184 441407 112188 977317 881066 120056 936030 813627 537566 395701 94650 229238 941531 207028 359100 202410 481804 61893 476633 965254 404454 407194 316931 308731 200398 961465 215010 918703 298729 1019654 800943 806235 930834 1048322 259484 103818 156511 519268 952837 632284 143108 795661 515117 
100569 821919 248448 130947 520377 956082 84937 944916 180294 788849 469307 937027 955748 85719 1039180 476774 587937 327618 974692 240888 602444 335314 180373 661283 284267 810985 917160 549253 771140 285601 156778 590364 664306 806250 2739 93625 499875 778172 504870 169640 672683 552505 503043 62105 813894 497051 751021 514435 596717 142473 
42435 421874 847747 267270 330314 488122 538363 430533 965764 943304 425052 6363 777866 3657 451026 500088 87794 40360 469732 211474 843577 366814 31870 236746 358588 104204 338575 793779 361238 543093 591117 482801 959671 93439 424992 202227 568454 429438 798325 789279 646097 874013 573431 407421 801896 93781 609846 480194 849737 343305 
235850 320022 615687 244682 843813 1047883 1034093 719412 1016449 506494 755089 885358 133290 891187 412420 303715 682243 986580 671837 120245 890677 302035 536266 928712 701460 1026375 840001 835269 58031 129346 906695 297018 947060 48478 983217 298650 572437 715981 662662 618322 1015449 355405 467722 44021 277154 87273 1000190 85217 388316 721445 
584839 373182 734765 73041 818580 887022 1030473 1000671 909436 233463 317699 504202 572124 487469 561499 152152 702740 1021738 133664 846258 771950 651551 837006 616900 752294 981226 912603 518881 860005 137120 312129 73295 343891 939935 643030 250810 965504 819072 63004 914926 1043334 665413 529224 221241 211920 652876 745195 684141 832856 134662 
971463 566938 776020 231773 80486 751914 759422 1027409 489986 303660 609065 630483 671795 373073 608221 401830 462190 1043403 105061 164983 721777 307499 561280 193713 628824 506647 934771 227206 388573 161316 72124 80486 1017939 895187 210681 164401 525683 116919 983132 980643 698755 892929 844748 810854 740626 507705 138501 1021837 689211 720890 
