15
84337 113656 703249 24216 419971 987340 471462 158491 22493 153236 128693 382260 384880 1048407 1033014 
935690 431256 719305 148411 832459 204416 834151 284866 767137 641735 329263 210421 709003 983576 121556 
749872 665666 551615 473700 442955 1017358 103114 789852 378480 169669 418425 221248 108913 143639 906777 
75941 883810 897665 722592 293534 690378 841048 194227 974022 377450 1026231 1010771 243909 224673 688736 
1008431 790692 267033 741768 273965 670154 970497 133539 903329 97956 447643 379248 1015822 614984 381303 
972982 777428 400215 175540 892824 556150 817541 312615 717105 430648 1019475 884186 833869 653202 518962 
907529 423982 874486 785482 180960 837103 286304 784702 320581 926202 925788 539346 766185 761026 497188 
621715 74193 22351 279947 812574 132582 987049 1005644 478128 98585 653473 350605 578669 895073 929659 
1034765 525380 346359 375062 272402 891427 100303 207340 854412 1015365 805494 887812 879450 912371 1007924 
648666 287788 1047097 929246 451930 907984 869076 746963 839580 811698 661820 74108 582315 3288 115527 
978191 323824 423291 696014 584635 596441 96568 713517 409358 862146 807566 405910 212457 90113 758718 
406102 472202 497865 806202 185232 410934 925376 902499 893539 23540 978739 752980 903555 728088 876817 
166082 686071 57430 93652 440749 13609 97471 669025 857815 272096 1044552 168730 643891 742826 24652 
330163 705155 83665 393712 816211 60943 1010590 928681 536348 301249 531036 141863 122465 935404 70264 
144592 389791 978030 226636 817383 724718 730342 738792 951853 634807 327220 874372 674215 159877 621723 
