85
67599 995102 21365 539101 422403 581059 603752 931194 958296 735929 476093 291686 698753 882598 846272 172868 741697 55022 958434 782423 1019224 532925 943970 1034803 474667 1028633 1033219 240672 796484 25422 832518 205699 985490 843070 732560 37150 410502 481018 1022769 601165 14963 1030174 217704 913183 190017 659384 462168 908622 392322 547400 124111 54913 488617 732793 420019 994786 722611 416976 934824 843402 725617 587854 963659 9683 798671 746875 973594 603750 877865 886259 711488 740347 478811 954776 972451 922857 504380 563246 574085 306245 727283 519023 150476 874065 425774 
750818 295419 395612 1038398 737754 978748 569924 678367 810171 736229 361561 232108 285044 279409 708622 710305 661856 63929 558074 716025 419804 405581 333281 67654 542568 422974 665100 751767 84934 231552 763228 737908 836386 568805 228511 524561 390430 282358 307905 880143 380487 3963 618203 142123 756938 554219 900832 715970 897593 704453 310755 473985 364219 693709 509303 641284 503943 993909 227302 689410 432976 386012 53173 201795 149942 866039 349492 165566 217901 883215 540628 711478 969023 29386 400929 98049 730388 711608 994907 724900 529642 37069 777871 193634 464051 
122938 702858 705932 198068 817804 803810 326571 109739 787957 218138 562124 982651 389555 504419 90759 709593 130715 602996 214604 573873 432567 373288 244124 396622 316788 304298 1017361 554630 176540 648841 767706 437718 52646 674199 821499 595874 554205 524017 69232 220802 457904 647939 909592 1043139 787600 749934 971557 643249 386439 217517 888433 208825 750073 596880 458462 567889 584421 349466 241977 953116 673036 606080 928545 48604 635339 882245 604815 6315 25297 957288 773959 655702 209050 624643 873053 705658 318728 534243 916977 952712 316005 400118 948598 976219 807698 
232761 479083 735398 165829 212107 252286 746397 808974 562424 667510 1035752 575369 73847 542298 634840 447454 705786 522619 917092 996439 164276 815277 881802 291798 1045821 233296 824649 822288 727967 365726 197120 894925 948465 674490 124100 25890 294048 1032458 10659 954718 317349 662245 818766 462594 456107 327917 205778 395127 41801 912399 1000438 1010433 867899 843398 1017714 408177 525590 527763 26631 891140 214256 706743 207561 499739 488468 241706 1016786 726309 707457 191649 954152 204198 957884 933982 807797 796959 82511 341324 573868 437620 864728 653811 194143 594958 156523 
184995 241828 640663 245159 947820 279376 742841 742143 396550 200992 903928 547284 110788 305822 33288 226499 245305 856110 548230 562570 633886 179052 663788 757140 912097 379618 609264 395206 117571 50017 438415 237412 750502 830232 889046 1016202 985790 967 1031804 862047 584733 233383 296736 2813 265604 680121 870999 769338 112748 959676 290307 767071 200298 1009721 64507 593189 536207 104573 423123 562364 645079 314932 484752 83860 817306 735906 1020387 95312 559273 898357 798410 764550 501726 489589 876252 167123 198904 584354 357323 816099 683414 535740 198656 301767 622348 
1009719 109557 742544 90081 895174 564316 597635 254247 569678 530594 449393 898335 610304 753831 307534 857201 939464 593064 170381 484605 492021 510843 389522 1019791 441375 692172 214282 338198 362445 161085 626724 463813 342746 1024594 311445 945139 877615 834142 111791 977525 392033 804530 382176 611989 263973 834267 244972 565301 63162 188231 102544 762022 67923 675586 253448 545497 564009 654280 470439 555222 1016722 951567 600574 417377 320209 937987 946650 361602 687392 657336 992079 1043828 152911 350181 209558 197680 666883 886366 515689 919081 674426 201785 433512 398744 616826 
802900 194089 170022 131645 931688 385477 52298 728402 986794 741128 19976 249630 638583 700310 630942 191857 1031829 198885 582265 830230 499930 357299 874843 27075 307998 636034 456708 925138 326759 936237 609110 115186 1012207 139810 492893 924293 1032428 229814 372304 707213 1026997 910087 628707 734869 130834 2213 700912 20827 838064 683640 104127 693315 426269 54121 219599 913931 171268 792071 35621 773168 587228 215689 8390 806210 979821 161693 590028 567144 639989 867055 373793 938662 837734 1830 215807 379427 471257 608682 906280 854789 885313 488316 297940 1009380 344971 
3467 190756 548316 38714 965280 765224 492918 832433 97610 2094 701016 111696 711635 178579 79389 572060 267694 9299 254944 80483 490740 383493 381255 164978 46870 484611 145466 985177 510302 592823 760337 444223 667350 1018392 77064 600356 990414 998044 793069 462315 379352 375274 290950 65915 878530 629989 654394 108524 666433 1044699 1286 328100 799546 653662 199623 798367 982636 584261 691247 819182 136432 50295 27302 349022 18894 291239 1009880 806723 1033251 891787 76799 971235 562481 783868 350138 164284 901877 960865 619664 42299 369904 12140 700410 153159 131352 
203815 789738 786098 934590 727283 233753 273014 740656 784092 788231 36908 544896 144410 296521 228587 533630 847678 141625 77211 458017 774096 1010213 790462 922989 765325 43201 253375 458455 992662 571360 689991 997008 897561 235468 497666 461093 426399 421802 14276 194154 170863 738204 815271 611736 177820 130609 584685 1035390 521073 577927 216620 196304 193631 398674 1009511 368990 961647 98677 538097 593218 87605 1040059 334443 710966 14221 360072 1001359 572314 124839 177981 499746 135053 7379 513995 554046 804089 368965 823766 206400 377855 869771 531816 616702 951373 78418 
162708 385411 266349 18797 499813 232089 64905 98146 498699 61951 153432 487064 1001255 879900 755629 1043791 148147 784500 619852 553010 948507 515281 208995 817627 881750 1010282 327131 875455 686384 76944 999287 9100 351998 981751 280535 391724 853310 830246 543290 705124 75755 340834 226 940776 47104 348846 180513 1014132 821626 309659 664187 847732 359414 969551 6065 981591 863319 648997 730888 81698 163037 536980 569052 38610 1046699 684795 96055 201890 281508 315503 941832 621298 933702 845688 50614 238521 206946 82110 909928 370466 229967 893828 1016224 520130 696291 
945788 136884 308470 223617 824163 249367 580957 963687 992187 111615 72186 162784 197318 437967 28325 843620 507198 335948 31101 784730 94565 843034 536558 711550 729083 150119 614609 464197 212521 908813 317155 992082 594041 630968 197639 694474 847680 650957 350821 565837 752456 776138 950366 808438 1015515 834874 980778 875463 431059 971563 171126 80132 93187 793028 111198 644140 124840 435164 354331 136106 816612 479438 766906 102486 376032 255711 329245 559782 564429 628573 337746 78914 713755 447401 563783 606309 310801 977296 532231 798105 363483 296014 968539 986931 952767 
510501 331176 494497 917555 487158 722840 57196 27813 526852 137700 356820 728241 318994 464021 163355 198180 881456 2940 955416 1013474 837484 142756 459265 440914 1017509 877058 552375 42193 85067 924762 796507 62680 416250 356568 458161 152722 313305 572059 845179 535481 1024761 307776 46515 54379 619910 248273 116925 70598 220756 919677 1001671 170825 449273 531397 123062 692442 891355 777071 349370 340956 910726 528699 216703 498223 392865 452793 763362 59422 269746 137197 1047333 783499 38404 540409 774595 607251 254560 850958 112850 477791 336412 898676 823251 352441 383946 
483182 32374 629453 139995 923334 569957 256032 1044736 739144 418814 1027071 500873 43485 216717 917892 767049 745632 800823 45997 605828 616656 656206 432503 653029 192276 264099 517339 685600 304681 938050 822181 650992 39645 38721 173995 373626 38746 228193 483406 811030 652599 252793 538351 917325 435029 74759 660799 207075 74923 723187 372343 750773 418029 825354 841553 62720 791886 316223 303121 1021263 189835 374950 121903 494172 681790 149664 482534 578311 205439 287557 510392 419321 450140 689157 987759 840599 161709 390831 443495 121364 404023 489280 363372 41860 473275 
310336 728294 818634 943021 897593 318404 362327 36050 310990 108701 588866 49199 282675 276711 189288 784790 508695 943588 919600 471737 424065 609924 539353 272579 554006 522929 530661 295706 926272 752208 88250 138438 5445 333535 381979 329031 781902 292206 764757 587729 424656 831684 627343 698445 833633 85198 172255 689326 169381 165540 30204 694765 187182 318797 401340 455198 222131 201733 701085 79644 974139 48234 345574 614211 62279 841277 995224 707084 559233 243144 1036695 465547 869856 1039415 515968 619098 937244 638275 535821 744594 352679 979635 319900 789807 372722 
334934 440185 606395 407258 625337 1005958 30329 927769 944130 985226 1014010 433966 336589 629276 509992 192803 571053 338146 661149 484672 519001 174908 379893 236878 895846 710668 206542 583583 796876 82712 71421 808562 522022 564397 822974 665619 260985 482358 898657 319084 1045887 403196 291007 417287 416088 485542 677401 10408 192589 681983 1002667 510942 576390 997998 574836 791058 790288 33777 559942 452762 901007 113587 184518 607814 131627 351334 729533 408229 435586 939328 764560 505586 436311 531277 112242 545027 259865 60786 162614 395577 1032282 976794 852434 590071 404281 
437143 573296 827677 527097 108359 441606 359892 886652 347382 844358 324221 873993 83151 594611 116312 121348 830404 41165 676875 388480 244520 498576 34314 251537 611414 181363 108594 163811 166609 522969 712005 1036053 834813 1017005 288179 441645 833829 688605 653132 54413 373933 903228 419060 584753 626251 428234 428139 719836 189831 868723 818186 674339 974065 67207 512991 179948 464540 829352 232773 367468 451583 865207 424894 725406 664949 841908 926011 152571 568497 371399 776277 13848 353820 329451 424034 820828 782140 630839 589306 952861 778345 378888 735310 116215 416063 
7596 669632 518335 805768 488283 906447 732895 162676 850978 31222 646101 373881 995278 842675 616978 542066 760941 676078 135404 880815 598566 846616 295869 298553 502473 131190 314649 31361 758834 445720 280609 237781 1034708 549500 226527 969734 688586 577000 679957 387426 904559 444146 553822 596255 115170 256463 563946 552616 120906 263628 854111 80070 611763 869007 167961 390541 504358 950171 502398 832271 872821 94070 880836 538296 332358 622361 7019 539029 273318 126274 584198 647767 952450 717498 331050 87348 618013 195962 180800 1013036 549438 1011025 934524 237723 195550 
1028440 101382 914172 387805 576187 365786 200786 645655 169741 878019 900730 881337 426719 213879 459714 586311 38774 61562 1041326 992270 1012760 812867 1028447 303333 848810 170353 473757 624450 239388 21176 200509 446313 506767 456261 621535 167647 433074 690911 569527 575811 616021 217489 361717 537202 409863 964082 258682 254291 1000504 31955 25222 815129 236462 696027 627115 124667 839243 796177 744915 810409 1031026 974685 81859 924734 968030 763549 916841 919654 481928 685188 1016157 734673 198600 828980 742936 569099 283039 866942 687192 272291 562342 221660 635936 247595 255623 
488947 386734 908932 1019011 590110 1004017 208175 424297 211982 278248 882958 771511 577121 400374 533418 161866 131942 542932 781955 865332 523906 64787 414734 160690 505099 143529 93652 1046991 624069 908971 239960 710647 561437 922830 942480 702509 427877 571325 549035 738018 212162 645235 475451 750581 778997 673464 1030371 414780 432903 195347 50391 167896 20595 685553 911416 551174 312359 971856 536668 535485 160157 458321 135021 891883 217286 190265 499912 26314 343139 382927 139037 355541 514469 438957 248674 219565 1000232 604556 464402 133837 493503 498595 634218 581926 287115 
1033876 315015 807112 707482 868437 801088 777479 662673 706360 923279 638038 4532 1043261 825851 1009868 61806 832799 813970 509486 789008 447277 17964 665179 929656 457664 358827 906127 355279 407268 630877 255914 588090 238479 165291 3556 185266 549312 999782 723982 375606 349858 395395 995916 178614 691432 990686 349078 78333 69380 555561 323025 52785 63397 383624 1015597 271501 672223 387898 823259 289860 959815 355873 38055 720834 160494 1042727 717940 554334 782030 879439 981961 162034 318528 441978 973915 404444 780971 127471 233144 561777 796158 178399 384146 824664 68163 
297977 36157 105089 671695 206672 505138 129335 958848 679954 362293 387006 680475 59282 591796 250370 760429 416573 651054 85315 246423 530774 249258 685617 225736 622214 578284 463791 1012404 368231 797032 357094 159190 422304 1033067 179883 21305 399711 506905 913563 554071 414684 44077 435201 524452 478716 1008589 454580 281 12418 887820 136102 1036138 777560 691896 883738 449608 171067 1007192 374033 608198 958691 227715 457961 877765 536361 871707 387440 569862 368332 696595 1035818 71596 412927 796198 859451 301242 568526 199818 879613 1040763 28802 188530 1002456 232595 500372 
