55
245080249057934 882222859978262 241203677150621 945741096984280 449513140802585 337283110293962 330556847526906 791328749928214 608156123130900 159804597970890 219337501767587 929271601014652 122535041598175 1084685294235699 940191848255928 559603121578292 1049329942934735 782837123190263 256479639418159 165977121025623 286117741006988 763381897967849 737440455683939 1004205477742316 474557286945915 595874979811514 426659288530884 20027545788132 352651432091691 984407505267322 199797846154285 945013506215744 904619735696196 352062065007586 250606648443380 596525148896565 533779738646675 467148797417196 116048198979532 701191009186412 33807010079785 420387687185436 271392109775860 308368739854465 1081737224718544 735608738153811 923667174373524 248649270639596 552935227195855 694623574895525 102890254548087 622076244212005 936068097706935 571193003457345 1055462213399559 
1076695873532695 513775016969607 272054418478674 692740626887494 917144245413525 21057519854271 1107437767311136 350738388177506 222342035897999 3580483111169 1039364286568098 263593436505973 321054756551699 66536941507742 737348191897257 478431214535866 990969057659284 188029422169018 1050771911629183 131741838715102 97121202246471 401442526391609 1045620339932899 450296491069641 177146763422917 671160242501071 103251763142856 279322355134478 448017803785832 104998319127545 667616924282614 918184296166626 222775215163101 672117604513324 198350411311651 74576506531927 729461635630147 96116830895517 196074675797978 248197802143011 704216412537789 52265958809784 830503529096425 516354341883164 73157587378323 694924231688856 440959435324322 1041299472523783 761051150172162 859954938268476 421254561323771 288952085613117 880933802592774 413660084911979 1088986348891504 
94744235830567 339992234829707 100411116959001 312080940985389 420828874377689 1018375697575625 922418558276895 312149277504964 376144392524077 678341925915113 863195083788554 730647119580075 282316610314879 456023817922885 1026452818223848 610009651223742 27597261732235 1079146152734124 21072375045434 416272400717564 324229877916519 1087038251296784 968122820538122 552507780987701 122681714888625 676709046626828 271078144461927 529302334012466 633286218862698 800100176468755 704815407519538 682908490858642 660394304082081 985222575202642 91202176130448 33229751279178 674068904053993 979375283932654 482170465061730 448792443644422 72321810487936 922479083572262 950280166268963 491415210975167 79040465083857 669786677783292 716549817851179 381861101480957 568380823982169 1111235449783211 390851353660862 850724345033196 592410565812611 699944677386386 613947692059076 
937645447560398 225627062172806 202723729308355 779739368461421 65946813788698 143151434451186 1068282426055962 49915043752133 495635341530230 95138272609613 94174178821446 799274798359235 671263507653540 1014353557086822 646834666355848 485124216856544 701478405328929 98400843887646 136579316741368 918915107757267 1070655664285056 372648048772544 1102920150410015 697549508621899 1079634085016716 445364107908532 825840589161140 502041860043319 94263288886306 1038705801252267 247581561884688 1045385892434503 1054298396025397 387978783308084 372182561885315 605324120366054 953577911330359 352244528945092 762820509940249 543145878460980 311535954174242 803560475636930 1043350068100478 661038292203359 201961240434155 538831862175300 841694987846718 579004167390694 100058566182440 868184620237850 681326313057808 494658496099224 65440199316997 824198302792696 476875871878237 
978373070991558 976945148143872 722607743564571 355140657819628 929154657127629 267065804260921 218801620425509 43476202927851 1068661585648995 648622077966872 79876484125549 682769271688848 171739183524227 250885082160216 160279411257609 78873196803067 388142872662545 1039588214967363 711216657012250 882769957110533 916505329560167 228456295553507 873345502137982 283660396281038 173804432853263 276861697373618 554165781746634 720417118476943 65548019607783 23632920113733 999739810276313 1068682505261666 117569905264622 341536335403957 768103653070719 1004788276008180 978154532271115 532021532275273 993358816364208 481643772155775 1001588076677857 193061861571189 150613532937509 255385653960444 35003097299571 182616811739657 379349638128707 112246509467859 938877477462270 380897043801017 371877378922410 217662203256957 809780020856983 681763349241620 243416881430447 
466139836703509 888808190079013 209719663999239 116178048387171 41642052493618 246359269950669 458843188161178 1018380029235003 9252407600495 538021658361466 1107766295332750 778991676458108 1110394736360967 197172342071884 893245029542847 739434968482981 432103106979921 81576446502703 1116731348402801 826923727256902 650257411997466 680543167298897 650364450919548 787336482672732 732329125011442 285130162935236 794480654166655 873174671989343 100974177001524 332847098012107 1076080872038472 1072964186948951 279961820210810 1020265769895167 434875717138931 1018853576709721 497325552250249 639113582374532 230728580808736 363029511747382 627423904384238 169091752818725 730899928922132 1013747110042481 976670136252178 220095301216190 651883438521619 954111057352179 847682273318791 1123573242452596 812258368335096 1100634852923443 206441977570687 978247564338754 587775433941768 
238101623187797 809952844519592 379353519496046 383365419773361 836378175233472 988701019520949 426044611215880 846289352847906 704273188960146 350513599073815 810466921210963 949759001050460 573397716498139 305617489699010 796895239547975 959229946234293 878254762752555 94098152676856 826174486381300 824940730580543 731727315116590 1109551109579144 832997915408650 1121317790136248 217148103687118 685948819747740 753848084724533 449123530069379 240752711293876 201852973202016 129924718678934 972309735908151 161767266685916 93290803143777 1054235431999385 175210424475095 284739584912385 17834720346288 906163043228484 295188425446082 290612836293028 688515127293982 95824702171058 785131297286426 1041910921977544 626390850835247 685309365429115 369787853564802 110510935590649 309136606141112 532369649898325 889312616143041 714646757432525 395777974290227 405571204233789 
124256550425938 393547830617781 1011251570736479 183526174564318 408618991895350 295183880876071 551747646107123 176204089254011 905720065558250 925144959186567 900163288110417 127895621975251 93356235387522 856912326408470 105954232888784 112479324928097 570792778122578 111819598495050 1082827414656639 870504421868197 191743359629847 267115010441703 877973372070157 951797471516393 152372634203741 655291766302291 553359971908095 553729316744043 405132337661415 224261100762909 719898416113569 882990447311644 168944431580957 8876293647967 124210478908928 935132781184715 458579758223810 364743923431920 1092514247357310 778908519509012 817966002274257 12446778814506 946440677514519 735709083768231 259629164587945 201771448786545 2274917891492 1057444233374097 993946165729683 905098381336247 224563871738174 500868313523914 394341479910395 118114628412561 953331071433436 
748953613361909 1000685540778991 897342400437659 849263066931415 779095202831621 889145715482713 814321239791495 145749972590308 283302713570785 389643332847539 851777050267685 2506995054387 207982731995095 493966706636145 483867434142713 3378978115948 282914439530698 105173832077073 183205898560227 428867527988298 551146435463758 127597808664483 764982492470142 278477741425373 276289373418745 494643980825253 546325039524291 594431584644590 212853834436830 246481361206136 842148392712887 793473631205611 1022363561719378 703180049983220 1106154325376316 776497398358822 897909774551738 743264376729646 1074842472210143 903187919960811 611975893299162 238082098218115 512422429393300 555944737846414 642775741236357 803571281775385 544239478281632 874487016935947 618906292036030 1121997147600088 397660316318042 550801494136001 916034699774439 900620230096170 741957371694654 
48461113050324 851866094413689 676798915393046 900055777505591 1063799481921937 696050294262586 443205249035327 770677126196286 822440394997969 807179030382391 407302429023879 263957040370015 943929754969231 101206880154045 901827787347668 335433555971979 4388784942139 829224847622794 407104973161420 959484920144502 883313656106034 865550009205603 29895319861624 712103509000529 1057269628442673 810257361998527 431719366589740 886645886401041 599135985432623 955794588642829 728116160638150 413646667328089 571687370548210 150615505090788 728330625597216 1007598448521285 467691182463690 453716002531571 375995986462195 73716313296273 509138870684494 24921606865336 967773405345248 678253692946444 919267244951924 779590393367356 1041061929599653 285162858344728 749381223771696 655729867556161 952706338882370 230996098805626 709944794502852 578819058242394 832270547892767 
