95
968360122 776162312 455525023 288329490 1058874045 579436742 721035586 870940874 813267415 176143863 237385397 199937619 720475959 397878439 1024459160 458917261 513183872 453667995 556210935 292231303 226488991 955825407 55506063 355045974 360747688 776149170 26801542 613801989 63353347 953189555 565220833 946846109 32192539 133506946 335249655 813135391 628279530 8613588 620833522 1004956974 359089146 393166984 976058070 756598622 928891133 158101655 1037168442 476718571 938737017 458482086 739604261 459682961 413985024 535143748 939457738 866037279 783840325 673207522 349515819 178751179 470516530 256138635 541984482 540505491 796739792 78330506 231591310 563105765 256455579 776339388 641547414 126466422 773666296 791888508 932834893 517773109 350616576 448671375 522590296 720376787 169061687 363050870 160099399 445476489 151444812 181603229 80230919 255468362 21604270 726294006 444410184 559350731 434124060 387576377 391182399 
568811029 870422517 202003844 415539969 946662306 371621098 916292028 1002854886 446890477 744951211 725720917 426108524 1047455224 412381561 262308534 782679619 353942869 875821826 220830251 322454491 784997371 959581880 889102110 803055710 903800278 698867218 446559263 468776166 233520947 940057152 616777825 691440585 905081560 867789614 837444802 56374065 542711822 503724447 51489905 51780702 185292138 12102857 1062339677 646193148 970366739 325584019 537829784 1003366853 932713249 816448101 943988678 475561587 272686536 786376805 578774401 70853427 747762707 715775531 248803795 599923378 436358209 861963058 455444526 181573008 799488957 317783489 984613139 555203438 664623953 236369144 616944812 29857240 179972017 36742461 613363367 23740362 594239478 507087177 1059499348 736758172 574008722 957727252 322846282 741879236 1063964227 604692302 1054462540 498704449 1050072678 304173464 505918777 800909322 543383543 556028238 1000728061 
809232870 247240985 136873191 612594909 836772037 677750230 893966644 1015611300 372844844 829699698 188252205 350867239 718415960 1017184530 955585456 229779710 172687193 333737513 705555910 751146141 173534062 1023377640 100741611 511944562 320601592 569133379 262890718 363857677 779212063 57693885 187213162 302793436 660019955 703254230 20839027 1003259425 755824139 471759682 307931999 280388055 770742712 1032983259 98749712 714739350 190147374 838357238 461249447 351997636 608249012 653507970 943295897 146751037 98823323 407976839 55732972 171054044 557025181 743742663 349935596 1053170812 246074735 301986850 1036394141 645294246 561145895 821866379 1030508677 988313875 1064080499 1015468493 970331643 78968116 983590948 388404102 810734049 725852195 537451817 119278570 963182989 66990021 303582823 478256481 820667873 899712854 959046405 250086493 931418430 605680649 217340949 989400336 707521787 809768944 1022602850 353279688 591216961 
850995938 51222334 384755089 792386786 596740843 986571747 397894051 969610700 689376307 802937644 778470995 851137077 407721653 915130884 85149993 435264660 770637089 553249970 16629286 119391172 961263398 844130579 799369426 104569713 812614179 455899308 519133170 110653954 101268613 539808952 801119687 201845039 776198911 280041648 290118395 130496663 623803507 824868062 19776146 135932725 493265304 81186600 996712130 487266680 411907175 917719649 746251531 846876634 629851932 903023911 191569569 962097857 454996537 465317847 134936623 1001647974 1041027291 1014006910 152789252 191272845 566530289 384115266 586799563 218188433 504094591 876836480 121054405 525274033 1014311250 964439399 125020873 701956465 806259260 945292674 910549267 259366699 892981374 38860559 152286079 360846395 832004821 821744993 106655170 979248661 321951204 316415697 215352784 694400332 809982256 972546648 802132684 333911417 184395151 649980738 605724123 
509506326 134933477 560447199 397233840 525023846 758134008 827848953 759093498 1027672351 873664634 859109207 1067004541 487929598 244843997 380409284 132502796 1067713222 225589732 405058602 141911863 401474807 369459133 750205100 968189603 135144265 51400951 383907128 520286830 327836916 1034884455 138056451 881630209 256798428 162500926 818080216 1050765547 484516116 879031089 756006009 442252506 347438505 286786571 773952716 954567420 1067180485 600482950 750503162 76070694 96471347 799702855 956192270 731789274 714938040 94953787 333360169 663344731 140152501 229742528 921920992 46308657 95680818 35005971 465672957 546618706 138316561 584393089 578652073 537958485 1026704774 751497813 221244809 626501100 357683637 831981642 266636595 423273690 55868543 944898908 978863247 357667464 603454983 58584141 286116456 925660212 550154221 682465488 144974204 707102037 482000169 558030859 823763057 755908266 994387558 434899321 744881199 
83945454 379326759 882216819 141349841 814949134 441748656 317593207 370528191 167196499 886611712 1036315541 587727050 580960813 1022444025 472386827 639053271 249477306 688224159 487558893 741952200 991947995 657623803 609228612 615366455 18700602 588050990 663229993 718469676 775893847 522683247 621062545 765921856 379093227 546684250 26103104 1028308173 854157625 850345864 823776467 49265632 476693938 214539369 75983445 316596515 184833452 589908959 106482920 676239684 890838464 1026995278 1037757949 631769662 756026096 463568689 333141706 745773244 482718463 336049596 923353786 75268688 802645359 634526443 104145769 416267974 660661813 345727807 194735101 443702456 686515644 833352006 404395165 672695236 49735634 958622363 166185474 762841938 462216034 979544067 969678060 36574449 575258821 212548314 222951133 244117573 251694716 105421082 265049637 206036743 332715757 186965528 772582518 284028911 949552802 382124683 799945273 
276765173 139913247 123844305 565033694 14532365 284049584 815390812 211053421 401342842 960761511 507311366 112658142 243806113 652518766 59635742 925399673 400872536 795554627 301017669 593364022 503931915 634658864 797262468 366973541 4059189 155195262 736655468 258961289 519102065 598611592 75399960 351297724 877861822 374158151 7182070 411097948 650422996 515660855 497065433 61018803 265563052 324095283 658609003 645603780 226220759 890605067 871946793 808104389 395688932 596853602 250919073 22442380 993584977 418466652 85950664 466915102 529818697 994149519 195519843 444564348 598349474 98223882 938941997 666068354 1010889835 210851270 412283772 1063382140 989409655 833101181 960592199 517906175 662917393 501446449 1073071791 315634490 752299141 65284037 915797576 961615600 607173441 14242055 242148944 262019481 1062317652 608988790 431943815 45497907 291929840 94725170 627196688 738343147 730691382 1001415967 907220329 
238385203 886356894 95737934 364066503 158532013 346277730 331666946 1005397705 325915572 817819238 485039749 80385465 248683977 17135320 108740468 611937558 140153873 632615852 706678118 725895423 426348996 291348292 940561546 637906201 1022608849 1012152569 1070939353 407841255 727858954 614229382 518401759 574343368 878190972 807742421 208912236 530845337 166076535 620456885 469174240 935078477 520717321 169620746 646073161 912886087 25025749 618142668 1059874072 399359125 1032260826 183509087 781840035 791545546 235964851 833923214 945383393 616563536 836851801 469404221 744422800 434154096 479211612 350845683 497475265 46556733 624811905 226831732 545238817 956594093 312504971 999249848 32147357 373781725 1022493062 31728567 89847048 795286750 548696253 1061344730 280151683 862402030 313961695 253764720 326273727 818760161 1024169678 412101690 427004186 39432058 4504873 284636451 89773770 695989154 1051379075 471798033 1024878910 
1069118677 729699095 816074786 619940804 650933373 984889301 859115776 884592222 761746929 10099938 39086348 1001127985 533071938 547185673 924510437 475952316 493846390 724623494 167968608 508022885 79917142 26695196 1047281258 129281674 337521527 420114841 1056701837 552908811 452424779 500666251 269913661 736514014 68231329 333280717 934294653 874135735 289919708 522704180 957131898 615239661 664880105 414238944 90370786 867590001 662284826 619855241 924209230 1014908003 1051757375 959108880 737502546 1054376663 618252816 183951872 354731510 310967349 53983008 932477613 239496704 734691306 866736530 805327697 610667756 437244217 140880759 316347180 299874929 2534530 459145132 167886445 370021433 970296292 612950987 1044699620 44584421 124520145 746647040 405811646 703046689 977282518 132537574 376388464 331494487 419092955 765538738 715500978 744395563 618229969 84809195 489289861 355042380 30429690 684277360 954642910 836901437 
744237364 669130573 390197084 1062918071 122171214 491752289 96293871 552189581 920188115 867425870 814312915 469752978 133229210 26084546 559123056 792981680 131823403 82222710 638844262 615961247 156221491 240456589 436910957 289614331 115887852 812489662 369184622 845680310 435301486 568208423 992479551 730150145 755209976 1029818659 964181751 474733880 872723846 989423549 1057797639 881775762 389054031 464920594 925255300 260856248 850953011 781047020 920520826 46342505 514509900 310816232 938746622 428390346 651854697 983928022 963487969 293246898 626243017 691596879 1011659353 530052772 757902088 106582649 900495033 864108729 898769989 983165295 713786413 3614951 199842600 293194058 685469314 220605937 963968926 628941405 435925755 686938557 744800415 448204233 383581480 987323470 142711911 283028753 217446212 675671572 846489107 431563203 451455224 201058275 375959578 102446292 811315311 1010457253 558243888 52237738 497127080 
806602831 342060232 896780712 184043504 551792552 759266915 41903093 10780979 836812980 809074362 130812679 1030186512 953082023 418646406 757571679 248841068 522189834 627303257 784344052 77433429 250608152 714913772 526147501 534363020 716215842 425851292 948052700 738533539 400720311 567651288 910710118 538149956 968277436 131075113 805562646 816949365 763964162 873196784 419422893 869564949 589348187 308580278 280023094 330248495 162012106 50805580 253993107 746719616 1056150887 323004330 141407353 155551428 12535143 387046753 108317649 407409236 511271223 853531744 727376728 909523392 522974776 499335164 285511627 1030570523 365419426 555748708 649546720 759887124 545281003 1071441930 155031178 264543165 56665983 103843174 388059404 1253203 1066961591 1034983832 679967543 588584761 1007046772 411114360 1047600888 709504443 1016907684 583539260 29448485 362062891 652695273 913387726 940875974 1043923053 768763280 623433015 649169179 
279492535 1059992070 502464212 290837649 4065634 527992018 641101161 281098708 985070442 576590360 84082321 586443414 982129340 154250060 633004927 646444674 89900961 140983125 759569377 151632893 54975909 353891478 293220425 937780224 1053707964 436319795 774018438 600648513 818520885 168406528 1011490457 157494753 254032551 455936911 306431839 581115278 841577789 483746693 996826034 964155395 181829258 99338443 191306224 319711198 430906012 50551399 955861059 830925799 315001782 507664371 984284884 429459768 541259469 619700609 832503213 446096196 640252033 122288491 65119308 510819043 481525279 663069962 840067605 372455905 273879577 766934618 676939401 602074472 895038950 3963360 18596500 579203585 288728510 89962036 1014029158 459129696 264481279 217716007 976691382 48664690 930091664 361519137 659845722 688832444 262699713 710412586 239593362 1067229533 487611563 340146332 600176040 495032707 916367723 286041189 703035392 
