10
15750327208176845280 3633314949887187425 12641887457424155764 11536906760856623408 17427026145746241341 11936038535314833820 8169100272396520382 8117612035014738062 33967281241408283 3246579743835090883 
1643836095146266683 14431805340988819183 14672276431701182915 17598971410299084979 1160429072974547630 5369216068473537534 9996270844561187854 8495164984238663671 13019867834477647966 16985315947385162492 
9944213936103365236 8454632009559470385 7228608519695347997 4405174702753611366 11745414325222757191 11618399969737393770 13480444579354641292 16231801896244255003 9336778539083875296 1549919898207218962 
7540451658153490050 2004586844621402707 15857537571080546266 2649306770038232376 2650734072059837974 1271803891990771060 14847906084845866651 5805651252319826688 11006647635320327961 9418571843587037262 
7092273758843500633 10796169425265755562 17896807433439593293 16180218318241972402 2348047594421024826 9076234709186879985 11049683363481622384 9506792529573321140 2296690642724755848 2668367295740223786 
10257187015188732338 17046811144460932489 13494403030739821182 9064193440298728791 3563240021616783374 6861351832560309530 13208420486295028852 7566659628338465047 18136617035679731334 4798195661451861710 
236420109007129473 1539917285224557104 13390109730622437000 5271792953391737428 4293778243152784814 15252845446393042059 881098284485651126 18311977044211190636 219643074240079544 162437697046355742 
1273162713997661219 13856499819818178613 1685816321928488007 1675653657718770449 2907270746478275952 3250321276590061094 14974736897429292800 10388095235284021609 837441932330231770 11549587398322179768 
13974547500400562490 8266293842604376942 1425943339834796776 9940494935397905216 735544946957209635 13805008376990199553 16863297857467458467 13130057874032186679 8878366214814488563 11997383117469586827 
12727961369946370762 16721841531840582617 3258342188439761589 1523502578697062308 8795468142200640164 5048953040149724285 12756624898217056689 7201146851081808077 14900630177844286928 13537050092021167989 
