30
545344 888384 1039676 225434 336039 303916 673624 578082 225592 349584 391513 684667 408296 108267 574503 456945 944269 186869 847758 278536 556025 847511 876422 971087 486861 960852 99624 915431 531915 260473 
655287 608628 76139 228421 771868 1042699 395326 668504 815861 1017285 273560 426236 804588 489075 771220 873536 288209 902967 16024 983752 669364 216117 85655 474114 27613 681987 590326 655737 392355 317860 
253121 710866 193739 1005216 967810 385243 414239 231130 863763 146901 184954 599360 622480 677731 757395 204760 526346 369215 530129 10219 77723 890045 189779 189153 447637 207556 606614 751107 333658 392420 
306533 33065 246146 751279 653757 74583 243025 56942 485747 636381 695996 865289 509295 929442 410709 249881 874655 949870 939859 116565 377785 42400 1021143 423234 785484 824816 14489 470444 923943 780572 
65256 822807 552840 773049 702442 613224 2235 579664 888729 857317 999578 355522 742530 180241 630897 197474 458184 869065 435393 220687 161895 616702 405980 183982 122711 889074 223803 190088 437078 767757 
548767 153704 597463 809919 377433 907754 684895 942589 47399 1040318 525862 498067 791269 367913 165393 583110 441477 174107 49913 595006 812355 196462 105455 146164 32797 854156 1048045 626204 738831 737662 
400916 295204 331905 153396 1032905 373647 359893 1036883 708675 131979 434898 799051 224936 193297 471138 784736 596473 675267 926797 815674 780664 719184 374606 97061 599277 44709 233221 257488 85206 53867 
540394 162093 445287 70575 376212 1009593 289147 204006 178450 820397 14037 241752 435530 593802 981138 26561 567953 942354 502634 182852 690693 704947 343649 771441 638971 394060 40984 1023883 1000319 166247 
65818 760864 132758 640163 84159 977083 633732 227805 43292 56198 42236 117170 274133 431390 757939 118846 542512 896380 30906 510514 503712 518046 796831 766294 995590 755003 576204 207992 406305 591073 
101323 161611 124402 192517 797487 129770 296611 681513 1039882 441629 936357 527209 492468 505907 837651 1020528 149157 386026 931594 133534 593382 86533 484563 661691 744766 540524 894827 513220 1007507 122246 
8392 817931 188248 392953 845848 1047923 321037 959699 242027 349150 780660 554647 745299 705705 226121 792069 303472 972118 780417 584820 440049 343689 960590 690264 446410 776997 171706 49093 400448 368062 
464530 126233 474650 465608 716567 541103 158120 843436 224635 168381 777997 494791 61303 717582 938582 525265 104290 4147 588204 60048 434224 862559 346431 227765 942405 191010 847323 66408 567482 339378 
1041711 274404 324517 918833 275084 348753 1044248 776024 165033 822745 658587 591093 565252 818037 686167 564016 281551 156133 158332 757024 83292 925580 603926 360806 756209 86921 289923 817282 1012540 453422 
757267 134070 700992 436618 802514 697018 176299 550788 770577 926920 478055 367963 243140 721897 1034238 733273 128751 1022427 874558 724912 912704 663636 303810 800139 956614 422172 356512 200982 101158 332560 
109817 1039522 618958 959219 308128 465519 428876 210054 866847 944657 435761 934195 806226 256880 296589 561791 281498 673458 377737 32331 300483 942161 202632 148245 1040778 979032 489782 643868 923405 895995 
303658 981272 234192 840648 930355 704694 627243 219180 287518 699124 262628 950485 459892 331724 896185 110519 523535 72912 153422 749788 400048 979835 176408 600081 540436 697991 477981 950658 205226 468461 
76796 526296 1013630 28042 1001304 483261 678644 211429 182664 644029 671742 894406 128130 670585 952324 886335 537465 545010 167830 6546 691757 404984 783349 631341 488747 525348 438435 714158 182000 306457 
757758 947883 66726 818086 1008532 350994 153514 537275 977286 276026 151367 301271 354369 273669 899281 1021791 170232 285369 1045848 638033 496298 567115 773812 65247 910376 973967 340232 1035934 289469 551215 
835283 826314 1041317 660711 204567 702421 698198 454311 966396 537003 527576 303209 403043 172416 146823 392964 695062 313505 441387 786368 688997 638846 28604 867508 1040454 872149 94876 1043781 106477 352758 
908027 654255 551483 175606 384644 722610 1043719 422187 207876 859248 586650 87950 21596 985680 475908 782155 614964 260053 404697 289202 566449 118427 986497 36241 35481 851914 275666 956705 629269 372800 
408490 50623 239196 350802 355625 928207 815564 443232 446219 935971 804232 662782 601018 441841 227164 815899 2528 565382 380505 482141 704793 61468 606984 47277 15819 10293 15554 384877 256660 32069 
580294 192232 347409 304479 529787 1043915 19657 1021716 719201 484229 800067 88674 948644 684217 802909 149046 389849 529363 784447 594035 1017934 703907 931672 961845 141127 1043367 7599 683574 755506 294048 
958973 60202 448383 610715 669802 606289 78268 966276 389241 241071 781305 887696 659595 227029 544020 557001 41933 415803 142218 610980 123725 534987 796732 31563 44889 314203 977954 107776 858819 701364 
81978 737992 611006 113108 991980 973365 739070 553478 427372 3555 848760 761881 555172 11957 84391 1020784 19898 442028 596881 617464 360857 188457 933970 297742 973371 35805 916385 742377 982641 946807 
396140 681819 555026 316535 391667 921133 493008 844236 743270 280496 452216 587689 65823 328453 93065 409639 455355 220800 356137 483751 462073 700362 759521 298930 248154 60359 355525 426169 882835 428816 
784769 1035116 106391 490259 223563 889159 34907 866964 782078 340864 898277 762843 495722 106402 42294 260601 499207 463869 569804 685698 676977 609949 840367 937674 342436 4163 196428 202431 369800 876995 
659745 303091 743171 1035743 535990 207005 871559 886360 146171 205966 134767 1045904 399804 118097 96935 88745 771482 513417 129646 678268 473643 533515 11211 10223 76024 327828 650664 1003221 280638 139773 
843090 297777 642985 107979 681198 464398 804826 901069 70209 872496 620456 467253 768647 356549 533119 433771 2793 432078 928603 180479 674622 483220 588637 330578 27450 1027767 153391 951802 438191 115153 
654901 496574 1010127 651027 836530 208525 652262 270291 739681 84216 557257 832986 903893 579667 782626 55215 652559 800561 575014 702433 148258 555920 188970 874695 377251 657248 349658 259296 436756 860731 
846610 672868 494486 703714 610834 712019 886067 98568 39034 434065 970372 289636 339527 347697 95699 314151 544610 419617 33623 535973 466193 834554 981508 42410 59773 944743 381176 137776 81063 300995 
