20
552 291 482 117 809 962 168 423 670 618 743 556 403 971 812 371 429 331 968 415 
526 150 589 563 835 70 733 624 803 980 871 966 929 662 242 290 22 161 562 636 
1017 865 17 888 5 521 277 449 47 364 756 379 587 303 192 569 793 239 506 653 
592 238 295 335 385 157 63 606 672 646 25 796 432 86 1010 328 345 825 583 466 
983 163 619 287 907 945 179 19 858 989 784 254 580 36 171 985 426 453 436 398 
83 683 515 180 728 607 87 653 371 706 107 742 954 834 549 137 702 845 261 108 
356 410 350 785 527 649 630 64 149 916 976 270 260 618 636 447 568 402 434 233 
928 535 722 366 97 680 740 184 42 7 154 280 144 51 215 273 877 972 787 236 
559 643 192 192 216 709 631 767 559 39 961 234 910 33 370 621 440 317 146 383 
736 140 995 867 975 534 948 107 839 681 387 853 437 348 879 120 430 641 293 242 
148 826 152 838 288 285 937 685 542 11 735 216 940 519 391 222 25 765 109 285 
271 698 796 816 10 358 19 528 73 98 805 698 1016 998 724 1016 650 414 81 214 
580 486 318 293 414 162 294 35 836 805 3 960 653 109 797 933 567 298 564 959 
120 167 162 363 515 304 617 813 554 1012 313 629 227 472 106 556 94 980 869 952 
525 11 561 999 175 649 728 870 149 795 682 819 932 781 316 831 807 196 312 554 
566 223 392 312 235 850 615 903 48 616 593 346 361 741 699 652 985 581 542 461 
919 672 973 619 554 882 297 489 369 546 627 164 965 526 239 498 936 289 244 792 
126 659 934 975 324 912 591 743 83 958 143 880 151 169 671 848 442 492 927 948 
743 882 446 983 378 114 880 1018 563 456 365 112 905 345 70 46 483 153 535 464 
112 932 512 820 169 48 790 615 566 154 145 841 440 801 577 785 821 492 328 806 
