20
67344563 979917642 733185790 1039774093 123638033 968274134 974566583 615095818 697149413 1048691677 251003803 559898008 673323347 893551273 768525945 297882499 714186908 533242722 689818812 750256323 
526229027 488524068 572892401 384300576 423630094 556470057 902782558 772644690 1064085868 11727564 329094048 654198087 697095827 673627320 705448625 475719417 743085440 242096010 917439116 164660102 
94959246 51648789 367185426 982482641 568674759 712777368 893362158 725384764 464725230 421941954 730667833 571608 154096179 183917498 289884043 873908626 580228990 189094216 42387635 715388607 
886899891 581437945 756714790 1036750133 254265186 957028885 690171463 642856592 150750272 871794367 927662131 1049008357 399774808 858459837 631795970 283415833 184135089 513356100 211261380 113795523 
816684200 51916910 981600265 277612139 1056433200 1054496122 692255825 509072196 996719784 1019414899 955346316 93519407 212257110 249444035 807703544 29824155 275671348 290569424 754902377 280472210 
424024898 6452033 999184449 616872610 177022281 12616134 206294270 356068732 522091936 863575467 461111677 418647454 58418857 283770494 625954458 1013134428 887251635 504731731 115326222 685092993 
972261018 1027094812 325639704 159462628 453803411 397510042 863053214 944748971 552034371 427752945 529593873 232787605 265035762 381133044 597925437 277927711 896386582 40959995 200127876 846260950 
268554824 673843998 1064539596 755759394 522147855 683447669 716788626 766044223 660130296 826555535 800884598 665711082 652421205 404506711 183932010 308732008 259621370 638916920 538488987 440887461 
91738176 869793212 470294462 212436791 408067270 471249019 1066784690 1072670918 989187758 512246719 411971333 812891504 248528885 806151969 898279944 323202039 825764796 712843708 475034623 270596360 
633241081 685374285 20397878 29187566 221344851 250603275 167046205 652716400 202971083 444477256 836687376 189233580 479518620 586542395 897904658 285787669 807663046 453537882 754167891 290150074 
470078150 92459654 430047561 9100165 13943133 812296356 1049814414 577054142 518945375 1052480296 360699583 818901655 454894406 1066512363 743216917 856456658 729397191 230321340 346010954 673932796 
509067492 107907064 1049722176 658193867 740863218 247188435 6296893 374621575 360849599 13928809 85367581 404902378 423630731 444097738 788028122 776125848 1073424959 359580366 1000043262 475577651 
503197274 307689033 1003585502 395663249 105581677 906828022 964622322 605002911 21691416 581598070 1049191728 1230461 314209489 10019523 863593633 459945308 644569044 322142402 618932389 1007981404 
380454501 601274427 476453007 739815334 311443598 579419568 310690750 726268915 568117502 986877195 746425729 870843242 296094028 674950351 761026993 830991206 940855962 1053163696 937016461 707153307 
892913655 10184091 85085039 92598324 631493195 464263467 1057659794 1018735086 247681087 384341034 285332455 239148196 343178822 189120123 171392708 712823753 144423199 137813732 386419353 1019956094 
416133016 653103474 951808667 382363397 337761145 737545559 383285257 451078966 241703798 300752068 112414916 59521152 443721692 522675303 65496528 96471985 108998976 763464590 944201360 501358188 
938791167 203895554 133244787 871058211 337024505 208092550 1067726995 45569718 103976785 939563563 800213720 738697329 789521852 167222780 140506798 703254428 1053518613 964792387 1060903510 1060722198 
250393748 614811695 244117556 757535825 357431308 180831652 288455408 706895121 559927849 1026254235 976181792 669669078 227960572 142387555 76498571 225119370 232505892 62263015 407021636 559529488 
795128909 769510706 717509359 532359263 588739965 1040752600 704841031 877224486 721070243 904664701 313674320 684229342 673456480 92301549 352522158 43016401 314322398 855479694 173612964 66255427 
554488259 907728302 138543431 19982548 117782724 659537575 90573446 33208909 1017536090 344521394 267010250 803417886 168037473 473377383 525183023 952030594 814006058 187334171 346220354 935422969 
